"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentare"
"164",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",10,"Vergangenheit, Gegenwart","Deutschland, Polen","Mecklenburg-Vorpommern, L?cknitz","profitierender Grenzort, volle Plattenbauten, neue Seniorenresidenz, helfender B?rgermeister-Lothar-Meistring, nicht aussiebend B?rgermeister, optimistischer PDS-Mann",2,""
"165",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",11,"Gegenwart","Deutschland, Polen","Mecklenburg-Vorpommern, L?cknitz","boomender Ort-B?rgermeister, steigend Gewerbetreibende, neue Unternehmen, vermietete Hallen, voller Kindergarten, verdoppeln Ladenfl?che-Superm?rkte",3,""
"166",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",12,"Gegenwart","Deutschland, Polen","Mecklenburg-Vorpommern, Bismark","profitierende Wohnungsverwaltungsgesellschaft, sinkender Leerstand, zweisprachige Mietvertr?ge, t?gliche Anfragen, bezahlbare Mieten-Polen",2,""
"167",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",13,"Gegenwart","Deutschland, Polen","Mecklenburg-Vorpommern, Bismark","g?nstiger Wohnraum, strenge Vorschriften, deutsche Leistungen, junge Region, steigender Austausch",2,""
"168",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",14,"Gegenwart, Zukunft","Deutschland, Polen","Mecklenburg-Vorpommern, Bismark","sichere Mietvertr?ge, steigende Mundpropaganda, nahes deutsch-polnisches-Gymnasium, m?hsames Deutsch-Lernen, geplante Unternehmensgr?ndung",2,""
"169",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",15,"Gegenwart","Deutschland, Polen","Mecklenburg-Vorpommern, Bismark","bildungsorientierte Polen, hoher Polenanteil-Gymnasium, schwierige Eingliederung, hohe Schul-Erwartungen",1,""
"170",17,"http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true",2006,30,"Zeit","Arme Deutsche, reiche Polen","Cordula Tutt",16,"Gegenwart","Deutschland, Polen","Mecklenburg-Vorpommern, L?cknitz, Bayern","Arbeitskr?ftemangel Deutschland, teurere Firmengr?ndung-Bayern, internationale Kooperation, aufgebessertes Gehalt-Arbeitsagentur, fehlende Fachkr?fte, fehlende Programmierer",0,""
"171",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",1,"Vergangenheit, Gegenwart","Deutschland","-","sinkende Gefahren-?lpreis-Erh?hung, weniger-bremsend ?lpreis-Erh?hung, andere Welt",1,"Es geht hier eindeutig um Deutschland aber der ?lpreis betriff die Welt..."
"172",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",2,"Gegenwart","Deutschland","-","geringere ?l-Abh?ngigkeit, halbierter ?l-Einsatz, lernf?hige Gerwerkschaften, unwarscheinlich Preisspirale",2,""
"173",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",3,"Gegenwart","Deutschland, ?lf?rderl?nder","-","r?ckflieõende Petro-Dollars, kompensiert Nachfrageausfall",2,""
"174",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",4,"Gegenwart","Deutschland","-","existierendes Inflationsrisiko, relativ-niedrige Inflationserwartungen",2,""
"175",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",5,"Vergangenheit, Gegenwart","USA","-","expansive Zentralbank-Politik, niedrige Zinsen, steigende Zinsen",0,""
"176",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",6,"Gegenwart","USA, Europa","-","angemessener Zins, Aufschwungsphase, ungewollt Superboom, ungewollte-starke Inflation",2,""
"177",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",7,"Gegenwart","Deutschland","-","zu verkraftender Euro-Dollar-Kurs, undramatischer Euro-Dollar-Kurs",1,""
"178",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",8,"Zukunft","Deutschland","-","hohe Preise, sinkende Zukunft-Preise, geringer Konsumnachfrage-Effekt",1,""
"179",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",9,"Zukunft","Welt","-","steigende Steuer-Ungewissheit, schwankende Steuern, negativ schwankende-Steuern-Flaig",0,""
"180",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÔGang auf dem Grat€","Schmid",10,"Gegenwart","Deutschland","-","anhaltendes Wachstum",1,""
"181",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",1,"Vergangenheit, Gegenwart","Deutschland","-","kr?ftiges Wachstum, keine Ausgaben-K?rzungen, keine Abgaben-Erh?hungen, brummende Wirtschaft, eingehaltene Verschuldungsgrenze, volle Auftragsb?cher, hohe Verk?ufe",3,"sollten die thematischen Bewertungen in der Reihenfolge sein, in der sie im Text auftauchen? "
"182",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",2,"Gegenwart","Deutschland, USA","-","mehr Investitionen, mehr Jobs, neue Stellen, neuer Warenhunger, schnelles Wachstum",3,""
"183",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",3,"Gegenwart, Zukunft","Deutschland","Berlin","m?gliche Gefahr-Mehrwertsteuererh?hung",0,"hier finde ich nichts thematisch"
"184",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",4,"Gegenwart","Deutschland, Welt, USA","-","weltweite Risiken, politische Gefahren-Kriege, politische Gefahren-Terroranschl?ge, ?konomosches Abschwung-Risiko-USA, unverl?ssliche Ausfuhren",-1,""
"185",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",5,"Gegenwart","Deutschland","-","drohende Exportschw?che, m?glich Binnenkonjunktur-Ausgleich, schlechte Vorzeichen, steigende Strompreise, weniger Pendler-Geld, h?here Krankenversicherung-Beitr?ge, steigend Mehrwertsteuer, flieõende Steuermilliarden",-2,"ich habe immer noch Probleme mit wenn, dann"
"186",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",6,"Vergangenheit, Gegenwart","Deutschland","-","missratener Gesundheitskompromiss, umstrittene Unternehmensteuer-Reform, Koalitionsvertrag, glaubw?rdige Rahmenbedingung-?nderung, steigendes Haushalts-Defizit, ignorierte Realit?t",-1,""
"187",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",7,"Gegenwart","Deutschland","-","groõe Staatsfinanzen-Sanierungs-Aufgabe, h?here Steuereinnahmen, ungeahnter Spielraum,  mehr Jobs, mehr Sozialversicherungen-Beitragszahler, h?here Mehrwertsteuer, m?glich g?nstigere Arbeit, m?glich befl?gelter Aufschwung",1,""
"188",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","Daf?r kann sie nichts","Marc Brost",8,"Gegenwart","Deutschland","-","unsichere Weltpolitik-Zeiten, besondere Verantwortung, n?tige Zuversicht, n?tige Mehrwertsteuer-Korrektur",-1,""
"189",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",1,"Gegenwart, Zukunft","Deutschland","-","neues Strompreise-Kapitel, heiõe Debatten, endloser Streit, empfohlene Trennung-Kraftwerke-Stromleitungsnetz, neue Disput-Qualit?t, gebrochenes Tabu, Zwangsmaõnahmen, Enteignung",0,""
"190",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",2,"Gegenwart","Deutschland","-","unzust?ndiger Minister-Gabriel, erw?rmter Umweltminister-Gabriel, vorgeschlagene Leitungsnetz-Energieerzeugung-Trennung, popul?re Drohung, nicht-scheuen Auseinandersetzung-Gabriel",0,""
"191",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",3,"Gegenwart, Zukunft","Deutschland","-","besorgter Umweltminister, herrschende Ex-Monopolisten, nicht-stattfindender Wettbewerb, hoch-bleibende Preise, technische Enp?sse, diskutierte Netzanschluss-Modalit?ten",-1,""
"192",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",4,"Gegenwart","Deutschland, EU","-","Agenda-Thema, gemeinsame Netzwerk-Betreibung, eigenst?ndiges Unternehmen-RWE-Energy, infrage-gestellte Eigent?merstruktur-Br?ssel,",0,""
"193",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",5,"Gegenwart, Zukunft","Deutschland, Europa","-","gelassenere Diskussion, heikles Thema, eigentumsrechtliche Stromtransport-Stromerzeugung-Trennung, st?rkerer Trennungs-Ruf-Rolf-Linkohr",1,"addiere ich zuviele Substantive?"
"194",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",6,"Gegenwart","Deutschland","-","drohende Diskriminierung, entscheidender Wettbewerbs-Faktor, warscheinliche Konkurrenz-Diskriminierung",-2,""
"195",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",7,"Vergangenheit, Gegenwart, Zukunft","EU","-","zaghafte Entflechtung, getrennte Buchhaltung, verhinderte Eigen-Verbilligung, versch?rfte Richtlinie, unterbundener Eigen-Informationsfluss, getrenntes Management, gesellschaftsrechtliche Trennung, keine eigentumsrechtliche-Entflechtung-EU-Recht",1,""
"196",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",8,"Vergangenheit","EU, Groõbritannien, Skandinavien","-","entflochtenes Eigentumsrecht-Stromnetz, b?rsennotiertes Unternehmen-National-Grid, getrennte Erzeugung-Netz-Skandinavien, steigend-erm?glichter Wettbewerb",2,""
"197",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",9,"Gegenwart","Deutschland, USA","-","fragliche Trennung, sinkende Rendite-Vorschlag-Leprich, konsequente Regulierung-Leprich, freiwilliger R?ckzug-Groõstromerzeuger, m?gliche Hybridl?sung-Hirschhausen, unabh?ngiger Betreiber",1,""
"198",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",1,"Gegenwart","Deutschland, ?sterreich, Frankreich, Slowenien, Europa","Kiel","ausl?ndische Jobchancen, helfendes Arbeitsamt, Vermittlung",-1,"hier kommt die -1 aus der unter-?berschrift, nicht aus dem Text: ãoft gehen die bestenà"
"199",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",2,"Gegenwart","Deutschland, Slowenien, D?nemark","Kiel","ausl?ndische Stellenanzeigen, kein-groõer Ansturm, interessante Karrierechancen",0,""
"200",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",3,"Gegenwart","Deutschland, Groõbritannien","Kiel","unbezahlte Architektin, bewegtes Groõbritannien, Auslands-Wunsch",0,""
"201",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",4,"Gegenwart, Zukunft","Deutschland","-","steigender Druck, niedriges Arbeitslosengeld-II, steigende Auswanderer-Zahlen, internationale Jobmessen, angebotene Beratungs-M?glichkeit-Arbeits?mter-Varnhagen-Vorschlag",-1,""
"202",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",5,"Gegenwart, Vergangenheit","Deutschland","Heidelberg","d?rftige Wanderungsstatistik, unpr?zise Wanderungsstatistik, Auswanderer-Nettoverlust, ",-1,""
"203",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",6,"Gegenwart","Deutschland","-","schrumpfende Gesamtbev?lkerung, deutscher Nettoabfluss, zuwandernde Ausl?nder",-1,""
"204",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",7,"Gegenwart, Vergangenheit","Deutschland","-","h?chste Auswandererzahlen, schleichende Wanderungsbewegung, m?glich-schnelle-positive R?ckmeldung-Simone-Eick, m?gliche Kettenwanderung-Simone-Eick",0,"ich habe schwierigkeiten bei der Bewerbung. Das h?ngt sehr davon ab ob Auswanderung jetzt schlecht ist. Beim Autor schwingt eine melancholische Note mit, aber er berichtet sehr (!) sachlich..."
"205",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",8,"Gegenwart","Deutschland","-","moderne Massenmedien, werdendes Modethema-Auswanderung, entstandene Beratungsforen-F?lle, steigende Auswanderungswillige-Zahlen ",0,""
"206",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",9,"Gegenwart","Deutschland","-","Teilerkl?rung-Arbeitslosigkeit, junge Auswanderer, motivierte Auswanderer, aktive Auswanderer, steigend Aktiven-Abwanderung",-2,""
"207",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",10,"Gegenwart, Zukunft","Deutschland, ?sterreich, Schweiz, USA, Neuseeland, Australien, Irland, Groõbritannien","-","unsicher R?ckkehr, ausgeglichen Gesellschafts-Schichten, ausgeglichen Berufsgruppen, nicht-festgelegte Auswanderer, unpr?zise Statistik",-1,""
"208",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",11,"Gegenwart, Zukunft","Deutschland, Spanien, Norwegen, Groõbritannien","-","viele Auswanderungs-Gr?nde-Christina-Bausch, steigender Abwanderer-Ansturm, private Gr?nde, kinderfreundliche Norweger, tolerante Briten, spanische Sonne, neues Leben",-1,""
"209",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",12,"Gegenwart","Deutschland, Spanien","-","niedrige Arbeitsqualit?t-Deutschland, niedriger Respekt-Deutschland",-3,""
"210",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",13,"Gegenwart","Deutschland","-","demografisch-unrelevante Abwanderungswelle, wenige Jung-Kr?fte, zunehmend Vergreisung",-1,""
"211",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",14,"Gegenwart","Deutschland","-","knappe-spezialisierte Kr?fte, spezialisiert Handwerker, spezialisiert Fach?rzte, spezialisierte Akademiker, einfallsreiche Unternehmer, besorgniserregende Abwanderung",-1,""
"212",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",15,"Gegenwart","Deutschland","-","m?glich R?ckkehr-Monika-Varnhagen-Zentralstelle-f?r-Arbeitsvermittlung-ZAV, m?glich-aussichtsreichere Karrieren, wirtschaftliche Vorteile, entlastete Arbeitslosenversicherung, unsicher",1,""
"213",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",1,"Gegenwart, Vergangenheit","Deutschland, Frankreich","-","langer R?ckstand-Airbus, unverbl?mter Angriff, anhaltend Krise-Airbus, verantwortlicher Vorg?nger-Christian-Steiff, n?tig-klare Entscheidungsstruktur",-2,""
"214",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",2,"Vergangenheit","Deutschland, Frankreich","-","eingereichtes R?cktrittsgesuch, notwendiger Umbau-Christian-Steiff, schleppende Sanierung-Christian-Steiff, Verm?chtnis",-2,""
"215",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",3,"Gegenwart, Vergangenheit","Deutschland, Frankreich","-","spektakul?rer R?ckzug-Christian-Streiff, weitgehende Neuordnung-Airbus, zunehmend Management-Konflikte",-1,""
"216",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",4,"Gegenwart, Zukunft","Deutschland, Frankreich","-","politische Entscheidungen, ?bergewichtiges Frankreich, anhaltend-parit?tische Aufteilung, diskutierende Bundesregierung, m?glich Beteiligung-Deutschland",-1,""
"217",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",5,"Vergangenheit","Deutschland, Frankreich","-","jahrelange Erfolgsmeldungen, peinliches Eingest?ndnis, versp?tete Auslieferung-A380",-1,""
"218",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",6,"Gegenwart","Europa","Hamburg","unsichere Jobs, bange Angestellte, stockende Montagege, geplante Auslieferung-Hamburg",-2,""
"219",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",7,"Vergangenheit, Gegenwart","Deutschland, Frankreich","-","voraussehbare Probleme,  bekannte Probleme-F?hrungskr?fte, aufmerksames-mittleres Management, enthobene Position-mittlere-F?hrungskr?fte, andere-wahre Ausl?ser-Mitarbeiterzeitschrift-Einblick",-2,""
"220",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",8,"Vergangenheit, Gegenwart","Deutschland, Frankreich","-","heilloses Durcheinander, aufeinanderjagende Berichte, zerschlagene Strukturen, unklare Strukturen, un?bersichtliche Organisationen, l?nder?bergreifende Organisationen, erteilte Maulk?rbe",-3,""
"221",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",9,"Vergangenheit, Gegenwart","Deutschland, Frankreich","-","aufdr?ngender Vergleich-Toll-Collect, immenser Zeitdruck, sp?t-erkannter Fehlschlag, verschwiegener Fehlschlag, offensichtliche Blamage",-2,""
"222",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",10,"Vergangenheit, Gegenwart","Deutschland, Frankreich","Hamburg","wilde Akquirierung, akzeptierte W?nsche, gewaltige Verkabelung-Anforderungen, ?berforderte Bordelektronik-Spezialisten, verschiedene Flieger",-2,""
"223",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",11,"Vergangenheit, Gegenwart","Deutschland, Frankreich","Hamburg","unterschiedliche Produktionsstandorte-Problem, schlechte Abstimmung, nicht-harmonierende Software, angeblich-unf?hige Hamburger, angeblich-schlecht-zuarbeitetende Franzosen",-3,""
"224",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",12,"Gegenwart, Zukunft, Vergangenheit","Deutschland, Frankreich","-","milliardenteures Chaos, frustrierte A380-Besteller, m?glich-annullierte Optionen, festgehaltener Sparkurs-Louis-Gallois",-2,""
"225",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",13,"Zukunft","Deutschland, Frankreich","Hamburg","geplant-sinkende Kosten, schmerzliche Ver?nderungen, m?glich-verlorene Arbeitspl?tze, abgetretener Bau-Hamburg",-3,""
"226",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",14,"Gegenwart","Deutschland","Berlin","schwere Management-Fehler, Desaster, verpasstes Fachstum-F?hrungsebene-Thomas-Mirow, strukturelle Defizite",-3,""
"227",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",15,"Gegenwart","Deutschland","-","teures Abenteuer, r?tselhafte Kosten, staatliche Milliarde-Darlehen, zur?ckgezahlte Darlehen, spendable Bundesregierung, hochqualifiziert Arbeitspl?tze-Sicherung-Bundesregierung",-2,""
"228",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",16,"Gegenwart","Deutschland, Welt, USA","K?ln","gezielte Industriepolitik, industriepolitische Sirenenkl?nge-Rainer-Br?derle, erfolgreicher Staat-Juergen-B.-Donges, orthodoxer Marktwissenschaftler-Juergen-B.-Donges, feindliche-amerikanische Hersteller, m?glich-desastr?ses Monopolpreis-Desaster",0,""
"229",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",17,"Gegenwart","Deutschland, Frankreich","M?nchen","industriepolitische Ambitionen-Frankreich, industriepolitische Angst-Deutschland, interventionistische Franzosen, marktnaher ?konom-Hans-Werner-Sinn, selbstbewusster ?konom-Hans-Werner-Sinn, einverleibendes Frankreich, sch?tzender Wirtschaftspatriotismus",-1,""
"230",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",18,"Gegenwart","Deutschland, Frankreich","-","einflussreiches Frankreich, defensives Deutschland, defensive Debatte, franz?sische Dominanz-Thomas-Mirow, n?tige Taten-Rainer-Wend, n?tiger Eingriff-Franz-Josef-Jung",-2,""
"231",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",19,"Gegenwart, Zukunft","Deutschland, Frankreich, Russland, Spanien","-","anbietende Beteiligung-EADS-Deutschland, m?glicher Aktienkauf-KfW, private Aktion?re",0,""
"232",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",20,"Gegenwart","Deutschland","-","unklare Bundesregierung-Meinung-Engagement, Erwerb-Finanzministerium, Zur?ckhaltung-Wirtschaftsministerium, st?rkerer Auftritt-Kapitalmenge, wichtige Kapitalstruktur-Mirow",0,""
"233",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",21,"Gegenwart, Zukunft","Deutschland","-","gew?hrleistete Augenh?he-Joachim-Wuermeling, zur?ckzudr?ngender Staatseinfluss-Joachim-Wuermeling, kurzfristiges Engagement-Deutschland-Joachim-Wuermeling, besser-deutscher Investor, m?glich-private Investor-Weiterreichung",1,""
"234",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",22,"Gegenwart","Deutschland, Frankreich","-","falsche Zielsetzung-Streiff, politische Gedankenspiele, verzweifelte Unternehmensstruktur-Suche, optimales Gleichgewicht-Ziel, krisenanf?lliges Unternehmen",-2,""
"235",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",23,"Gegenwart","Deutschland, Frankreich","Hamburg","verunsicherte Hamburger-L?tjen, m?glich-herabgesetzte Hamburger, unspektakul?rer Typ-A320",-1,""
"236",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",24,"Gegenwart, Vergangenheit","Deutschland, Frankreich","Hamburg","m?glich Degradierung-Hamburg, entschlossene Bunderegierung, hohe Investitionen-Hansestadt-Bundesregierung, angesammeltes Wissen-Hamburg, unentbehrliche Seeanbindung-Hamburg",-1,""
"237",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",25,"Gegenwart","Deutschland, Frankreich","-","traditionsreiches Toulouse, vehemente Franzosen, mystischer Stolz, deutsch-franz?sischer Rivalit?ten",-1,""
"238",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",26,"Zukunft, Vergangenheit","Deutschland, Frankreich, USA","-","m?glich-dominierendes Flugzeug-A380-Thomas-Mirow, viele Bestellungen, ?hnliche Probleme-Boing, keine-ernsthaften Zwischenf?lle",2,""
"239",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",27,"Gegenwart","Deutschland, Frankreich","-","festigendes ?bergewicht-Frankreich, steigende Machtposition-Louis-Gallois, weniger-m?chtig-deutscher Kollege-Thomas-Enders",-1,""
"240",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",28,"Gegenwart","Deutschland, Frankreich","-","ungleiche Augenh?he, steigend Bef?rworter-Finanz-Engagement-Bund",-1,"hab mich mit dem Artikel sehr schwer getan, darum die lange Zeit. Die Bewertungen sind auch schwierig: Beim zweiten Hinschauen sind die Fakten gar nicht so negativ, aber der Autor benutzt ziemlich d?stere Sprache."
