"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","X","X.1","X.2"
"179",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÓGang auf dem Grat©","Schmid",9,"Gegenwart, Zukunft","Deutschland","","niedrig Nutzen-Steuersenkung-Konjunkturbelebung",1,"","",""
"180",18,"http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true",2006,31,"Zeit","ÓGang auf dem Grat©","Schmid",10,"Zukunft","Deutschland","","mittel Prognose-Wirtschaftswachstum",2,"","",""
"181",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",1,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","Regierung-Nichtstun-Gro†e-Koalition, konstant Ausgaben, niedrig Haushaltssanierung, konstant Abgabenbelastung, brummend Wirtschaft, kr?ftig Wachstum, hoch Steuereinnahmen, fallend Neuverschuldung, voll AuftragsbÅcher-Unternehmen",2,"","",""
"182",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",2,"Vergangenheit, Gegenwart","Deutschland, Italien, Frankreich, Europa","","steigend Investitionen-Inland, steigend Besch?ftigung, hoch Kaufkraft-Inland, neuer Warenhunger-Inland, hoch Wachstum-Inland",3,"","",""
"183",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",3,"Gegenwart, Zukunft","Deutschland","","steigend Mehrwertsteuer-Gefahr-Konsum-Inland, Nichtstun-Regierung-Gro†e-Koalition-Merkel",-1,"","",""
"184",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",4,"Gegenwart","Deutschland, Welt, USA","","gro† Risiken-Politisch-Kriege-Terroranschl?ge, gro† Risiken-?konomisch-Abschwung-USA",-2,"","",""
"185",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",5,"Gegenwart, Zukunft","Deutschland","","steigend Krankenversicherungsbeitr?ge, weniger Pendlergeld, steigend Strompreise, steigend Mehrwertsteuer, fallend Konsum-Erwartung, steigend Steuereinnahmen",-3,"","",""
"186",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",6,"Vergangenheit, Gegenwart","Deutschland","","missraten Gesundheitskompromiss, umstritten Unternehmenssteuerreform, Koalitionsvertrag-Gro†e-Koalition",-2,"","",""
"187",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",7,"Gegenwart","Deutschland","","steigend Steuereinnahmen, steigend Besch?ftigung, Mehrwertsteuererh?hung, Lohnnebenkosten",-2,"","",""
"188",19,"http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true",2006,34,"Zeit","DafÅr kann sie nichts","Marc Brost",8,"Gegenwart","Deutschland, Welt","","hoch Unsicherheit, BÅrger-Angst, Mehrwertsteuererh?hung-Irrtum",0,"","",""
"189",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",1,"Gegenwart, Zukunft","Deutschland","","endlos Streit-Strompreise, Trennung-Kraftwerke-Stromnetz-Uwe-Leprich, Tabubruch-Zwangsma†nahmen-Enteignung-Stromkonzerne",0,"","",""
"190",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",2,"Gegenwart, Zukunft","Deutschland","","Trennung-Leistungsnetz-Energieerzeugung-Gabriel, Drohung-Energiekonzerne-Garbiel",1,"","",""
"191",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",3,"Gegenwart, Zukunft","Deutschland","","mangelnd Wettbewerb-Netzbetreiber-Kraftwerke-RWE, hoch Energiepreise-Wettbewerbsmangel",-1,"","",""
"192",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",4,"Vergangenheit, Gegenwart","Deutschland, Europa","","Kartelle-Energiekonzerne-RWE-Netzbetreiber-Kraftwerksbetreiber-Wettbewerb, steigend Kritik-EigentÅmerstruktur-Energiekonzerne-BrÅssel-Matthias-Kurth",-1,"","",""
"193",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",5,"Gegenwart","Europa","","steigend Forderung-Trennung-Leistungsnetz-Energieerzeugung-Ralf-Linkohr",1,"","",""
"194",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",6,"Gegenwart","Deutschland","","Stromnetz-NatÅrlich-Monopol, hoch Diskriminierungsgefahr-Netzbetreiber-Kraftwerksbetreiber, hoch Regulierungsbedarf-EigentÅmerstruktur-Energiekonzerne",-1,"","",""
"195",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",7,"Vergangenheit, Gegenwart","Europa","","mangelnd EU-Recht-Stromnetz-Trennung-Eigentumsrechtlich",-1,"","",""
"196",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",8,"Gegenwart","Europa, England, Wales, Skandinavien, Italien, Deutschland","","hoch Wettbewerb-Europa-EigentÅmerstruktur-Netzbetreiber, niedrig Wettbewerb-Deutschland-EigentÅmerstruktur-Netzbetreiber",1,"","",""
"197",20,"http://www.zeit.de/2006/37/Strom/komplettansicht?print=true",2006,37,"Zeit","Wer das Netz hat, hat die Macht","Fritz Vorholz",9,"Gegenwart, Zukunft","Deutschland, USA","","L?sungsvorschl?ge-EigentÅmerstruktur-Netzbetreiber, senkend-fallend Rendite-Netzgesellschaften-Freiwillig-Trennung-Netz-Vorschlag-Leprich, Hybridl?sung-Hirschhausen-USA",1,"","",""
"198",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",1,"Vergangenheit, Gegenwart","Deutschland, ?sterreich, Frankreich, Slowenien","Kiel, Schleswig-Holstein","Sozialabbau-Ver.di, Arbeits?mter-Ausland-Vermittlung-Arbeitsemmigration-Zentralstelle-FÅr-Arbeitsvermittlung-ZAV-Europ?ische-Kommission",1,"","",""
"199",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",2,"Vergangenheit, Gegenwart","Deutschland, Slowenien, D?nemark","Kiel, Schleswig-Holstein","ausl?ndisch Stellenanzeigen-Programmierer-D?nemark",1,"","",""
"200",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",3,"Vergangenheit, Gegenwart, Zukunft","Deutschland, ?sterreich, UK","Kiel, Schleswig-Holstein","Architektin-Gro†-Britannien, besch?ftigungslos Einzelhandelskaufmann-Ausland",1,"","",""
"201",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",4,"Gegenwart, Zukunft","Deutschland, Europa","","steigend Druck-Arbeitslose-Arbeitslosengeld-2, wachsend Bereitschaft-Berufsmigration-Europa, hoch-steigend Berufsmigration-Vermittlung-Arbeits?mter",2,"","",""
"202",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",5,"Gegenwart","Deutschland","","dÅrftig-unpr?zise Wanderungsstatistik, hoch Abwanderung-Netto",1,"","",""
"203",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",6,"Vergangenheit, Gegenwart","Deutschland","","fallend Bev?lkerung, hoch Zuwanderung-Ausl?nder-Immigration, hoch Abwanderung-Deutsche-Emigration, hoch Sterberate, niedrig Geburtenrate",-1,"","",""
"204",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",7,"Vergangenheit, Gegenwart","Deutschland","","hoch Auswanderung-Berufsmigration-Deutsches-Auswanderungshaus, Auswanderungswelle-Positives-Feedback",0,"","",""
"205",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",8,"Gegenwart","Deutschland","","Massenmedien-Abwanderung-Informationsaustausch, hoch Mediale-Aufmerksamkeit-Abwanderung, steigend Bereitschaft-Abwanderung-Berufsmigration",1,"","",""
"206",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",9,"Gegenwart","Deutschland","","jung-aktiv-motiviert Abwandernde-Berufsemigration",0,"","",""
"207",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",10,"Gegenwart","Deutschland, ?sterreich, Schweiz, Neuseeland, Australien, Kanada, USA, Gro†britannien","","hoch Abwanderung-Schweiz-USA-Statistik",0,"","",""
"208",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",11,"Gegenwart","Deutschland","","viele GrÅnde-Abwanderung-Arbeitslosigkeit-Unzufriedenheit-Zukunft-Soziale-K?lte-Raphaelswerk",-1,"","",""
"209",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",12,"Gegenwart","Deutschland","","gute GrÅnde-Abwanderung-Deutscher-Akademischer-Auslandsdienst, ruppig Anstellungsgespr?che, hoch Unzufriedenheit-Jobsuchende",-3,"","",""
"210",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",13,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","vergreisend Gesellschaft, klein Abwanderungswelle-Proportional",0,"","",""
"211",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",14,"Gegenwart","Deutschland","","hoch Gefahr-Abwanderung-Spezialisierte-Fachkr?fte-Naturwissenschaftler",-1,"","",""
"212",21,"http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true",2006,40,"Zeit","Republik-Flucht","Thomas Fischermann",15,"Gegenwart, Zukunft","Deutschland, Welt","","viele Heimkehrer-Zukunft-ZAV, vorteilhaft Auslandserfahrung-Abwanderer",2,"","",""
"213",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",1,"Vergangenheit, Gegenwart","Frankreich, Deutschland","","Krise-Airbus-Christian-Streiff-Verantwortung-Vorg?nger",-2,"","",""
"214",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",2,"Vergangenheit, Gegenwart","Frankreich, Deutschland","","Krise-Airbus-Christian-Streiff-RÅcktrittsgesuch,  notwendig Unternehmensumbau-Airbus, schleppend Sanierung-Airbus, fallend Arbeitspl?tze-Airbus",-3,"","",""
"215",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",3,"Vergangenheit, Gegenwart","Frankreich, Deutschland","","spektakul?r RÅckzug-Streiff-Airbus, unzufrieden EADS-Streiff-Airbus, Åberworfen Streiff-EADS-Enders",-2,"","",""
"216",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",4,"Vergangenheit, Gegenwart, Zukunft","Frankreich, Deutschland","","ungleich Gewicht-Deutschland-Frankreich-EADS, steigend Anteil-Deutschland-EADS",-1,"","",""
"217",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",5,"Vergangenheit","Frankreich, Deutschland","","Airbus-A380-Debakel, hoch Gewinne-Airbus-Kleine-Mittelgro†e-Flieger, hoch Airbus-Bestellungen-Konkurrent-Boeing",0,"","",""
"218",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",6,"Gegenwart","Deutschland","Hamburg-Finkenwerder, Hamburg","hoch Jobunsicherheit-Airbus, gestoppt Montage-Airbus",-2,"","",""
"219",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",7,"Vergangenheit","Frankreich, Deutschland","","frÅh Hinweis-Zeitprobleme-A380-Airbus",-2,"","",""
"220",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",8,"Vergangenheit, Gegenwart","Frankreich, Deutschland","","gescheitert L?nderÅbergreifend-Unternehmen-Airbus",-3,"","",""
"221",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",9,"Vergangenheit","Deutschland","","?hnlich Pleite-Toll-Collect-Mautsystem-Airbus",-2,"","",""
"222",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",10,"Vergangenheit, Gegenwart","Frankreich, Deutschland","Hamburg-Finkenwerder, Hamburg","gewaltig Anforderungen-A380-Airbus, gescheitert Experten-Airbus-Hamburg",-2,"","",""
"223",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",11,"Vergangenheit","Frankreich, Deutschland","Hamburg-Finkenwerder, Hamburg","ungenÅgend Zuarbeit-Toulouse-Hamburg-Airbus",-2,"","",""
"224",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",12,"Vergangenheit, Gegenwart, Zukunft","Frankreich, Deutschland","","gleichbleibend Sparkurs-Airbus-Gallois-Streiff",-1,"","",""
"225",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",13,"Zukunft","Frankreich, Deutschland","Hamburg-Finkenwerder, Hamburg","sinkend Kosten-Airbus, schmerzlich Ver?nderungen-Airbus, fallend Arbeitspl?tze-Airbus, m?glich Abgabe-Produktion-A380-Hamburg",-3,"","",""
"226",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",14,"Vergangenheit","Frankreich, Deutschland","Hamburg-Finkenwerder, Hamburg","schwer Managementfehler-Airbus-Thomas-Mirow-Wirtschaftssenator",-2,"","",""
"227",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",15,"Vergangenheit, Gegenwart, Zukunft","Frankreich, Deutschland","","ungewiss Kosten-Steuerzahler-Airbus, hoch Kosten-Steuerzahler-A380",0,"","",""
"228",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",16,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","sinnvoll Staatsintervention-Airbus-Donges, Kritik-Airbuspolitik-BrÅderle",1,"","",""
"229",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",17,"Vergangenheit, Gegenwart, Zukunft","Frankreich, Deutschland","","Kritik-Wirtschaftsmodell-Deutschland-Airbus-Hans-Werner-Sinn, notwendig Investitionen-Deutschland-Airbus",0,"","",""
"230",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",18,"Vergangenheit, Gegenwart, Zukunft","Frankreich, Deutschland","","Kritik-Frankreich-Airbus-Rainer-Wend-SPD-Franz-Joseph-Jung-Thomas-Mirow",-1,"","",""
"231",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",19,"Vergangenheit, Gegenwart, Zukunft","Deutschland, Frankreich, Spanien, Russland","","steigend Anteile-Deutschland-EADS-KfW-M?glich, fallend Anteile-Daimler-Chrysler-EADS",1,"","",""
"232",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",20,"Gegenwart","Deutschland","","unklar Meinung-Bundesregierung-Zweckm?†igkeit-EADS-Engagement, ",0,"","",""
"233",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",21,"Gegenwart, Zukunft","Deutschland","","besser Deutscher-EigentÅmer-EADS-Daimler, zurÅckgedr?ngt Staatseinfluss-Deutschland-EADS-Joachim-Wuermeling",1,"","",""
"234",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",22,"Gegenwart, Zukunft","Deutschland, Frankreich","","verzweifelt Suche-Vereinfachte-Firmenstruktur-EADS, optimal Gleichgewicht-Kr?fte-Personen-EADS-Ziel",-1,"","",""
"235",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",23,"Gegenwart, Zukunft","Deutschland","Hamburg-Finkenwerder, Hamburg","hoch Verunsicherung-Ingenieure-Airbus, tiefsitzend GefÅhl-Herabsetzung-Ingenieure-Airbus",-2,"","",""
"236",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",24,"Gegenwart, Zukunft","Deutschland, Frankreich","Hamburg-Finkenwerder, Hamburg","hoch Engagement-Bundesregierung-Hansestadt-Airbus-Werk-Investitionen, gut Seeanbindung-Wissen-Netzwerk-Zulieferer-Hamburg-Airbus",1,"","",""
"237",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",25,"Gegenwart, Zukunft","Deutschland, Frankreich","","traditionsreich Toulouse-Concorde-Stolz, Deutsch-Franz?sische-Rivalit?ten-Airbus-A380",0,"","",""
"238",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",26,"Gegenwart, Zukunft","Deutschland, Frankreich, USA","","hoch Gewinnerwartungen-A380-Airbus, voll AuftragsbÅcher-Airbus-A380, hoch Chancen-A380-Zukunft-Airbus",3,"","",""
"239",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",27,"Gegenwart","Deutschland, Frankreich","","verfestigt Machtverh?ltnisse-EADS-Airbus-Frankreich-?bergewicht, unbekannt Machtposition-Louis-Gallois-EADS-Airbus",-1,"","",""
"240",22,"http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true",2006,42,"Zeit","Der Vogel fliegt nicht","Clas Pieper",28,"Zukunft","Deutschland","","ungleiche Augenh?he-Deutschland-Frankreich-EADS-Airbus, steigend BefÅrworter-Engagement-Bundesregierung-EADS",0,"","",""
"241",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",1,"Gegenwart","Deutschland","","Deutschland-Kaufrausch-Financial-Times, hoch Anschaffungsbereitschaft-H?chststand-GfK-Konsumklima",3,"","",""
"242",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",2,"Gegenwart, Zukunft","Deutschland","","spÅrbar Anziehen-Private-Konsumausgaben-IfW, steigend Konsum-IW",3,"","",""
"243",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",3,"Zukunft","Deutschland","","unklar Folgen-Mehrwertsteuererh?hung, schrumpfend Kaufkraft-Verbraucher-Mehrwertsteuererh?hung, tempor?r-abflachend Konjunktur-ifo",2,"","",""
"244",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",4,"Gegenwart, Zukunft","Deutschland","","Kritik-Mehrwertsteuererh?hung-Gustav-Horn-Institut-fÅr-Makro?konomie-und-Konjunkturforschung, hoch Gefahr-Konjunktur-Mehrwertsteuererh?hung-Gustav-Horn-Institut-fÅr-Makro?konomie-und-Konjunkturforschung",-2,"","",""
"245",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",5,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","wachsend Wirtschaft-2006, stagnierend Wirtschaft-Vergangenheit, best?tigt Strategie-Bundesregierung-Stimulus-Kurzfrist-Konsolidierung-Mittelfrist",2,"","",""
"246",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",6,"Gegenwart","Deutschland","","in-Schwung Wirtschaft, steigend Konsumausgaben-Verbraucher",2,"","",""
"247",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",7,"Vergangenheit, Gegenwart","Deutschland","","wachsend Privater-Verbrauch, gleichbleibend Kaufkraft, stabil-gleichbleibend Preise, berauschend Fu†ballsommer-WM2006, steigend Stimmung, steigend Besch?ftigung-Sozialversichert-Billigjobs",3,"","",""
"248",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",8,"Gegenwart, Zukunft","Deutschland","","Mehrwertsteuererh?hung-Einfluss-Konsumverhalten-Vorgezogene-Konsumausgaben",1,"","",""
"249",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",9,"Gegenwart, Zukunft","Deutschland","","hoch Konsum-2006-Vorgezogene-K?ufe, fallend Konsum-2007-Mehrwertsteuererh?hung",-1,"","",""
"250",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",10,"Zukunft","Deutschland","","stark Konjunktureller-Schwung-Wirtschaft, aufhebend-bremsend Konjunktureller-Schwung-Mehrwertsteuererh?hung, m?glich Positive-?berraschungen-WestLB-IW",1,"","",""
"251",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",11,"Vergangenheit, Gegenwart","Deutschland","","steigend Konsumneigung-Generell",2,"","",""
"252",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",12,"Zukunft","Deutschland","","hoch Wettbewerb-Unternehmen, hoch Anteil-Unternehmen-Mehrwertsteuererh?hung-Wettbewerb",1,"","",""
"253",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",13,"Zukunft","Deutschland","","gering Steigung-Verbraucherpreisniveau-Mehrwertsteuererh?hung",2,"","",""
"254",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",14,"Zukunft","Deutschland","","ungef?hrlich-tempor?r Konsumschock-Mehrwertsteuererh?hung, sachte Konsumerholung-IW, zunehmend Konjunkturdynamik-WestLB",2,"","",""
"255",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",15,"Zukunft","Deutschland","","hoch Relevanz-Investitionen-Konjunktur, steigend Wettbewerbsf?higkeit-Unternehmen-Rationalisiert-Modernisiert, erweitert Produktionsanlagen-Unternehmen, hoch Gewinne-Unternehmen, niedrig Zinsen, steigend Gewinne-Baugewerbe",2,"","",""
"256",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",16,"Vergangenheit, Gegenwart","Deutschland, Welt, Europa","","boom Weltkonjunktur-Made-in-Germany, gl?nzend Gesch?fte-Automobilsektor-Ausland, gleichbleibend Wettbewerbsf?higkeit-Deutschland, moderat Lohnsteigerungen-Deutschland, sinkend LohnstÅckkosten-Deutschland",3,"","",""
"257",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",17,"Gegenwart, Zukunft","Welt","","gef?hrlich Schocks-Weltpolitische-Krisen, fallend ?lpreis-Volatil-Krieg, instabil Konjunktur-USA",-1,"","",""
"258",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",18,"Gegenwart, Zukunft","Deutschland, Welt","","gut Aussichten-Wachstum, niedrig Inflation, niedrig ?lpreis, boomend Weltwirtschaft, stabil Konjunktur-Euroland, hoch Wachstumsrate-USA",3,"","",""
"259",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",19,"Gegenwart, Zukunft","Deutschland","","unn?tig Mehrwertsteuererh?hung-Haushalskonsolidierung, fallend Staatsdefizit, steigend Steuereinnahmen",2,"","",""
"260",23,"http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true",2006,43,"Zeit","Kaufrausch fÅr die Konjunktur","Klaus-Peter Schmid",20,"Zukunft","Deutschland","","Wachstum",0,"","",""
