"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentar","Zeit","issue.abschnitt"
"384",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fr eine Chance!","Ulrich Beck",15,"Zukunft","Europa","","Neubegrndung-EU, neue Realpolitik, Weltrisikogesellschaft, vernetzten Welt, ersetzen nationale Nationalinteressenverfolgung,  kosmopolitischer Realpolitik, europ„ischer Politik",0,"","","38 15"
"385",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fr eine Chance!","Ulrich Beck",16,"Zukunft","Europa, USA","","zuspitzen lage, Mehr-Europa, Nicht-Europa, m”glichen Scheiterns, neuen US-Weltoffenheit-Obama, erneuerte EU, wirkungsvoll Finanzmarkt-Regulierung, bringen kosmopolitischen-Realpolitik ",-1,"","","38 16"
"386",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",1,"Gegenwart","Deutschland ","Berlin","unsichtbaren Krise-Kampf, M„rklin, Schieáer, insolven M„rklin, insolvent Schieáer, Hypo-Real-Estate, Enteignung-Hypo-Real-Estate, droht-verpuffen Konjunkturpaket, Arbeitsdruck-Kanzleramt",-1,"Kanzleramtschef = Thomas-de-MaiziŠre, wirtschaftspolitischer-Merkel-Berater = Jens-Weidemann","4 Stunden","39 1"
"387",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",2,"Gegenwart, Zukunft","Deutschland","","Hypo-Real-Estate, ungel”st Fall, bereitgestellt Brgschaften, taumelt Riese, veschimpft Regierung, teure Rettung, bezahlen-lassen Rettung-Zukunft, eteignen Bankaktion„re-Zukunft, ben Kritik-Banker-Zeitungen, stark-anstieg Arbeitslosigkeit-Zukunft ",-2,"fast ganzer Artikel erz„hlt ber die Vergangenheit, jedoch ist der Schreibstil in der Gegenwart","","39 2"
"388",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",3,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","Eteignungsgesetz, gr”áter Bundesregierung-Kampf, Globalisierungsdruck, aufgab Terrain-Staat-Vergangenheit, zurckgewinnen Terrain-Staat-Zukunft, erobern Geld-Macht-Zukunft",0,"","","39 3"
"389",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",4,"Gegenwart","Deutschland","","fleiáig-Weidmann, zurckhaltend-Weidmann, pragmatisch-Weidmann, ungef„hrlich-Weidmann, Deutsche Bank",0,"","","39 4"
"390",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",5,"Gegenwart","Deutschland","","Enteignungsgesetzes, heikel Thema, strangulieren Markt-Zukunft, warnt Sozialismus-Westerwelle, schenkt Geld, kaufen Autos-Zukunft",-1,"","","39 5"
"391",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",6,"Gegenwart","Deutschland. USA","","hoch Arbeitsbelastung-Finanzministerium, unaushaltbar Druck, Lehman-Brothers, zusammenbrach Lehman-Bank",-1,"Lehman-Bank = Lehman-Brothers","","39 6"
"392",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",7,"Gegenwart, Zukunft","Deutschland","Bayern, Tutzing","Deutsche Bank, hoch Medieninteresse-Ackermann, gemacht Fehler-Banken-Ackermann, „ndern Risikomanagement-Zukunft-Ackermann, „ndern Vergtungsstrukturen-Zukunft-Ackermann, n”tig mehr-Regulierung-Zukunft-Ackermann, ver„nder Finanzmarktarchitektur-Zukunft-Ackermann, einstehen Steuerzahler, nehmen Rcksicht    ",-1,"","","39 7"
"393",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",8,"Gegenwart, Vergangenheit, Zukunft","Deutschland","","hohe Renditen-Vergangenheit-Ackermann, entlastet Krisenzeiten-Ackermann, verteidigt Investmenbanker-Boni-Ackermann, berschaubar neue-Regeln-Ackermann-Zukunft ",0,"","","39 8"
"394",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",9,"Zukunft","Deutschland","","weiterspielen seinen-Regeln-Staat-Zukunft",-1,"","","39 9"
"395",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",10,"Gegenwart","Deutschland","Berlin","Krise",0,"hat nicht wirklich was zum Annotieren?","","39 10"
"396",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",11,"Gegenwart, Zukunft","Welt, Deutschland, Groábritannien","","G-20-Finanzgipfel, vernichtet Verm”genswerten, stark-zurckgehen Industrieproduktion-Zukunft, stark-anstieg Arbeitslosigkeit-Zukunft, verhinder Desaster-Wiederholung-Zulunft, finden Regeln, enzweit Politik-Banken, aufeinander-angewiesen Politik-Banken, funktionierende Banken-Zukunft, funktionierenden Staat-Zukunft",-3,"","","39 11"
"397",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",12,"Vergangenheit","Welt, Deutschland","Bayern, Mnchen","Hypo-Real-Estate, Bundesbank, Lehman-Brothers, vernetzt Bankgesch„fte-Hypo-Real-Estate, verhindern zweiten-Fall-Lehman, einfror Geldfluss-Banken, alleine-handlungsf„hig Staat",-2,"Bundesbank-Pr„sident-Axel-Weber;  Staatssekret„r-des-Finanzministers =  J”rg-Asmussen","","39 12"
"398",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",13,"Gegenwart","Deutschland","","agieren Staat",0,"","","39 13"
"399",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",14,"Gegenwart","Deutschland","","erschrecken-lassen Schlussfolgerung, weniger-wollen Staat",-1,"","","39 14"
"400",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",15,"Vergangenheit","Deutschland","","Bundesbank, orientiert Datenreihen, ungewollt Marktbeeinflussung-Weidmann, bevorzugen weniger-Staat-Weidmann",-1,"Internationaler-W„hrungsfond = IMF","","39 15"
"401",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",16,"Vergangenheit","Deutschland","","verbriefen Kreditforderungen-Asmussen, mitverursacht Krise, tolerierte Zweckgesellschaften-Grndung-Asmussen, anlocken Hedgefonds-Asmussen, untersttzte Projekt-Seitenwechsel-Asmussen, mitarbeiteten eigene-Gesetzen-Banker   ",-1,"","","39 16"
"402",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",17,"Vergangenheit, Gegenwart, Zukunft","Deutschland","Nordhein-Westfallen, Bonn","gleiche Meinung-Weidmann-Asmussen-Weber, ver„ndern Blick-Zukunft",-1,"","","39 17"
"403",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",18,"Gegenwart","Deutschland","Hesse, Frankfurt","Pokerspiel, Finanzsystem-Rettung, ungewiss Steuerzahler-Anteil, ungewiss Banken-Anteil, BaFin, Hypo- Real-Estate, beraten Rettung, marode-Hypo-Real-Estate ",-1,"Bundesagentur-fr-Finanzdienstleistungsaufsicht = BaFin","","39 18"
"404",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",19,"Gegenwart","Deutschland, Europa, Frankreich, Groábritannien, Niederlande","Berlin, Hamburg","erwecken souver„nen-Eindruck,  aufgebrachte Parlamentarier, angeschlagene Bank, aufgebracht Banker ",-1,"","","39 19"
"405",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",20,"Gegenwart","Deutschland","Hessen, Frankfurt","beteiligen Rettung-Banker, suchen L”sung, verstreichen-lassen zeit, treiben enge-Staat, drcken Einsatz-Banker",-1,"","","39 20"
"406",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",21,"Gegenwart","Deutschland","Hessen, Frankfurt","anbrlle Ackermann-Steinbrck, stellen Brgschaften-private-Banken",0,"","","39 21"
"407",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",22,"Vergangenheit","Welt, Deutschland","","gut-banken-gut-Deutschland, wucherten Finanzm„rkte, verzehnfacht B”rsenumsatz-, hoch Devisenm„rkten-Handeslvolumen, wegr„umen Unternehmenshrden-Staat, vergr”áern Gewinne, bereitwillig kleinmachen-Staat, Deutsche-Bank, hoch Bonus-Ackermann",-1,"","","39 22"
"408",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",23,"Vergangenheit, Gegenwart","Deutschland","","bevorzugte Behandlung-Ackermann-Merkel",-1,"","","39 23"
"409",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",24,"Vergangenheit, Gegenwart","Deutschland","","t„uschen-Angst-Banken, Hypo-Real-Estate, braucht Zusatzgeld-Hypo-Real-Estate-Vergangenheit, verschweigen Zahlen-Banker, schwarzen Loch, Unwissenheit-Weidmann, geworden Getriebener-Staat, bedr„ngt Katastrophenszenarien, bedr„ngt Gerchten, unbekanntem Terrain",-1,"","","39 24"
"410",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",25,"Gegenwart","Deutschland","","fehlen Verantwortungsgefhl-banken, versuchen aus-Aff„re-ziehen-Banken",-1,"","","39 25"
"411",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",26,"Vergangenheit","Deutschland","Berlin","Hypo-Real-Estate, ausfragen Funke, j„mmerliches Bild-Funke, unbeantwortet Fragen-Funke, Geduldverlust-de-MaiziŠre, Rcktritt-Funke",-2,"oberster-Finanzaufseher-des-Bundes = Jochen-Sanio;  Chef-der-Hypo-Real-Estate = Georg-Funke","","39 26"
"412",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",27,"Gegenwart","Deutschland","","be„ngstigend-groá, hilflos N„he",-1,"","","39 27"
"413",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",28,"Gegenwart","Deutschland","","retten Land-de-MaiziŠre,unvorstellbaren-Betr„gen-de-MaiziŠre, niemanden-gerette-wollen Niemanden-de-MaiziŠre",-1,"","","39 28"
"414",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",29,"Gegenwart","Deutschland","","gutes Verh„ltnis-Merkel-de-MaiziŠre",0,"","","39 29"
"415",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",30,"Gegenwart, Zukunft","Deutschland, USA","","„ndern Bilanzierungsregeln-Ackermann, wertlosen Papiere, auszeichnen h”here-Wert-Zukunft-Ackermann, Werverlust-Staatsanleihen",-1,"","","39 30"
"416",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",31,"Gegenwart","Deutschland, Groábritannien","","IASB, internationale Bilanzierung, „ndert Bilanzierung-Regeln, Deutsche-Bank, profitieren Bilanzierung-Regeln-nderung-Deutsche-Bank, Quartalsgewinn-Deutsche-Bank",-1,"","","39 31"
"417",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",32,"Gegenwart","Deutschland","","bewertet Bestand-Preis",0,"","","39 32"
"418",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",33,"Gegenwart, Vergangenheit","Deutschland","","Deutsche-Bank, Knockout-Warrants, Credit-Default-Swaps, komplizierten Konstruktionen, leicht Geldverdienen-Vergangenheit, erkl„rt Kanzlerin-Ackermann",-1,"","","39 33"
"419",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",34,"Gegenwart, Vergangenheit","Deutschland, Schweiz","","engen Draht-Ackermann-Merkel, Globalisierungsstress, getriebene Manager, khlen-unsentimentalen Wirtschaftsordnung-Blick, muffigen-rheinischen Kapitalismus-Vergangenheit-Merkel-Ackermann",-1,"","","39 34"
"420",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",35,"Vergangenheit","Deutschland","","Sparkassenverband, bereit Zuzuh”ren-Merkel, genervt Branche-Haasis, Spielverderber-Haasis",0,"Pr„sident-des-Sparkassenverbandes = Heinrich-Haasis ","","39 35"
"421",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",36,"Vergangenheit","USA, Welt, Spanien, Groábritannien","","IMF, warnte Immobilienblasen-Folgen-Haasis, warnte unbersichtlichen-Bankensektor-Einheiten-Haasis, zurckgeblieben Haasis-Banker",-1,"","","39 36"
"422",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",37,"Vergangenheit","Deutschland","","Sparkasse, geflochtene Sparkassen-Netz, entscheidender Seismograf-Haasis, aufgeregte Filialleiter, nerv”se Sparkassen-Kunden, abheben groáe-Summen, hoch Verlust, Unsicherheit-Geldbestand,  sorgen Medienberichterstattung-Haasis",-1,"","","39 37"
"423",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",38,"Vergangenheit","Deutschland","","sicher Einlagen-Merkel, ungewiss-auftreiben Ernstfall",0,"","","39 38"
"424",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",39,"Vergangenheit","Deutschland","Hessen","zunehmen Politiker-Druck, kritisieren Kanzlerin-Zeitungen, z”gerlichen Krisenmanagements, W„hlerverlust-CDU, ubeantwortet Abgeordneten-Fragen-Lammert, verknden Hiobsbotschaften-Wissmann, Postbank, genehmigen Boni-Postbankvorstand",-2,"","","39 39"
"425",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",40,"Vergangenheit, Zukunft","Deutschland","","h„ufen Fragen, verliert Orientierung-Weidmann, ver„ndert Markt-Selbstheilungskr„ften-Vorstellung-Weidmann, ungehorsam Zahlen-Weidmann, besorgniserregend Geldmenge-Zunahme, voraussagen Blase-Weidmann, stiegen Immobilienpreise, stiegen Aktienpreise,  verstaatlichte Banken-Zukunft",-1,"","","39 40"
"426",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",41,"Vergangenheit","Deutschland","","zu-klein Abteilung, Finanzmarktstabilisierung-Gesetz, Weitergabe-Vorformulierung",-1,"","","39 41"
"427",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",42,"Gegenwart","Deutschland","","hinterl„sst Spuren-Krise",0,"","","39 42"
"428",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",43,"Vergangenheit","Deutschland, USA","","spontan Krise-Umgang-Amerikaner, handeln Amerikaner, lange-nachdenken Deutsche, verschenken Zeit-Deutsche",-1,"Obamas-Wirtschaftsberater = Larry-Summers","","39 43"
"429",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",44,"Vergangenheit","Deutschland","","Bad-Bank, entsorgen wertlose-Papiere, Bankenverband, zurckhalten Regulierung-Bankenverband, mahnt Politiker-Ackermann, begrenzen Finanzbranche-Engagement-Ackermann, fordern-Banker",-1,"","","39 44"
"430",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",45,"Vergangenheit","Deutschland","","ablehnen Bad-Bank, asymmetrischer Geld-Herrschaft-Kampf",1,"","","39 45"
"431",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",46,"Vergangenheit","Deutschland","","vertritt Eigeninteressen-Ackermann-de-MaiziŠre, Deutsche-Bank, IKB, untergejubelt riskanter-Kredite-Ackermann, tragen Kosten-Steuerzahler",-2,"","","39 46"
"432",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",47,"Gegenwart","Deutschland","Bayern, Mnchen","Hypo-Real-Estate, hoch Geld-Hilfe, klagt Gehaltsnachzahlung-Funke",-1,"","","39 47"
"433",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",48,"Gegenwart","Deutschland, USA","","selbsicher Asmusssen, l„ssig Asmussen, jovial Asmussen, Goldman-Sachs",0,"US-Finanzminister = Tim-Geithner; Goldman-Sachs-Chef = Blankfein","","39 48"
"434",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",49,"Gegenwart","Deutschland","","knstlich Konfliktlinie-Frage-Asmussen",0,"","","39 49"
"435",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",50,"Gegenwart, Vergangenheit","Deutschland","","verstehen Standpunkt-Ford, IKB, True-Sale-Innitiative, zu-gut Standpunkt-Verst„ndnis-Asmussen, etablieren Verbriefungsgesch„ft-Vergangenheit-Asmussen, mitverursacht Krise-Asmussen, wertlose Papiere-IKB-Bilanzen, groá Markt-Vergangenheit, unreguliert Markt-Vergangenheit, Marktvertrauen-Asmussen",-1,"","","39 50"
"436",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",51,"Gegenwart","Deutschland","","erkennen Fehler",0,"","","39 51"
"437",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",52,"Vergangenheit","Deutschland","","blenden lassen-Finanzministerium-Mitarbeiter, ungeschaffen Werte, gedroht Ausland-Banker, erpressen-Banker",-3,"","","39 52"
"438",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",53,"Gegenwart","Deutschland, Welt","Nordhein-Westfallen, Bonn","G-20-Gipfel, begonnen W„hler-Schlacht, Generalanzeiger, gut-laufen Abwrackpr„mie-de-MaiziŠre",0,"","","39 53"
"439",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",54,"Gegenwart","Deutschland, Welt","","zurckerobert Macht-Politik, Deute-Bank, verzichtet Bonuszahlungen, stabilisiert Banken, beschlieáen Bank-Enteignung",2,"","","39 54"
"440",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",55,"Gegenwart","Deutschland","","Commerzbank, Talkshows, lassen Vortritt-Banker, zuh”ren Manager, reden Minister",1,"Chef-Commerzbank = Marti-Blessing","","39 55"
"441",NA,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm„nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",56,"Gegenwart, Zukunft","Deutschland, Groábritannien","","G-20-Gipfel, Finanzwelt-Pl„ne-Zukunft, abschaffen Steueroasen-Zukunft, Bankenwirtschaft-Regelungen-Zukunft, historische Chance, m”glicher Politik-Triumph, abhalten Banken-Treffen-Brown ",1,"56, nicht 55 Abs„tze","","NA 56"
"442",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",1,"Gegenwart, Zukunft","Deutschland","Berlin","Magista, Insolvenzverfahren, kopflos Mitarbeiter-Reaktion-Dietrich, Dammbruch, davongesplt Boom-Profiteuren-Zukunft",-1,"","1 Stunde 20 Minuten","40 1"
"443",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",2,"Vergangenheit, Gegenwart","Deutschland","","gesunken Leihkr„fte-Anzahl, Jobmotor-Zeitarbeit-Vergangenheit, droht Absturz, zurckschicken Leiharbeiter, kndigen Mitarbeiter-Verleiher, knapp Auftr„ge, wegbrechen Ums„tze, schlittern Insolvenz, Magista, bedroht kleine-Betriebe",-2,"","","40 2"
"444",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",3,"Gegenwart","Deutschland","","kaum Trauer, begráen Gewitter, BZA, Bereinigung-B„umer, IG-Metall, egal Kleinbetrieb-Pleite-Grzonka",0,"Bundesverband-Zeitarbeit = BZA","","40 3"
"445",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",4,"Vergangenheit, Gegenwart ","Deutschland","","Magista, stark abbestellt-Kunden, verglichgeblich Facharbeiter-Vermittlung, Zahlungsunf„higkeit, šberschuldung ",-1,"","","40 4"
"446",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",5,"Vergangenheit, Gegenwart ","Deutschland","","Boomjahren, leicht-verdienen Geld-Vergangenheit, hoch Zeitarbeitsfirmen-Anzahl-Vergangenheit, satte Renditen-Vergangenheit",0,"","","40 5"
"447",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",6,"Gegenwart, Zukunft","Deutschland","","hoch kleine-Zeitarbeitsfirmen-Anzahl, existieren Nischenanbieter, wenig-spren Krise, unaufhaltbar Erdrutsch-B„umer, Magista, bedroht Helfermarkt",-1,"","","40 6"
"448",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",7,"Vergangenheit, Gegenwart ","Deutschland","","verschwinden unsolide-kleine-Unternehmen, unvermittelbar unbesch„ftigte-Mitarbeiter, hohe Kosten-Zukunft, weitergezahlt L”hne, Zeitkonten, Liquidit„tsschwierigkeiten, keine Rcklagenbildung-Vergangenheit",-2,"","","40 7"
