;Metadaten;;;;;;;Bewertungsteil;;;;;;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;ØGang auf dem GratÆ;Schmid;8;Gegenwart, Zukunft;Deutschland, Welt;;hoch ôlpreis, fallend ôlpreis-Erwartung, gering ôlpreis-Effekt-Konsumnachfrage;0;;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;ØGang auf dem GratÆ;Schmid;9;Gegenwart, Zukunft;Deutschland;;niedrig Nutzen-Steuersenkung-Konjunkturbelebung;1;;;
18;http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true;2006;31;Zeit;ØGang auf dem GratÆ;Schmid;10;Zukunft;Deutschland;;mittel Prognose-Wirtschaftswachstum;2;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;1;Vergangenheit, Gegenwart, Zukunft;Deutschland;;Regierung-Nichtstun-Gro·e-Koalition, konstant Ausgaben, niedrig Haushaltssanierung, konstant Abgabenbelastung, brummend Wirtschaft, krÑftig Wachstum, hoch Steuereinnahmen, fallend Neuverschuldung, voll AuftragsbÅcher-Unternehmen;2;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;2;Vergangenheit, Gegenwart;Deutschland, Italien, Frankreich, Europa;;steigend Investitionen-Inland, steigend BeschÑftigung, hoch Kaufkraft-Inland, neuer Warenhunger-Inland, hoch Wachstum-Inland;3;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;3;Gegenwart, Zukunft;Deutschland;;steigend Mehrwertsteuer-Gefahr-Konsum-Inland, Nichtstun-Regierung-Gro·e-Koalition-Merkel;-1;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;4;Gegenwart;Deutschland, Welt, USA;;gro· Risiken-Politisch-Kriege-TerroranschlÑge, gro· Risiken-ôkonomisch-Abschwung-USA;-2;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;5;Gegenwart, Zukunft;Deutschland;;steigend KrankenversicherungsbeitrÑge, weniger Pendlergeld, steigend Strompreise, steigend Mehrwertsteuer, fallend Konsum-Erwartung, steigend Steuereinnahmen;-3;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;6;Vergangenheit, Gegenwart;Deutschland;;missraten Gesundheitskompromiss, umstritten Unternehmenssteuerreform, Koalitionsvertrag-Gro·e-Koalition;-2;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;7;Gegenwart;Deutschland;;steigend Steuereinnahmen, steigend BeschÑftigung, Mehrwertsteuererhîhung, Lohnnebenkosten;-2;;;
19;http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true;2006;34;Zeit;DafÅr kann sie nichts;Marc Brost;8;Gegenwart;Deutschland, Welt;;hoch Unsicherheit, BÅrger-Angst, Mehrwertsteuererhîhung-Irrtum;0;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;1;Gegenwart, Zukunft;Deutschland;;endlos Streit-Strompreise, Trennung-Kraftwerke-Stromnetz-Uwe-Leprich, Tabubruch-Zwangsma·nahmen-Enteignung-Stromkonzerne;0;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;2;Gegenwart, Zukunft;Deutschland;;Trennung-Leistungsnetz-Energieerzeugung-Gabriel, Drohung-Energiekonzerne-Garbiel;1;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;3;Gegenwart, Zukunft;Deutschland;;mangelnd Wettbewerb-Netzbetreiber-Kraftwerke-RWE, hoch Energiepreise-Wettbewerbsmangel;-1;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;4;Vergangenheit, Gegenwart;Deutschland, Europa;;Kartelle-Energiekonzerne-RWE-Netzbetreiber-Kraftwerksbetreiber-Wettbewerb, steigend Kritik-EigentÅmerstruktur-Energiekonzerne-BrÅssel-Matthias-Kurth;-1;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;5;Gegenwart;Europa;;steigend Forderung-Trennung-Leistungsnetz-Energieerzeugung-Ralf-Linkohr;1;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;6;Gegenwart;Deutschland;;Stromnetz-NatÅrlich-Monopol, hoch Diskriminierungsgefahr-Netzbetreiber-Kraftwerksbetreiber, hoch Regulierungsbedarf-EigentÅmerstruktur-Energiekonzerne;-1;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;7;Vergangenheit, Gegenwart;Europa;;mangelnd EU-Recht-Stromnetz-Trennung-Eigentumsrechtlich;-1;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;8;Gegenwart;Europa, England, Wales, Skandinavien, Italien, Deutschland;;hoch Wettbewerb-Europa-EigentÅmerstruktur-Netzbetreiber, niedrig Wettbewerb-Deutschland-EigentÅmerstruktur-Netzbetreiber;1;;;
20;http://www.zeit.de/2006/37/Strom/komplettansicht?print=true;2006;37;Zeit;Wer das Netz hat, hat die Macht;Fritz Vorholz;9;Gegenwart, Zukunft;Deutschland, USA;;LîsungsvorschlÑge-EigentÅmerstruktur-Netzbetreiber, senkend-fallend Rendite-Netzgesellschaften-Freiwillig-Trennung-Netz-Vorschlag-Leprich, Hybridlîsung-Hirschhausen-USA;1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;1;Vergangenheit, Gegenwart;Deutschland, ôsterreich, Frankreich, Slowenien;Kiel, Schleswig-Holstein;Sozialabbau-Ver.di, ArbeitsÑmter-Ausland-Vermittlung-Arbeitsemmigration-Zentralstelle-FÅr-Arbeitsvermittlung-ZAV-EuropÑische-Kommission;1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;2;Vergangenheit, Gegenwart;Deutschland, Slowenien, DÑnemark;Kiel, Schleswig-Holstein;auslÑndisch Stellenanzeigen-Programmierer-DÑnemark;1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;3;Vergangenheit, Gegenwart, Zukunft;Deutschland, ôsterreich, UK;Kiel, Schleswig-Holstein;Architektin-Gro·-Britannien, beschÑftigungslos Einzelhandelskaufmann-Ausland;1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;4;Gegenwart, Zukunft;Deutschland, Europa;;steigend Druck-Arbeitslose-Arbeitslosengeld-2, wachsend Bereitschaft-Berufsmigration-Europa, hoch-steigend Berufsmigration-Vermittlung-ArbeitsÑmter;2;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;5;Gegenwart;Deutschland;;dÅrftig-unprÑzise Wanderungsstatistik, hoch Abwanderung-Netto;1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;6;Vergangenheit, Gegenwart;Deutschland;;fallend Bevîlkerung, hoch Zuwanderung-AuslÑnder-Immigration, hoch Abwanderung-Deutsche-Emigration, hoch Sterberate, niedrig Geburtenrate;-1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;7;Vergangenheit, Gegenwart;Deutschland;;hoch Auswanderung-Berufsmigration-Deutsches-Auswanderungshaus, Auswanderungswelle-Positives-Feedback;0;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;8;Gegenwart;Deutschland;;Massenmedien-Abwanderung-Informationsaustausch, hoch Mediale-Aufmerksamkeit-Abwanderung, steigend Bereitschaft-Abwanderung-Berufsmigration;1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;9;Gegenwart;Deutschland;;jung-aktiv-motiviert Abwandernde-Berufsemigration;0;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;10;Gegenwart;Deutschland, ôsterreich, Schweiz, Neuseeland, Australien, Kanada, USA, Gro·britannien;;hoch Abwanderung-Schweiz-USA-Statistik;0;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;11;Gegenwart;Deutschland;;viele GrÅnde-Abwanderung-Arbeitslosigkeit-Unzufriedenheit-Zukunft-Soziale-KÑlte-Raphaelswerk;-1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;12;Gegenwart;Deutschland;;gute GrÅnde-Abwanderung-Deutscher-Akademischer-Auslandsdienst, ruppig AnstellungsgesprÑche, hoch Unzufriedenheit-Jobsuchende;-3;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;13;Vergangenheit, Gegenwart, Zukunft;Deutschland;;vergreisend Gesellschaft, klein Abwanderungswelle-Proportional;0;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;14;Gegenwart;Deutschland;;hoch Gefahr-Abwanderung-Spezialisierte-FachkrÑfte-Naturwissenschaftler;-1;;;
21;http://www.zeit.de/2006/40/Auswanderung-D/komplettansicht?print=true;2006;40;Zeit;Republik-Flucht;Thomas Fischermann;15;Gegenwart, Zukunft;Deutschland, Welt;;viele Heimkehrer-Zukunft-ZAV, vorteilhaft Auslandserfahrung-Abwanderer;2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;1;Vergangenheit, Gegenwart;Frankreich, Deutschland;;Krise-Airbus-Christian-Streiff-Verantwortung-VorgÑnger;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;2;Vergangenheit, Gegenwart;Frankreich, Deutschland;;Krise-Airbus-Christian-Streiff-RÅcktrittsgesuch,  notwendig Unternehmensumbau-Airbus, schleppend Sanierung-Airbus, fallend ArbeitsplÑtze-Airbus;-3;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;3;Vergangenheit, Gegenwart;Frankreich, Deutschland;;spektakulÑr RÅckzug-Streiff-Airbus, unzufrieden EADS-Streiff-Airbus, Åberworfen Streiff-EADS-Enders;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;4;Vergangenheit, Gegenwart, Zukunft;Frankreich, Deutschland;;ungleich Gewicht-Deutschland-Frankreich-EADS, steigend Anteil-Deutschland-EADS;-1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;5;Vergangenheit;Frankreich, Deutschland;;Airbus-A380-Debakel, hoch Gewinne-Airbus-Kleine-Mittelgro·e-Flieger, hoch Airbus-Bestellungen-Konkurrent-Boeing;0;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;6;Gegenwart;Deutschland;Hamburg-Finkenwerder, Hamburg;hoch Jobunsicherheit-Airbus, gestoppt Montage-Airbus;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;7;Vergangenheit;Frankreich, Deutschland;;frÅh Hinweis-Zeitprobleme-A380-Airbus;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;8;Vergangenheit, Gegenwart;Frankreich, Deutschland;;gescheitert LÑnderÅbergreifend-Unternehmen-Airbus;-3;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;9;Vergangenheit;Deutschland;;Ñhnlich Pleite-Toll-Collect-Mautsystem-Airbus;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;10;Vergangenheit, Gegenwart;Frankreich, Deutschland;Hamburg-Finkenwerder, Hamburg;gewaltig Anforderungen-A380-Airbus, gescheitert Experten-Airbus-Hamburg;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;11;Vergangenheit;Frankreich, Deutschland;Hamburg-Finkenwerder, Hamburg;ungenÅgend Zuarbeit-Toulouse-Hamburg-Airbus;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;12;Vergangenheit, Gegenwart, Zukunft;Frankreich, Deutschland;;gleichbleibend Sparkurs-Airbus-Gallois-Streiff;-1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;13;Zukunft;Frankreich, Deutschland;Hamburg-Finkenwerder, Hamburg;sinkend Kosten-Airbus, schmerzlich VerÑnderungen-Airbus, fallend ArbeitsplÑtze-Airbus, mîglich Abgabe-Produktion-A380-Hamburg;-3;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;14;Vergangenheit;Frankreich, Deutschland;Hamburg-Finkenwerder, Hamburg;schwer Managementfehler-Airbus-Thomas-Mirow-Wirtschaftssenator;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;15;Vergangenheit, Gegenwart, Zukunft;Frankreich, Deutschland;;ungewiss Kosten-Steuerzahler-Airbus, hoch Kosten-Steuerzahler-A380;0;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;16;Vergangenheit, Gegenwart, Zukunft;Deutschland;;sinnvoll Staatsintervention-Airbus-Donges, Kritik-Airbuspolitik-BrÅderle;1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;17;Vergangenheit, Gegenwart, Zukunft;Frankreich, Deutschland;;Kritik-Wirtschaftsmodell-Deutschland-Airbus-Hans-Werner-Sinn, notwendig Investitionen-Deutschland-Airbus;0;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;18;Vergangenheit, Gegenwart, Zukunft;Frankreich, Deutschland;;Kritik-Frankreich-Airbus-Rainer-Wend-SPD-Franz-Joseph-Jung-Thomas-Mirow;-1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;19;Vergangenheit, Gegenwart, Zukunft;Deutschland, Frankreich, Spanien, Russland;;steigend Anteile-Deutschland-EADS-KfW-Mîglich, fallend Anteile-Daimler-Chrysler-EADS;1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;20;Gegenwart;Deutschland;;unklar Meinung-Bundesregierung-ZweckmÑ·igkeit-EADS-Engagement, ;0;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;21;Gegenwart, Zukunft;Deutschland;;besser Deutscher-EigentÅmer-EADS-Daimler, zurÅckgedrÑngt Staatseinfluss-Deutschland-EADS-Joachim-Wuermeling;1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;22;Gegenwart, Zukunft;Deutschland, Frankreich;;verzweifelt Suche-Vereinfachte-Firmenstruktur-EADS, optimal Gleichgewicht-KrÑfte-Personen-EADS-Ziel;-1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;23;Gegenwart, Zukunft;Deutschland;Hamburg-Finkenwerder, Hamburg;hoch Verunsicherung-Ingenieure-Airbus, tiefsitzend GefÅhl-Herabsetzung-Ingenieure-Airbus;-2;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;24;Gegenwart, Zukunft;Deutschland, Frankreich;Hamburg-Finkenwerder, Hamburg;hoch Engagement-Bundesregierung-Hansestadt-Airbus-Werk-Investitionen, gut Seeanbindung-Wissen-Netzwerk-Zulieferer-Hamburg-Airbus;1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;25;Gegenwart, Zukunft;Deutschland, Frankreich;;traditionsreich Toulouse-Concorde-Stolz, Deutsch-Franzîsische-RivalitÑten-Airbus-A380;0;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;26;Gegenwart, Zukunft;Deutschland, Frankreich, USA;;hoch Gewinnerwartungen-A380-Airbus, voll AuftragsbÅcher-Airbus-A380, hoch Chancen-A380-Zukunft-Airbus;3;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;27;Gegenwart;Deutschland, Frankreich;;verfestigt MachtverhÑltnisse-EADS-Airbus-Frankreich-öbergewicht, unbekannt Machtposition-Louis-Gallois-EADS-Airbus;-1;;;
22;http://www.zeit.de/2006/42/EADS-Airbus/komplettansicht?print=true;2006;42;Zeit;Der Vogel fliegt nicht;Clas Pieper;28;Zukunft;Deutschland;;ungleiche Augenhîhe-Deutschland-Frankreich-EADS-Airbus, steigend BefÅrworter-Engagement-Bundesregierung-EADS;0;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;1;Gegenwart;Deutschland;;Deutschland-Kaufrausch-Financial-Times, hoch Anschaffungsbereitschaft-Hîchststand-GfK-Konsumklima;3;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;2;Gegenwart, Zukunft;Deutschland;;spÅrbar Anziehen-Private-Konsumausgaben-IfW, steigend Konsum-IW;3;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;3;Zukunft;Deutschland;;unklar Folgen-Mehrwertsteuererhîhung, schrumpfend Kaufkraft-Verbraucher-Mehrwertsteuererhîhung, temporÑr-abflachend Konjunktur-ifo;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;4;Gegenwart, Zukunft;Deutschland;;Kritik-Mehrwertsteuererhîhung-Gustav-Horn-Institut-fÅr-Makroîkonomie-und-Konjunkturforschung, hoch Gefahr-Konjunktur-Mehrwertsteuererhîhung-Gustav-Horn-Institut-fÅr-Makroîkonomie-und-Konjunkturforschung;-2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;5;Vergangenheit, Gegenwart, Zukunft;Deutschland;;wachsend Wirtschaft-2006, stagnierend Wirtschaft-Vergangenheit, bestÑtigt Strategie-Bundesregierung-Stimulus-Kurzfrist-Konsolidierung-Mittelfrist;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;6;Gegenwart;Deutschland;;in-Schwung Wirtschaft, steigend Konsumausgaben-Verbraucher;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;7;Vergangenheit, Gegenwart;Deutschland;;wachsend Privater-Verbrauch, gleichbleibend Kaufkraft, stabil-gleichbleibend Preise, berauschend Fu·ballsommer-WM2006, steigend Stimmung, steigend BeschÑftigung-Sozialversichert-Billigjobs;3;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;8;Gegenwart, Zukunft;Deutschland;;Mehrwertsteuererhîhung-Einfluss-Konsumverhalten-Vorgezogene-Konsumausgaben;1;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;9;Gegenwart, Zukunft;Deutschland;;hoch Konsum-2006-Vorgezogene-KÑufe, fallend Konsum-2007-Mehrwertsteuererhîhung;-1;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;10;Zukunft;Deutschland;;stark Konjunktureller-Schwung-Wirtschaft, aufhebend-bremsend Konjunktureller-Schwung-Mehrwertsteuererhîhung, mîglich Positive-öberraschungen-WestLB-IW;1;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;11;Vergangenheit, Gegenwart;Deutschland;;steigend Konsumneigung-Generell;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;12;Zukunft;Deutschland;;hoch Wettbewerb-Unternehmen, hoch Anteil-Unternehmen-Mehrwertsteuererhîhung-Wettbewerb;1;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;13;Zukunft;Deutschland;;gering Steigung-Verbraucherpreisniveau-Mehrwertsteuererhîhung;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;14;Zukunft;Deutschland;;ungefÑhrlich-temporÑr Konsumschock-Mehrwertsteuererhîhung, sachte Konsumerholung-IW, zunehmend Konjunkturdynamik-WestLB;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;15;Zukunft;Deutschland;;hoch Relevanz-Investitionen-Konjunktur, steigend WettbewerbsfÑhigkeit-Unternehmen-Rationalisiert-Modernisiert, erweitert Produktionsanlagen-Unternehmen, hoch Gewinne-Unternehmen, niedrig Zinsen, steigend Gewinne-Baugewerbe;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;16;Vergangenheit, Gegenwart;Deutschland, Welt, Europa;;boom Weltkonjunktur-Made-in-Germany, glÑnzend GeschÑfte-Automobilsektor-Ausland, gleichbleibend WettbewerbsfÑhigkeit-Deutschland, moderat Lohnsteigerungen-Deutschland, sinkend LohnstÅckkosten-Deutschland;3;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;17;Gegenwart, Zukunft;Welt;;gefÑhrlich Schocks-Weltpolitische-Krisen, fallend ôlpreis-Volatil-Krieg, instabil Konjunktur-USA;-1;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;18;Gegenwart, Zukunft;Deutschland, Welt;;gut Aussichten-Wachstum, niedrig Inflation, niedrig ôlpreis, boomend Weltwirtschaft, stabil Konjunktur-Euroland, hoch Wachstumsrate-USA;3;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;19;Gegenwart, Zukunft;Deutschland;;unnîtig Mehrwertsteuererhîhung-Haushalskonsolidierung, fallend Staatsdefizit, steigend Steuereinnahmen;2;;;
23;http://www.zeit.de/2006/43/Konjunktur/komplettansicht?print=true;2006;43;Zeit;Kaufrausch fÅr die Konjunktur;Klaus-Peter Schmid;20;Zukunft;Deutschland;;Wachstum;0;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;1;Gegenwart;Deutschland;Berlin, Berlin, Bremen, Bremen;hoch Schulden-ôffentlich-Absolut-Pro-Kopf;-3;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;2;Gegenwart;Deutschland;Berlin, Berlin;riesig Vermîgen-ôffentlich-Unternehmen-Tochterbetriebe;3;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;3;Gegenwart;Deutschland;Berlin, Berlin;solide Unternehmen-Besitz-Stadt-Stadtreinigung-Klassenlotterie-Vivantes-Wohnungsbesitz-Grundbesitz;3;;;
24;http://www.zeit.de/2006/44/Die_superreichen_Bettler/komplettansicht?print=true;2006;44;Zeit;Die superreichen Bettler;Klaus-Peter Schmid;4;Vergangenheit, Gegenwart, Zukunft;Deutschland;Berlin, Berlin;hoch Alimentierung-Bund-LÑnder, Bundesverfassungsgericht-Senat-Anspruchslos-Finanzhilfe;1;;;
