"wort","wert"
"Zuneigung",0.004
"Zuneigungen",0.004
"Zusammenarbeit",0.0893
"Zusammenarbeiten",0.0893
"Zusammengehörigkeit",0.004
"Zusammenhalt",0.1947
"Zusammenhaltes",0.1947
"Zusammenhalte",0.1947
"Zusammenhalts",0.1947
"Zusammenhalten",0.1947
"Zuschuß",0.004
"Zuschüße",0.004
"Zuschußes",0.004
"Zuschüßen",0.004
"Zuschußs",0.004
"Zustimmung",0.004
"Zustimmungen",0.004
"Zuverlässigkeit",0.004
"Zuversicht",0.0727
"Übereinkunft",0.004
"Übereinkünfte",0.004
"Übereinkünften",0.004
"Übereinstimmung",0.004
"Überfluß",0.004
"Überflußs",0.004
"Überflußes",0.004
"Überlegenheit",0.004
"Überlegung",0.004
"Überlegungen",0.004
"Überparteilichkeit",0.004
"Überschaubarkeit",0.004
"Überschwänglichkeit",0.004
"Überzeugung",0.004
"<U+FEFF>Abbau",-0.058
"Abbaus",-0.058
"Abbaues",-0.058
"Abbauen",-0.058
"Abbaue",-0.058
"Abbruch",-0.0048
"Abbruches",-0.0048
"Abbrüche",-0.0048
"Abbruchs",-0.0048
"Abbrüchen",-0.0048
"Abdankung",-0.0048
"Abdankungen",-0.0048
"Abdämpfung",-0.0048
"Abdämpfungen",-0.0048
"Abfall",-0.0048
"Abfalles",-0.0048
"Abfälle",-0.0048
"Abfalls",-0.0048
"Abfällen",-0.0048
"Abfuhr",-0.3367
"Abfuhren",-0.3367
"Abgrund",-0.3465
"Abhängigkeit",-0.3653
"Abhängigkeiten",-0.3653
"Ablehnung",-0.5118
"Ablehnungen",-0.5118
"Ablenkung",-0.0435
"Ablenkungen",-0.0435
"Abnahme",-0.0048
"Abnahmen",-0.0048
"Abneigung",-0.0048
"Abneigungen",-0.0048
"Abnutzung",-0.0048
"Abriss",-0.0048
"Abrisse",-0.0048
"Abrissen",-0.0048
"Abrisses",-0.0048
"Abrisss",-0.0048
"Abrutsch",-0.0048
"Abrutschen",-0.0048
"Abrutsche",-0.0048
"Abrutsches",-0.0048
"Abrutschs",-0.0048
"Abschaffung",-0.058
"Abschaffungen",-0.058
"Abschreckung",-0.0048
"Abschreckungen",-0.0048
"Abschreibung",-0.3345
"Abschreibungen",-0.3345
"Abschuß",-0.0048
"Abschwächung",-0.1935
"Abschwächungen",-0.1935
"Absenkung",-0.3434
"Absenkungen",-0.3434
"Abspaltung",-0.0048
"Abspaltungen",-0.0048
"Absperrung",-0.0048
"Absperrungen",-0.0048
"Abstieg",-0.3215
"Abstiegs",-0.3215
"Abstiege",-0.3215
"Abstiegen",-0.3215
"Abstieges",-0.3215
"Abstoß",-0.0048
"Abstößen",-0.0048
"Abstöße",-0.0048
"Abstoßs",-0.0048
"Abstoßes",-0.0048
"Abstrich",-0.3201
"Abstrichen",-0.3201
"Abstrichs",-0.3201
"Abstriches",-0.3201
"Abstriche",-0.3201
"Abstumpfung",-0.0048
"Absturz",-0.4739
"Abstürzen",-0.4739
"Absturzs",-0.4739
"Absturzes",-0.4739
"Abstürze",-0.4739
"Absurdität",-0.0048
"Absurditäten",-0.0048
"Abweichung",-0.3462
"Abweichungen",-0.3462
"Abweisung",-0.0048
"Abweisungen",-0.0048
"Abwertung",-0.3283
"Abwertungen",-0.3283
"Abwärtstrend",-0.1941
"Abzocke",-0.0048
"Achtlosigkeit",-0.0048
"Affäre",-0.1794
"Affären",-0.1794
"Aggression",-0.4889
"Aggressionen",-0.4889
"Aggressivität",-0.1958
"Aggressivitäten",-0.1958
"Aggressor",-0.3155
"Aggressoren",-0.3155
"Aggressors",-0.3155
"Agitation",-0.0048
"Agitationen",-0.0048
"Alarm",-0.0048
"Alarme",-0.0048
"Alarms",-0.0048
"Alarmen",-0.0048
"Alarmes",-0.0048
"Alptraum",-0.0048
"Alpträume",-0.0048
"Alpträumen",-0.0048
"Alptraums",-0.0048
"Alptraumes",-0.0048
"Amateur",-0.0048
"Amateuren",-0.0048
"Amateure",-0.0048
"Amateurs",-0.0048
"Ambivalenz",-0.3266
"Ambivalenzen",-0.3266
"Androhung",-0.0048
"Androhungen",-0.0048
"Anfälligkeit",-0.0048
"Angreifer",-0.0048
"Angreifers",-0.0048
"Angreifern",-0.0048
"Angriff",-0.212
"Angriffe",-0.212
"Angriffen",-0.212
"Angriffs",-0.212
"Angriffes",-0.212
"Angst",-0.514
"Angste",-0.514
"Angsten",-0.514
"Anklage",-0.3468
"Anklagen",-0.3468
"Anmaßung",-0.0048
"Anmaßungen",-0.0048
"Annullierung",-0.0048
"Annullierungen",-0.0048
"Anomalie",-0.0048
"Anomalien",-0.0048
"Anspannung",-0.0048
"Anspannungen",-0.0048
"Anstrengung",-0.0048
"Anstrengungen",-0.0048
"Antipathie",-0.0048
"Antipathien",-0.0048
"Arbeitslose",-0.3549
"Arbeitslosen",-0.3549
"Arbeitslosigkeit",-0.3654
"Armut",-0.2038
"Arroganz",-0.3289
"Arschloch",-0.1901
"Arschlöcher",-0.1901
"Arschlochs",-0.1901
"Arschlöchern",-0.1901
"Arschloches",-0.1901
"Attacke",-0.47
"Attacken",-0.47
"Aufhebung",-0.0048
"Aufhebungen",-0.0048
"Auflösung",-0.0048
"Auflösungen",-0.0048
"Aufregung",-0.0386
"Aufregungen",-0.0386
"Aufruhr",-0.0048
"Aufruhre",-0.0048
"Aufruhrs",-0.0048
"Aufruhren",-0.0048
"Aufruhres",-0.0048
"Aufschrei",-0.0048
"Aufschreien",-0.0048
"Aufschreis",-0.0048
"Aufschreie",-0.0048
"Aufschreies",-0.0048
"Aufstand",-0.0048
"Aufstandes",-0.0048
"Aufstände",-0.0048
"Aufstands",-0.0048
"Aufstanden",-0.0048
"Aufständen",-0.0048
"Aufstande",-0.0048
"Ausbeute",-0.1894
"Ausbeuten",-0.1894
"Ausbeuter",-0.0048
"Ausbeuters",-0.0048
"Ausbeutern",-0.0048
"Ausbeutung",-0.0048
"Ausbeutungen",-0.0048
"Ausbruch",-0.0048
"Ausbruchs",-0.0048
"Ausbruches",-0.0048
"Ausbrüche",-0.0048
"Ausbrüchen",-0.0048
"Auseinandersetzung",-0.0603
"Auseinandersetzungen",-0.0603
"Ausfall",-0.2164
"Ausfällen",-0.2164
"Ausfälle",-0.2164
"Ausfalles",-0.2164
"Ausfalls",-0.2164
"Ausgrenzung",-0.626
"Auslöschung",-0.0048
"Auslöschungen",-0.0048
"Ausrottung",-0.0048
"Ausrottungen",-0.0048
"Ausschließung",-0.0048
"Ausschließungen",-0.0048
"Aussetzung",-0.0048
"Aussetzungen",-0.0048
"Banalität",-0.0048
"Banalitäten",-0.0048
"Bankrott",-0.0048
"Bankrotte",-0.0048
"Bankrotts",-0.0048
"Bankrottes",-0.0048
"Bankrotten",-0.0048
"Barriere",-0.0048
"Barrieren",-0.0048
"Bedeutungslosigkeit",-0.0048
"Bedrohung",-0.0048
"Bedrohungen",-0.0048
"Bedrängung",-0.0048
"Bedrängungen",-0.0048
"Bedrückung",-0.0435
"Bedrückungen",-0.0435
"Bedürftige",-0.0048
"Beeinträchtigung",-0.3472
"Beeinträchtigungen",-0.3472
"Befall",-0.0048
"Befalls",-0.0048
"Befälle",-0.0048
"Befällen",-0.0048
"Befalles",-0.0048
"Befangenheit",-0.0048
"Befangenheiten",-0.0048
"Befürchtung",-0.4903
"Befürchtungen",-0.4903
"Begrenzung",-0.0048
"Begrenzungen",-0.0048
"Behinderung",-0.3578
"Behinderungen",-0.3578
"Belastung",-0.3711
"Belastungen",-0.3711
"Beleidigung",-0.3432
"Beleidigungen",-0.3432
"Belästigung",-0.0048
"Belästigungen",-0.0048
"Beschneidung",-0.3313
"Beschneidungen",-0.3313
"Beschränkung",-0.3518
"Beschränkungen",-0.3518
"Beschuldigung",-0.3209
"Beschuldigungen",-0.3209
"Beschwerde",-0.0048
"Beschwerden",-0.0048
"Beschwerlichkeit",-0.0048
"Beschwerlichkeiten",-0.0048
"Beschädigung",-0.0048
"Beschädigungen",-0.0048
"Beschäftigungslose",-0.0048
"Beschäftigungsloser",-0.0048
"Beschämung",-0.0048
"Beschämungen",-0.0048
"Beseitigung",-0.0048
"Beseitigungnen",-0.0048
"Beseitigungen",-0.0048
"Besorgnis",-0.0048
"Besorgnissen",-0.0048
"Besorgnisse",-0.0048
"Bestechung",-0.0048
"Bestechungen",-0.0048
"Besteuerung",-0.0048
"Besteuerungen",-0.0048
"Bestrafung",-0.0048
"Bestrafungen",-0.0048
"Bestürzung",-0.0048
"Betrug",-0.4913
"Betrugs",-0.4913
"Betruges",-0.4913
"Betrüger",-0.3311
"Betrügers",-0.3311
"Betrügern",-0.3311
"Beule",-0.0048
"Beulen",-0.0048
"Beunruhigung",-0.324
"Beunruhigungen",-0.324
"Bevormundung",-0.0048
"Bevormundungen",-0.0048
"Bitterkeit",-0.0048
"Blindheit",-0.0048
"Blockade",-0.0048
"Blockaden",-0.0048
"Blockierung",-0.0048
"Blockierungen",-0.0048
"Blödheit",-0.0048
"Blödheiten",-0.0048
"Bombardement",-0.0048
"Bombardements",-0.0048
"Bombardierung",-0.0048
"Bombardierungen",-0.0048
"Bombe",-0.0048
"Bomben",-0.0048
"Bosheit",-0.3371
"Bosheiten",-0.3371
"Brand",-0.0048
"Bränden",-0.0048
"Brände",-0.0048
"Brandes",-0.0048
"Brands",-0.0048
"Bruch",-0.3463
"Bruchs",-0.3463
"Brüche",-0.3463
"Bruches",-0.3463
"Brüchen",-0.3463
"Brutalität",-0.0048
"Brutalitäten",-0.0048
"Bußgeld",-0.3377
"Bußgeldes",-0.3377
"Bußgelds",-0.3377
"Bußgelder",-0.3377
"Bußgeldern",-0.3377
"Bösartigkeit",-0.3189
"Bösewicht",-0.0048
"Bösewichten",-0.0048
"Bösewichte",-0.0048
"Bösewichts",-0.0048
"Bösewichtes",-0.0048
"Bürde",-0.0524
"Bürden",-0.0524
"Chaos",-0.3489
"Crash",-0.1885
"Crashs",-0.1885
"Defekt",-0.0048
"Defekten",-0.0048
"Defekts",-0.0048
"Defektes",-0.0048
"Defekte",-0.0048
"Defizit",-0.347
"Defiziten",-0.347
"Defizits",-0.347
"Defizite",-0.347
"Deformation",-0.0048
"Deformationen",-0.0048
"Degradierung",-0.3137
"Degradierungen",-0.3137
"Dekadenz",-0.0048
"Demütigung",-0.0048
"Demütigungen",-0.0048
"Denkfehler",-0.0048
"Denkfehlern",-0.0048
"Denkfehlers",-0.0048
"Depression",-0.4951
"Depressionen",-0.4951
"Desaster",-0.3413
"Desastern",-0.3413
"Desasters",-0.3413
"Desinteresse",-0.3348
"Desinteresses",-0.3348
"Dezimierung",-0.0048
"Dezimierungen",-0.0048
"Dieb",-0.1962
"Diebes",-0.1962
"Diebs",-0.1962
"Dieben",-0.1962
"Diebe",-0.1962
"Diebstahl",-0.3505
"Diebstahls",-0.3505
"Diebstähle",-0.3505
"Diebstahles",-0.3505
"Diebstählen",-0.3505
"Diffamierung",-0.4591
"Diffamierungen",-0.4591
"Diktator",-0.0048
"Diktatoren",-0.0048
"Diktators",-0.0048
"Dilemma",-0.3403
"Dilemmas",-0.3403
"Diskriminierung",-0.0048
"Diskriminierungen",-0.0048
"Dissens",-0.0048
"Dissensen",-0.0048
"Dissense",-0.0048
"Dissenses",-0.0048
"Dominierung",-0.0048
"Dominierungen",-0.0048
"Doppeldeutigkeit",-0.0048
"Doppeldeutigkeiten",-0.0048
"Doppelspiel",-0.0048
"Doppelspiele",-0.0048
"Doppelspieles",-0.0048
"Doppelspiels",-0.0048
"Doppelspielen",-0.0048
"Dreck",-0.0048
"Dreckes",-0.0048
"Drecks",-0.0048
"Drift",-0.0048
"Driften",-0.0048
"Drohung",-0.0048
"Drohungen",-0.0048
"Drosselung",-0.3178
"Drosselungen",-0.3178
"Dummheit",-0.4877
"Dummheiten",-0.4877
"Dummkopf",-0.0048
"Dummköpfen",-0.0048
"Dummkopfes",-0.0048
"Dummköpfe",-0.0048
"Dummkopfs",-0.0048
"Dunkelheit",-0.3547
"Dunkelheiten",-0.3547
"Durcheinander",-0.0048
"Durcheinanders",-0.0048
"Durcheinandern",-0.0048
"Dussel",-0.3094
"Dussels",-0.3094
"Dusseln",-0.3094
"Dämpfer",-0.0048
"Dämpfern",-0.0048
"Dämpfers",-0.0048
"Dürre",-0.0048
"Dürren",-0.0048
"Düsternis",-0.0048
"Düsternisen",-0.0048
"Düsternise",-0.0048
"Egoist",-0.3179
"Egoisten",-0.3179
"Ehebruch",-0.4743
"Ehebruches",-0.4743
"Ehebruchs",-0.4743
"Ehebrüche",-0.4743
"Ehebrüchen",-0.4743
"Einbrecher",-0.0048
"Einbrechers",-0.0048
"Einbrechern",-0.0048
"Einbruch",-0.3498
"Einbrüche",-0.3498
"Einbruches",-0.3498
"Einbrüchen",-0.3498
"Einbruchs",-0.3498
"Einbuße",-0.0048
"Einbußen",-0.0048
"Einsamkeit",-0.339
"Einsamkeiten",-0.339
"Einschlag",-0.0048
"Einschlägen",-0.0048
"Einschlages",-0.0048
"Einschläge",-0.0048
"Einschlags",-0.0048
"Einschränkung",-0.2048
"Einschränkungen",-0.2048
"Einschüchterung",-0.0048
"Einschüchterungen",-0.0048
"Einsturz",-0.0048
"Einstürzen",-0.0048
"Einsturzs",-0.0048
"Einsturzes",-0.0048
"Einstürze",-0.0048
"Ekel",-0.462
"Ekeln",-0.462
"Ekeles",-0.462
"Ekels",-0.462
"Elend",-0.2013
"Elends",-0.2013
"Empörung",-0.0048
"Empörungen",-0.0048
"Ende",-0.2088
"Endes",-0.2088
"Enden",-0.2088
"Energielosigkeit",-0.0048
"Entbindung",-0.0048
"Entbindungen",-0.0048
"Entfremdung",-0.0048
"Entfremdungen",-0.0048
"Entführung",-0.0048
"Entführungen",-0.0048
"Enthauptung",-0.0048
"Enthauptungen",-0.0048
"Entlassung",-0.0048
"Entlassungen",-0.0048
"Entmutigung",-0.0048
"Entmutigungen",-0.0048
"Enttäuschung",-0.3378
"Enttäuschungen",-0.3378
"Entziehung",-0.0048
"Entziehungen",-0.0048
"Epidemie",-0.0048
"Epidemien",-0.0048
"Ermahnung",-0.0048
"Ermahnungen",-0.0048
"Ermordung",-0.332
"Ermordungen",-0.332
"Ermüdung",-0.0048
"Ermüdungen",-0.0048
"Erniedrigung",-0.3259
"Erniedrigungen",-0.3259
"Ernüchterung",-0.0048
"Ernüchterungen",-0.0048
"Erosion",-0.0666
"Erosionen",-0.0666
"Erpressung",-0.0048
"Erpressungen",-0.0048
"Erschöpfung",-0.0595
"Erschöpfungen",-0.0595
"Erschütterung",-0.0048
"Erschütterungen",-0.0048
"Explosion",-0.0048
"Explosionen",-0.0048
"Fahrlässigkeit",-0.0048
"Fahrlässigkeiten",-0.0048
"Farce",-0.3349
"Farcen",-0.3349
"Faschist",-0.0048
"Faschisten",-0.0048
"Faulheit",-0.611
"Fehde",-0.0048
"Fehden",-0.0048
"Fehlanzeige",-0.0048
"Fehlanzeigen",-0.0048
"Fehler",-0.6752
"Fehlern",-0.6752
"Fehlers",-0.6752
"Fehlermeldung",-0.4765
"Fehlermeldungen",-0.4765
"Fehlkauf",-0.0048
"Fehlkaufes",-0.0048
"Fehlkaufs",-0.0048
"Fehlkäufe",-0.0048
"Fehlkäufen",-0.0048
"Fehlkonstruktion",-0.0048
"Fehlkonstruktionen",-0.0048
"Fehlleistung",-0.0048
"Fehlleistungen",-0.0048
"Fehltritt",-0.0048
"Fehltrittes",-0.0048
"Fehltritten",-0.0048
"Fehltritte",-0.0048
"Fehltritts",-0.0048
"Fehlverhalten",-0.3461
"Feind",-0.8054
"Feindes",-0.8054
"Feinde",-0.8054
"Feinds",-0.8054
"Feinden",-0.8054
"Feuer",-0.0445
"Feuern",-0.0445
"Feuers",-0.0445
"Fiasko",-0.0048
"Fiaskos",-0.0048
"Finanzkrise",-0.3283
"Finanzkrisen",-0.3283
"Finte",-0.0048
"Finten",-0.0048
"Flaute",-0.0413
"Flauten",-0.0413
"Fluch",-0.3534
"Fluchs",-0.3534
"Flüchen",-0.3534
"Flüche",-0.3534
"Fluches",-0.3534
"Flucht",-0.0048
"Fluchten",-0.0048
"Flüchtiger",-0.0048
"Flüchtigkeit",-0.0048
"Flüchtigkeiten",-0.0048
"Flüchtling",-0.0048
"Flüchtlings",-0.0048
"Flüchtlinge",-0.0048
"Flüchtlinges",-0.0048
"Flüchtlingen",-0.0048
"Frechheit",-0.4665
"Frechheiten",-0.4665
"Frust",-0.469
"Frustes",-0.469
"Frusts",-0.469
"Frustration",-0.3354
"Frustrationen",-0.3354
"Furcht",-0.5012
"Fälschung",-0.3377
"Fälschungen",-0.3377
"Gammler",-0.0048
"Gammlers",-0.0048
"Gammlern",-0.0048
"Gangster",-0.3375
"Gangsters",-0.3375
"Gangstern",-0.3375
"Garnichts",-0.0048
"Gauner",-0.4592
"Gaunern",-0.4592
"Gauners",-0.4592
"Gebrechen",-0.3251
"Gebrechens",-0.3251
"Gedränge",-0.0571
"Gedrängen",-0.0571
"Gedränges",-0.0571
"Gefahr",-1
"Gefahren",-1
"Gefecht",-0.3373
"Gefechten",-0.3373
"Gefechtes",-0.3373
"Gefechte",-0.3373
"Gefechts",-0.3373
"Gefährdung",-0.0048
"Gefährdungen",-0.0048
"Gegner",-0.344
"Gegnern",-0.344
"Gegners",-0.344
"Geisteskrankheit",-0.0048
"Geisteskrankheiten",-0.0048
"Geistlosigkeit",-0.0048
"Geistlosigkeiten",-0.0048
"Geiz",-0.0048
"Geizen",-0.0048
"Geizes",-0.0048
"Geize",-0.0048
"Geizs",-0.0048
"Geizhals",-0.0048
"Geizhälsen",-0.0048
"Geizhälse",-0.0048
"Geizhalss",-0.0048
"Geizhalses",-0.0048
"Geizkragen",-0.0048
"Geizkragens",-0.0048
"Geldstrafe",-0.3299
"Geldstrafen",-0.3299
"Geschmacklosigkeit",-0.0048
"Geschmacklosigkeiten",-0.0048
"Geschäftsauflösung",-0.0048
"Geschäftsauflösungen",-0.0048
"Gestank",-0.0048
"Gestanks",-0.0048
"Gestankes",-0.0048
"Gewalt",-0.5363
"Gewalten",-0.5363
"Gewalttätige",-0.0048
"Gewalttätiger",-0.0048
"Gift",-0.3505
"Gifts",-0.3505
"Giftes",-0.3505
"Giften",-0.3505
"Gifte",-0.3505
"Glanzlosigkeit",-0.0048
"Gleichgültigkeit",-0.343
"Glücklosigkeit",-0.0048
"Gnadenlosigkeit",-0.0048
"Grausamkeit",-0.3348
"Grausamkeiten",-0.3348
"Groll",-0.6021
"Grolls",-0.6021
"Grolles",-0.6021
"Groteske",-0.0048
"Grotesken",-0.0048
"Habgier",-0.0532
"Haft",-0.0048
"Hafte",-0.0048
"Hafts",-0.0048
"Haften",-0.0048
"Haftes",-0.0048
"Handgemenge",-0.3174
"Handgemenges",-0.3174
"Handgemengen",-0.3174
"Handicap",-0.0426
"Handicaps",-0.0426
"Hass",-0.5014
"Hasss",-0.5014
"Heimsuchung",-0.0048
"Heimsuchungen",-0.0048
"Hektik",-0.0048
"Hemmung",-0.0048
"Hemmungen",-0.0048
"Herausforderung",-0.0048
"Herausforderungen",-0.0048
"Heuchelei",-0.0048
"Heucheleien",-0.0048
"Heuchler",-0.3251
"Heuchlers",-0.3251
"Heuchlern",-0.3251
"Hilflosigkeit",-0.3394
"Hindernis",-0.0048
"Hinderniss",-0.0048
"Hindernises",-0.0048
"Hindernisses",-0.0048
"Hindernise",-0.0048
"Hindernisen",-0.0048
"Hindernissen",-0.0048
"Hindernisse",-0.0048
"Hinterhalt",-0.0048
"Hinterhaltes",-0.0048
"Hinterhalts",-0.0048
"Hinterhalte",-0.0048
"Hinterhalten",-0.0048
"Hinterlist",-0.0048
"Hohn",-0.0048
"Hohnes",-0.0048
"Hohns",-0.0048
"Horror",-0.0509
"Horrors",-0.0509
"Hunger",-0.3531
"Hungeres",-0.3531
"Hungers",-0.3531
"Hungersnot",-0.4739
"Hungersnöten",-0.4739
"Hungersnöte",-0.4739
"Hungertod",-0.0048
"Hungertods",-0.0048
"Hysterie",-0.3386
"Hysterien",-0.3386
"Härte",-0.0446
"Härten",-0.0446
"Hölle",-0.5052
"Höllen",-0.5052
"Idiot",-0.0048
"Idioten",-0.0048
"Illegalität",-0.0048
"Illegalitäten",-0.0048
"Immobilität",-0.0048
"Ineffizienz",-0.0048
"Ineffizienzen",-0.0048
"Infektion",-0.2059
"Infektionen",-0.2059
"Infiltration",-0.0048
"Infiltrationen",-0.0048
"Inflation",-0.3462
"Inflationen",-0.3462
"Inkompetenz",-0.0048
"Inkompetenzen",-0.0048
"Inkonsequenz",-0.0455
"Inkonsequenzen",-0.0455
"Inkonsistenz",-0.3097
"Instabilität",-0.3358
"Instabilitäten",-0.3358
"Intervention",-0.1975
"Interventionen",-0.1975
"Invasion",-0.0048
"Invasionen",-0.0048
"Isolation",-0.3453
"Isolationen",-0.3453
"Jammer",-0.4613
"Jammers",-0.4613
"Jammeres",-0.4613
"Jähzorn",-0.0048
"Kampf",-0.5372
"Kapitalverbrechen",-0.0048
"Kapitalverbrechens",-0.0048
"Kapitulation",-0.0048
"Kapitulationen",-0.0048
"Katastrophe",-0.5027
"Katastrophen",-0.5027
"Keim",-0.0048
"Keims",-0.0048
"Keime",-0.0048
"Keimes",-0.0048
"Keimen",-0.0048
"Klage",-0.0048
"Klagen",-0.0048
"Klischee",-0.48
"Klischees",-0.48
"Kläger",-0.3673
"Klägers",-0.3673
"Klägern",-0.3673
"Knappheit",-0.0048
"Kollaps",-0.0048
"Kollapses",-0.0048
"Kollapsen",-0.0048
"Kollapse",-0.0048
"Kollision",-0.3323
"Kollisionen",-0.3323
"Komplikation",-0.0048
"Komplikationen",-0.0048
"Konflikt",-0.0048
"Konfliktes",-0.0048
"Konflikte",-0.0048
"Konflikts",-0.0048
"Konflikten",-0.0048
"Konfrontation",-0.0048
"Konfrontationen",-0.0048
"Konjunkturrückgang",-0.0048
"Konkurrenz",-0.0461
"Konkurrenzen",-0.0461
"Konkurrenzkampf",-0.0494
"Konkurrenzkampfs",-0.0494
"Konkurrenzkämpfe",-0.0494
"Konkurrenzkampfes",-0.0494
"Konkurrenzkämpfen",-0.0494
"Konkurs",-0.0048
"Konkurse",-0.0048
"Konkurses",-0.0048
"Konkursen",-0.0048
"Kontroverse",-0.3329
"Kontroversen",-0.3329
"Kopfschmerzen",-0.1993
"Korruption",-0.3439
"Korruptionen",-0.3439
"Kostspieligkeit",-0.0048
"Krach",-0.0048
"Krächen",-0.0048
"Kräche",-0.0048
"Krachs",-0.0048
"Kraches",-0.0048
"Krache",-0.0048
"Krachen",-0.0048
"Krankheit",-0.6858
"Krankheiten",-0.6858
"Krieg",-0.5364
"Kriegs",-0.5364
"Krieges",-0.5364
"Kriegen",-0.5364
"Kriege",-0.5364
"Kriminalität",-0.0048
"Krise",-0.3621
"Krisen",-0.3621
"Kritik",-0.5308
"Kritiken",-0.5308
"Kritiker",-0.6494
"Kritikers",-0.6494
"Kritikern",-0.6494
"Kränkung",-0.0048
"Kränkungen",-0.0048
"Krüppel",-0.3203
"Krüppeln",-0.3203
"Krüppels",-0.3203
"Kurseinbruch",-0.0048
"Kurseinbruchs",-0.0048
"Kurseinbrüche",-0.0048
"Kurseinbruches",-0.0048
"Kurseinbrüchen",-0.0048
"Kälte",-0.0048
"Kündigung",-0.0048
"Kündigungen",-0.0048
"Kürzung",-0.341
"Kürzungen",-0.341
"Langeweile",-0.0377
"Langweiler",-0.0443
"Langweilern",-0.0443
"Langweilers",-0.0443
"Last",-0.0048
"Lasten",-0.0048
"Launenhaftigkeit",-0.0048
"Lebensgefahr",-0.0048
"Lebensgefahren",-0.0048
"Leblosigkeit",-0.0048
"Leere",-0.0048
"Leichtsinn",-0.3253
"Leichtsinns",-0.3253
"Leichtsinnsfehler",-0.0371
"Leichtsinnsfehlers",-0.0371
"Leichtsinnsfehlern",-0.0371
"Leid",-0.5056
"Leides",-0.5056
"Leids",-0.5056
"Leidende",-0.0048
"Liquidation",-0.0048
"Liquidationen",-0.0048
"Lähmung",-0.0048
"Lähmungen",-0.0048
"Löschung",-0.0048
"Löschungen",-0.0048
"Lüge",-0.5
"Lügen",-0.5
"Lügner",-0.4767
"Lügnern",-0.4767
"Lügners",-0.4767
"Makel",-0.1813
"Makels",-0.1813
"Makeln",-0.1813
"Mangel",-0.3669
"Manipulation",-0.3455
"Manipulationen",-0.3455
"Massaker",-0.0048
"Massakern",-0.0048
"Massakers",-0.0048
"Maßlosigkeit",-0.0048
"Melancholie",-0.1859
"Melodrama",-0.0048
"Melodramen",-0.0048
"Merkwürdigkeit",-0.0048
"Merkwürdigkeiten",-0.0048
"Minderung",-0.0048
"Minderungen",-0.0048
"Minderwertigkeit",-0.3201
"Missachtung",-0.0048
"Missbrauch",-0.0048
"Missbräuchen",-0.0048
"Missbrauches",-0.0048
"Missbräuche",-0.0048
"Missbrauchs",-0.0048
"Missgeschick",-0.0472
"Missgeschicken",-0.0472
"Missgeschicks",-0.0472
"Missgeschicke",-0.0472
"Missgeschickes",-0.0472
"Missglück",-0.0048
"Misstrauen",-0.4778
"Misstrauens",-0.4778
"Misstrauensantrag",-0.0048
"Misstrauensanträge",-0.0048
"Misstrauensanträgen",-0.0048
"Misstrauensantrages",-0.0048
"Misstrauensantrags",-0.0048
"Missverständnis",-0.4756
"Missverständniss",-0.4756
"Missverständnise",-0.4756
"Missverständnises",-0.4756
"Missverständnisen",-0.4756
"Mist",-0.1732
"Mists",-0.1732
"Mistes",-0.1732
"Mittellosigkeit",-0.0048
"Mittelmäßigkeit",-0.0048
"Monotonie",-0.0048
"Monotonien",-0.0048
"Mord",-0.3595
"Mordes",-0.3595
"Morde",-0.3595
"Mords",-0.3595
"Morden",-0.3595
"Mutlosigkeit",-0.0048
"Müdigkeit",-0.1995
"Mühe",-0.0048
"Mühen",-0.0048
"Müll",-0.3377
"Mülls",-0.3377
"Nachlässigkeit",-0.0048
"Nachlässigkeiten",-0.0048
"Nachteil",-0.8102
"Nachteilen",-0.8102
"Nachteile",-0.8102
"Nachteils",-0.8102
"Nachteiles",-0.8102
"Naivität",-0.0048
"Narr",-0.335
"Narren",-0.335
"Negativität",-0.3155
"Neid",-0.4729
"Neides",-0.4729
"Neids",-0.4729
"Nervosität",-0.1833
"Neustart",-0.0504
"Niedergang",-0.0048
"Niedergangs",-0.0048
"Niederganges",-0.0048
"Niedergeschlagenheit",-0.0048
"Niederlage",-0.3651
"Niederlagen",-0.3651
"Not",-0.2187
"Nöten",-0.2187
"Nöte",-0.2187
"Notfall",-0.0468
"Notfalles",-0.0468
"Notfällen",-0.0468
"Notfalls",-0.0468
"Notfälle",-0.0468
"Notstand",-0.0048
"Notstandes",-0.0048
"Notständen",-0.0048
"Notstands",-0.0048
"Notstände",-0.0048
"Nutzlosigkeit",-0.0048
"Nötigung",-0.0048
"Nötigungen",-0.0048
"Oberflächlichkeit",-0.3299
"Oberflächlichkeiten",-0.3299
"Offensive",-0.0048
"Offensiven",-0.0048
"Opposition",-0.3631
"Oppositionen",-0.3631
"Panik",-0.3429
"Paniken",-0.3429
"Panne",-0.1901
"Pannen",-0.1901
"Pech",-0.4823
"Peches",-0.4823
"Pechen",-0.4823
"Peche",-0.4823
"Pechs",-0.4823
"Pessimismus",-0.4715
"Pest",-0.3456
"Pflicht",-0.3577
"Pflichten",-0.3577
"Pleite",-0.3323
"Pleiten",-0.3323
"Preissturz",-0.0048
"Preissturzs",-0.0048
"Preisstürze",-0.0048
"Preisstürzen",-0.0048
"Preissturzes",-0.0048
"Problem",-0.3865
"Probleme",-0.3865
"Problemen",-0.3865
"Problems",-0.3865
"Propaganda",-0.4893
"Protest",-0.3564
"Provisorium",-0.0048
"Provisorien",-0.0048
"Provisoriums",-0.0048
"Provokation",-0.0048
"Provokationen",-0.0048
