,SN,JM,DC,Artikeln_Nr,Abschnitt,SN.Zeitbezug,SN.Thema,JM.Zeitbezug,JM.Thema,DC.Zeitbezug,DC.Thema,Title,Text,Link
160,-1,-1,-1,17,6,Gegenwart,"steigend Wettbewerb-Unternehmer-Polen, steigend Leistungsdruck-Unternehmer-Polen, fallend Preise-Unternehmer-Polen, fallend Mittelschicht","Vergangenheit, Gegenwart","verkehrte Welt, entstehender Leistungsdruck, wagende Polen, abnehmende Mittelschicht, agilere Kleinunternehmen-Polen-Peter-Heise, sinkende Preise, sinkende Arbeitnehmerrechte",Gegenwart,"reiche polen, arme Deutsche, verkehrte Welt, wagen Nachbarn, neu Mittelschicht-Polen, weniger Mittelschicht-Deutschland, agiler Kleinunternehmer-Heise, Pomerania, entsteht leistungsdruck, fallend Preise-Heise, arbeitswillig Polen-Heise ","Grenzverkehr: Arme Deutsche, reiche Polen ","Reiche Polen, arme Deutsche – verkehrte Welt: Die Nachbarn aus dem Osten wagen etwas, was sie in der neuen Heimat zur Mittelschicht machen könnte, die es dort kaum mehr gibt. »Polnische Kleinunternehmer sind agiler als wir«, sagt Peter Heise, der vom Grenzort Löcknitz aus die Geschäfte für den Verband der Euroregion Pomerania führt. Er sieht bereits Folgen: »Da entsteht Leistungsdruck. Preise gehen nach unten. Polen machen auch nicht um halb fünf Feierabend.«",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
161,1,1,1,17,7,Gegenwart,"Polen-Unternehmer-Mobil-Qualifiziert, steigend Immigration-Jngere-Unternehmer-Polen","Vergangenheit, Gegenwart","unterschiedliche Einkommens-Erwartungen-Torsten-Haasch, mobile Polen, qualifizierte Polen, gebildete Unternehmer-Polen, anpassungsf?higere Polen",Gegenwart,"IHK-Neubrandenburg, unterscheiden Wirtschaftserwartungen-Haasch, mobil Polen-Haasch, qualifiziert Polen-Haasch, globaler Deutsche-Haasch, flexibel Mentalit„tseinstellung-Polen-Haasch  ","Grenzverkehr: Arme Deutsche, reiche Polen ","Torsten Haasch, Geschäftsführer bei der IHK Neubrandenburg, erklärt das so: »Zum einen unterscheiden sich die Erwartungen von Polen, was sich wirtschaftlich lohnt.« Zum anderen seien sie mobil und qualifiziert. »Sehr viele Jüngere können Deutsch und Englisch, die gucken als Unternehmer weiter als nur bis Uecker-Randow.« Sie könnten sich auch leichter auf die »akkurate« deutsche Mentalität einstellen als Deutsche auf die »kreative« polnische Mentalität, meint Haasch.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
162,2,2,1,17,8,"Gegenwart, Zukunft","Entwicklungsprogramm-Immigration, Uni-Stetting-Zweigstelle-Eggesin, Metallbetrieb-Projektentwicklungsfirma",Gegenwart,"anfangende Bewegung-Gutsell, alternativlose Werbung, Verhandlungen, er?ffnende Zweigstelle-Universit?t-Stettin, beginnender Unterricht","Gegenwart, Zukunft","Bewegungsanfang, notgedrungen Lage-Gutgesell, neu Betriebsverhandlungen, neu Uni-Zweigstelle","Grenzverkehr: Arme Deutsche, reiche Polen ","Eggesins Bürgermeister Gutgesell sieht die Kropidlos mit ihrem Möbelgeschäft nur als Anfang einer Bewegung. Sein TV-Auftritt brachte ihm 200 Anfragen aus Polen. Zwar gebe es Bedenkenträger. Aber »wir haben keine andere Wahl«. Nun verhandelt Gutgesell auch mit einem Metallbetrieb und einer Projektentwicklungsfirma. Die Uni Stettin eröffnet eine Zweigstelle für Tourismus und Wirtschaft in Eggesin. Wenn alles gut geht, findet im Herbst der erste Unterricht statt.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
163,2,1,1,17,9,"Vergangenheit, Gegenwart",steigend Immigration-Vorpommern-Polen-Agrarwirtschaft-Mietswohnungen,"Vergangenheit, Gegenwart","investierende Immobilienk?ufer, leer stehende Plattenbauten, einziehende Polen, ankommende Gewerbetreibende","Vergangenheit, Gegenwart ","gestiegen Kleinunternehmer-Zuwanderung, billiges Ackerland, gestiegen Investitionen, gestiegen Mieteranzahl, leer-stehende Plattenbauten, er”ffnen Beratungsbro ","Grenzverkehr: Arme Deutsche, reiche Polen ","Die Kleinunternehmer sind nicht die ersten Polen, die es nach Vorpommern zieht. Vor zwei, drei Jahren kamen Immobilienkäufer, die in alte Häuser und billiges Ackerland investierten. Dann folgten polnische Mieter, oft die letzte Hoffnung für leer stehende Plattenbauten. Die Kommunen eröffneten ein Beratungsbüro in der Stettiner City, jetzt kommen die Gewerbetreibenden.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
164,2,2,1,17,10,"Vergangenheit, Gegenwart","steigend Immigration-Polen, steigend Wohnraumbedarf, steigend Unternehmertun","Vergangenheit, Gegenwart","profitierender Grenzort, volle Plattenbauten, neue Seniorenresidenz, helfender B?rgermeister-Lothar-Meistring, nicht aussiebend B?rgermeister, optimistischer PDS-Mann",Gegenwart,"profitiert Grenzn„he-L”cknitz, voll Plattenbauten, ausgewiesen Baupl„tte, offen Zuwanderungspolitik-Meistring, zugreifen-Meistring, aussieben-Gutgesell, gestiegen Kindergeldauszahlungen, Existengrnderf”rderung, zukunfsuntr„chtige Ideen","Grenzverkehr: Arme Deutsche, reiche Polen ","Der Grenzort Löcknitz profitiert besonders von der Nähe zu Stettin. Die noch nicht abgerissenen Plattenbauten sind wieder voll, die Gemeinde hat Bauplätze ausgewiesen, am See entsteht eine Seniorenresidenz. Bürgermeister Lothar Meistring verfolgt eine andere Taktik als sein Kollege in Eggesin: nicht aussieben, sondern beherzt zugreifen. Er heißt alle Polen willkommen, hilft dabei, Kindergeld zu bekommen und Förderungen für Existenzgründer zu beantragen. Da sind dann auch schon mal Geschäftsideen dabei, die nicht so zukunftsträchtig wirken: Eine junge Polin, die kaum Deutsch kann, müht sich mit ihrem Salon für Heilmassagen. Nun droht der Rauswurf, weil die Miete überfällig ist. »Wenn man zehn bis 15 Strohhalme greift und einer hält, dann ist das gut«, sagt der PDS-Mann Meistring.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
165,3,3,2,17,11,"Vergangenheit, Gegenwart","steigend Unternehmertum-Immigranten-Polen, steigend Gewerbeanmeldung-Immigranten-Polen, hoch Arbeitsraumnachfrage, hoch Nachfrage-Kindergarten, hoch Nachfrage Lebensmittel",Gegenwart,"boomender Ort-B?rgermeister, steigend Gewerbetreibende, neue Unternehmen, vermietete Hallen, voller Kindergarten, verdoppeln Ladenfl?che-Superm?rkte","Gegenwart, Vergangenheit, Zukunft","Boom-Meistring, steigend Gewerbeanmeldungen, steigend Arbeitspl„tze, steigend Hallenvermietung,knapp Kindergartenpl„tze, ausweitung Superm„rkte","Grenzverkehr: Arme Deutsche, reiche Polen ","Der Bürgermeister spricht sogar von einem Boom, der dieses Jahr über den 3000-Seelen-Ort gekommen sei. 22 Polen haben allein im ersten Quartal ein Gewerbe angemeldet, 2005 war es nur eine Hand voll. Insgesamt gibt es 224 Gewerbetreibende im Städtchen – darunter nun Polen, die ein Übersetzungsbüro betreiben, eine Firma zum Küchenausbau, ein Computerhandel mit drei Angestellten, mehrere Handwerksbetriebe und vielleicht bald eine Fabrikation für Lebensmittelzusatzstoffe, die zwei Hand voll Löcknitzern Arbeit bieten könnte. »Alle Hallen hier sind vermietet«, sagt Meistring. »Der Kindergarten platzt wegen der polnischen Kinder aus allen Nähten.« Und die örtlichen Supermärkte wollten die Ladenfläche verdoppeln.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
166,1,2,1,17,12,Gegenwart,hoch Wohnraumnachfrage-Immigranten-Polen-Wohnungsverwaltungsgesellschaft,Gegenwart,"profitierende Wohnungsverwaltungsgesellschaft, sinkender Leerstand, zweisprachige Mietvertr?ge, t?gliche Anfragen, bezahlbare Mieten-Polen","Vergangenheit, Gegenwart","profitiert Zuwanderung, steigend Wohnung-Vermietung, t„glich-kommende Anfragen, bezahlbar Lebensunterhaltungskosten","Grenzverkehr: Arme Deutsche, reiche Polen ","Maria-Theresia Odendall profitiert von den Neuen. Die Rheinländerin ist Chefin der Löcknitzer Wohnungsverwaltungsgesellschaft. Im nahen Bismark standen 2005 noch 35 Prozent der Wohnungen leer. »Jetzt sind es noch drei Prozent. Alle meine neuen Mieter sind Polen.« Deshalb bringt sie in Treppenhäusern polnische Hinweise zur Mülltrennung an. Die Mietverträge sind zweisprachig, ein polnischer Azubi übersetzt. Täglich kommen Anfragen. Anders als weiter südlich an der Grenze können die Stettiner deutsche Mieten und Lebenshaltungskosten zahlen.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
167,1,2,1,17,13,"Vergangenheit, Gegenwart","niedrig Miete-Wohnraum, m?glich Wohngeld-Kindergeld-Immigranten",Gegenwart,"g?nstiger Wohnraum, strenge Vorschriften, deutsche Leistungen, junge Region, steigender Austausch","Gegenwart, Vergangenheit, Zukunft","billig Plattenbauwohnung, erhalten Wohngeld, erhalten Kindergeld, profitiert Leistungen-Vergangenheit-Niederl„nder-Odendall, profitiert Leistungen-Polen-Odendall","Grenzverkehr: Arme Deutsche, reiche Polen ","60 Quadratmeter mit drei Zimmern im Plattenbau kosten 400 Euro pro Monat. »Kein Pole kriegt bei mir bessere Konditionen«, sagt Odendall. Dazu gehört aber auch, dass Polen – unter bestimmten Voraussetzungen und streng nach deutschen Vorschriften – Wohngeld und Kindergeld erhalten. »Mit drei Kindern haben Sie die Miete bei mir bezahlt. Das spricht sich rum«, sagt Odendall. Sie vergleicht die Lage mit der im deutsch-niederländischen Grenzgebiet; denn da kommt sie her. »Früher haben auch Niederländer von deutschen Leistungen profitiert, aber hier fällt es mehr auf.« Sie setzt auf die noch junge EU-Region: »In einigen Jahren wird es hier genauso viel Austausch geben wie zwischen den Niederlanden und Deutschland.«",
168,2,2,1,17,14,"Gegenwart, Zukunft","Immigration-Netzwerkeffekte, sicher Mietvertrag-Immigranten","Gegenwart, Zukunft","sichere Mietvertr?ge, steigende Mundpropaganda, nahes deutsch-polnisches-Gymnasium, m?hsames Deutsch-Lernen, geplante Unternehmensgr?ndung","Gegenwart, Zukunft","lobt Plattenbau, angleockt Bekannte, angelockt Freunde, sichereren Mietvertrag, mhsam Sprachkenntnisse, grnden Veranstaltungsservice ","Grenzverkehr: Arme Deutsche, reiche Polen ","Agata Prasilowska hat den Schritt über die Grenze getan. Sie wohnt in Bismark und lobt ihren Plattenbau. Die 42-jährige Managerin eines Stettiner Fleischereibetriebs ist seit Dezember mit drei Kindern dort. Sie hat Bekannte und Freunde angelockt. Hier hat sie einen Blick über Felder und Wald und ist doch schnell in Stettin. Und: »Ich habe hier einen sichereren Mietvertrag als in Polen.« Zudem könne ihr jüngster Sohn ins nahe deutsch-polnische Gymnasium gehen. Sie selbst beginnt erst mühsam mit Deutsch. Im Herbst möchte sie aber einen Veranstaltungsservice für Familienfeste und Firmen gründen. »Blumenläden gab es zu viele«, sagt die gelernte Floristin.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
169,0,1,-1,17,15,Gegenwart,"steigend Bildungsimmigration, gemischt Gefhle-Bildungsimmigration-Polen, Sprachbarriere",Gegenwart,"bildungsorientierte Polen, hoher Polenanteil-Gymnasium, schwierige Eingliederung, hohe Schul-Erwartungen","Gegenwart, Zukunft","gemischten Gefhlen, Gruppenteilung-Scherer, bildungsorientiert Polen-Scherer, Sprachprobleme-Scherer, schlechte Zukunfsaussichten-Scherer","Grenzverkehr: Arme Deutsche, reiche Polen ","Nur im deutsch-polnischen Gymnasium in Löcknitz sieht man die Neuen mit gemischten Gefühlen. Rund 150 der 500 Schüler sind Polen – entweder pendeln sie oder sind Kinder der Neuankömmlinge. Schulleiter Gerhard Scherer beschreibt zwei Gruppen: »Viele Polen sind sehr bildungsorientiert und sehen das hier als ihre Chance.« Die seien etlichen Deutschen voraus. »Probleme habe ich mit Kindern von manchen Neumietern.« Viele Eltern sprächen kein Deutsch und erwarteten, dass die Schule alles richte. »Noch ist das nicht Kreuzberg, aber gut ist es nicht«, sagt Scherer, der auch Polnisch spricht.",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
170,-1,0,-1,17,16,"Vergangenheit, Gegenwart","teuer Firmengrndung-Bayern, hoch Fachkr?ftemangel-IT-Deutschland",Gegenwart,"Arbeitskr?ftemangel Deutschland, teurere Firmengr?ndung-Bayern, internationale Kooperation, aufgebessertes Gehalt-Arbeitsagentur, fehlende Fachkr?fte, fehlende Programmierer","Gegenwart, Vergangenheit","Solutions, teuer Firmengrndung-Bayern-Karzelek, Untersttzung-Arbeitsagentur, hoher Arbeitslosigkeit, fehlten Arbeitskr„fte-Deutschland, Programmierermangel-Karzelek","Grenzverkehr: Arme Deutsche, reiche Polen ","Der Informatiker Thomas Karzelek hat Probleme anderer Art. Er betreibt die junge Firma IT Solutions. Der 35-Jährige stammt aus Oberschlesien, lebte und studierte aber in Bayern. Nun ist er wegen seiner Frau, die aus der Gegend kommt, in Löcknitz. »Bayern war zu teuer zur Firmengründung.« Er beteiligt sich an Ausschreibungen in Stettin und kooperiert mit Firmen dort, auf der deutschen Seite bessert die Arbeitsagentur derweil das Gehalt der drei Angestellten auf. Chancen gebe es vor allem auf der anderen Seite der Grenze, meint Karzelek. In Deutschland fehlten – trotz hoher Arbeitslosigkeit – die Fachkräfte, es sei wahnsinnig schwer, gute Leute für den Verkauf zu finden. »Und Programmierer gibt es gar nicht. Die kommen alle aus Polen.«",http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true
171,1,1,2,17,1,"Vergangenheit, Gegenwart","fallend Gefahren-?lpreiserh?hung, fallend Effekt-?lpreiserh?hung-Konjunktur","Vergangenheit, Gegenwart","sinkende Gefahren-?lpreis-Erh?hung, weniger-bremsend ?lpreis-Erh?hung, andere Welt","Gegenwart, Vergangenheit","geringer ™lpreiserh”hungsgefahr-Schmidt, konstant-™lpreis-Konjunktur-Schmidt",Energie: »Gang auf dem Grat« ,"Gebhard Flaig: Nein. Die Erfahrung der vergangenen Jahre hat dazu geführt, dass die Gefahren einer Ölpreiserhöhung heute viel geringer eingeschätzt werden. Wir leben in einer anderen Welt als in den siebziger Jahren. Damals bremsten höhere Ölpreise die Konjunktur immer stark, heute nicht.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
172,1,2,2,18,2,"Vergangenheit, Gegenwart","fallend Abh?ngigkeit-Wirtschaft-?l, halbiert ?lnutzung-Bruttoinlandsprodukt, steigend Gewerkschaften-Sensitivit?t-Wirtschaft",Gegenwart,"geringere ?l-Abh?ngigkeit, halbierter ?l-Einsatz, lernf?hige Gerwerkschaften, unwarscheinlich Preisspirale","Gegenwart, Vergangenheit","geringer ™lpreisabh„ngigkeit, halbiert ™leinsatz, dazugelernt Gewerschaften, keine Lohnpreisspirale",Energie: »Gang auf dem Grat« ,"Flaig: Die Abhängigkeit der Wirtschaft vom Öl ist heute wesentlich geringer. Der Einsatz von Öl je Einheit des Bruttoinlandsprodukts hat sich in allen Ländern, auch in Deutschland, in den vergangenen 30 Jahren halbiert. Und es kommt hinzu: Die Gewerkschaften haben gelernt, dass man Kaufkraftverluste bei den Verbrauchern nicht einfach durch höhere Löhne kompensieren kann, weil das nur auf Kosten höherer Arbeitslosigkeit ginge. Also erleben wir auch keine Lohnpreisspirale wie in den siebziger Jahren.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
173,2,2,1,18,3,Gegenwart,"steigend Petrodollar-Rckfluss, Kompensierung-Nachfrageausfall",Gegenwart,"r?ckflieõende Petro-Dollars, kompensiert Nachfrageausfall","Gegenwart, Vergangenheit","h”her Kapitalzurckfluss, kompensiert Nachfrageausfall",Energie: »Gang auf dem Grat« ,"Flaig: Ja, und zwar in weit größerem Umfang als früher. Das kompensiert teilweise den heimischen Nachfrageausfall.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
174,2,2,1,18,4,Gegenwart,"gleichbleibend Inflationsrisiko, niedrig Inflationserwartungen",Gegenwart,"existierendes Inflationsrisiko, relativ-niedrige Inflationserwartungen",Gegenwart,"existiert Inflationsrisiko, niedrig Inflationserwartungen",Energie: »Gang auf dem Grat« ,"Flaig: Das existiert immer. Aber die Inflationserwartungen sind noch relativ niedrig, das ist entscheidend.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
175,0,0,-1,18,5,"Vergangenheit, Gegenwart","hohe Zinsen, steigend Zinsen","Vergangenheit, Gegenwart","expansive Zentralbank-Politik, niedrige Zinsen, steigende Zinsen","Gegenwart, Vergangenheit","gesttzt espansive Geld-Politik, steigen Zinsen, abwarten Folgen-Schmidt",Energie: »Gang auf dem Grat« ,Flaig: Das ist ein Gang auf dem Grat. In den USA hat die Zentralbank ab 2001 eine sehr expansive Politik mit niedrigen Zinsen gestützt. Dann musste sie von dem niedrigen Niveau wieder hochkommen. Da muss man abwarten…,http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
176,2,2,1,18,6,Gegenwart,angemessen Zinsniveau-Aufschwungphase,Gegenwart,"angemessener Zins, Aufschwungsphase, ungewollt Superboom, ungewollte-starke Inflation",Gegenwart,"angemessen Zinsniveau-Schmidt, konstant-Konjunktur-Schmidt",Energie: »Gang auf dem Grat« ,"Flaig: Sowohl in Amerika als auch in Europa ist der Zins jetzt praktisch auf einem Niveau, das der Aufschwungsphase angemessen ist. Nicht jede Zinserhöhung führt gleich zum Einbrechen der Konjunktur. Andererseits wollen wir keinen Superboom mit starker Inflation.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
177,2,1,1,18,7,Gegenwart,verkraftbar Wechselkurs-Euro-Dollar,Gegenwart,"zu verkraftender Euro-Dollar-Kurs, undramatischer Euro-Dollar-Kurs","Zukunft, Gegenwart",verkraften Euro-Kurs-Schmidt,Energie: »Gang auf dem Grat« ,"Flaig: Das wird nicht dramatisch werden. Ein Kurs von 1,30 Dollar für den Euro ist zu verkraften.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
178,0,1,0,18,8,"Gegenwart, Zukunft","hoch ?lpreis, fallend ?lpreis-Erwartung, gering ?lpreis-Effekt-Konsumnachfrage",Zukunft,"hohe Preise, sinkende Zukunft-Preise, geringer Konsumnachfrage-Effekt","Gegenwart, Zukunft","hohen Preise, sinken Preise-Schmidt, gering Effekt-Konsumnachfrage-Schmidt",Energie: »Gang auf dem Grat« ,"Flaig: Das hängt davon ab, wie lange die hohen Preise anhalten. Ich gehe davon aus, dass sie wieder sinken; damit bliebe der Effekt auf die Konsumnachfrage gering. Der Ölpreis darf aber nicht auf 80 Dollar verharren.",
179,1,0,-1,18,9,"Gegenwart, Zukunft",niedrig Nutzen-Steuersenkung-Konjunkturbelebung,Zukunft,"steigende Steuer-Ungewissheit, schwankende Steuern, negativ schwankende-Steuern-Flaig","Gegenwart, Zukunft","konstant Steuern-Schmidt, kurzfristig Wachstumsgewinn, l„ngfristig-berwiegen Negativeffekte",Energie: »Gang auf dem Grat« ,"Flaig: Steuern sollte man nicht reduzieren, um die Konjunktur zu stützen. Da kann man vielleicht kurzfristig einen Zehntelpunkt Wachstum gewinnen. Aber auf längere Sicht überwiegen die negativen Effekte von Ungewissheit und schwankenden Steuersätzen.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
180,2,1,2,18,10,Zukunft,mittel Prognose-Wirtschaftswachstum,Gegenwart,anhaltendes Wachstum,Zukunft,hoch Wachstum,Energie: »Gang auf dem Grat« ,"Flaig: Wir haben im Juni 1,8 Prozent Wachstum für das Bruttoinlandsprodukt prognostiziert. Daran halten wir fest.",http://www.zeit.de/2006/31/Interview-Flaig/komplettansicht?print=true
181,2,3,3,19,1,"Vergangenheit, Gegenwart, Zukunft","Regierung-Nichtstun-Gro e-Koalition, konstant Ausgaben, niedrig Haushaltssanierung, konstant Abgabenbelastung, brummend Wirtschaft, kr?ftig Wachstum, hoch Steuereinnahmen, fallend Neuverschuldung, voll Auftragsbcher-Unternehmen","Vergangenheit, Gegenwart","kr?ftiges Wachstum, keine Ausgaben-K?rzungen, keine Abgaben-Erh?hungen, brummende Wirtschaft, eingehaltene Verschuldungsgrenze, volle Auftragsb?cher, hohe Verk?ufe","Vergangenheit, Gegenwart, Zukunft","konstant Ausgaben, konstant Abgaben, kein Geldentzug, brummt Wirtschaft, kr„ftig Wachstum, hoch Steuereinnahmen, einhalten Verschuldungsgrenze, voll Auftragsbcher",Aufschwung: Dafür kann sie nichts ,"Selten hat eine Regierung durch Nichtstun das Land so sehr verändert. Die Große Koalition hat Anfang des Jahres nicht die Ausgaben gekürzt, um den Haushalt zu sanieren, sie hat die Menschen auch nicht mit neuen Abgaben belastet. Erstmals seit vier Jahren hat der Staat seinen Bürgern unter dem Strich kein Geld entzogen. Und nun brummt die Wirtschaft, dass selbst notorische Standortpessimisten jubeln. Das Wachstum ist so kräftig wie seit fünf Jahren nicht mehr, die Steuereinnahmen liegen schon jetzt um 20 Milliarden Euro über denen des Vorjahres. Deutschland wird die Verschuldungsgrenze des Maastricht-Vertrags bereits 2006 wieder einhalten, und nicht erst 2007, wie die Regierung geplant hatte. Ganz gleich, ob Autozulieferer, Maschinenbauer oder Chemiefirmen: Die Auftragsbücher sind so voll, dass viele Betriebe bis August mehr verkauft haben, als sie fürs ganze Jahr erwartet hatten.",http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true
182,3,3,2,19,2,"Vergangenheit, Gegenwart","steigend Investitionen-Inland, steigend Besch?ftigung, hoch Kaufkraft-Inland, neuer Warenhunger-Inland, hoch Wachstum-Inland",Gegenwart,"mehr Investitionen, mehr Jobs, neue Stellen, neuer Warenhunger, schnelles Wachstum","Gegenwart, Vergangenheit","Lehrbuch-Aufschwung, steigend Investitionen, steigend Jobanzahl, mitziehend Kaufkraft, neuen Warenhunger, schneller Wachstum",Aufschwung: Dafür kann sie nichts ,"Es ist ein Aufschwung wie aus dem Lehrbuch. Endlich sind es nicht mehr allein die Exporte, von denen die Wirtschaft lebt. Mehr Investitionen haben auch zu mehr Jobs im Inland geführt – allein 200000 neue Stellen sind seit Januar so entstanden. Deutschland, der kranke Mann des Kontinents? Nun zieht die Kaufkraft der größten Volkswirtschaft Europas andere Staaten einfach mit. Auch Frankreich oder Italien profitieren vom neuen Warenhunger. Aufs Jahr gerechnet, wuchs Deutschland zuletzt sogar schneller als die USA.",http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true
183,-1,0,-1,19,3,"Gegenwart, Zukunft","steigend Mehrwertsteuer-Gefahr-Konsum-Inland, Nichtstun-Regierung-Gro e-Koalition-Merkel","Gegenwart, Zukunft",m?gliche Gefahr-Mehrwertsteuererh?hung,"Gegenwart, Zukunft","reklamieren Aufschwung, Wirtschaftswunder-Merkel, konstan Mehrwersteuer",Aufschwung: Dafür kann sie nichts ,"Nun sollte in Berlin bloß niemand auf die Idee kommen, diesen Aufschwung für sich zu reklamieren – nichts zu tun ist schließlich nichts, womit man angeben kann. Aber es gibt sehr wohl etwas, was Angela Merkel tun könnte, um aus dem Wachstumswunder ihr Wirtschaftswunder zu machen: Die Kanzlerin müsste sich von ihrem Plan verabschieden, 2007 die Mehrwertsteuer zu erhöhen.",http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true
184,-2,-1,-2,19,4,Gegenwart,"gro  Risiken-Politisch-Kriege-Terroranschl?ge, gro  Risiken-?konomisch-Abschwung-USA",Gegenwart,"weltweite Risiken, politische Gefahren-Kriege, politische Gefahren-Terroranschl?ge, ?konomosches Abschwung-Risiko-USA, unverl?ssliche Ausfuhren",Gegenwart,"Exportweltmeister, unverl„sslich Ausfuhren, groá Risiken, politische Gefahren,m”gliche Terroranschl„ge, Kriege, ”konomische Aufschwungsrisiko, negativ Sparfolgen",Aufschwung: Dafür kann sie nichts ,"Auch der Exportweltmeister Deutschland kann sich heute nicht mehr allein auf die Ausfuhren verlassen. Zu groß sind die weltweiten Risiken. Da sind politische Gefahren wie Kriege oder mögliche Terroranschläge auf Flughäfen und andere Knotenpunkte der Globalisierung. Und da ist das ökonomische Risiko eines Abschwungs in den USA. Beginnen die Amerikaner mit dem Sparen, sind die deutschen Exporterfolge dahin.",http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true
185,-3,-2,-3,19,5,"Gegenwart, Zukunft","steigend Krankenversicherungsbeitr?ge, weniger Pendlergeld, steigend Strompreise, steigend Mehrwertsteuer, fallend Konsum-Erwartung, steigend Steuereinnahmen",Gegenwart,"drohende Exportschw?che, m?glich Binnenkonjunktur-Ausgleich, schlechte Vorzeichen, steigende Strompreise, weniger Pendler-Geld, h?here Krankenversicherung-Beitr?ge, steigend Mehrwertsteuer, flieõende Steuermilliarden","Zukunft, Gegenwart","kurzzeitig aufschwung, ausgleichen Binnenkonjunktur, drohende Exportschw„che, schlecht Vorzeichen, h”here Krankenversicherungseitr„ge, weniger Pendlergeld, steigende Strompreise, Mehrwertsteueraufschlag, vergehen Konsumlust, flieáenden Steuermilliarden, stopfen Staatshaushaltl”cher, h”here Einnahmen",Aufschwung: Dafür kann sie nichts ,"Dauerhaft wird dieser Aufschwung nur, wenn die Binnenkonjunktur die drohende Exportschwäche ausgleichen kann. Die Vorzeichen dafür stehen jedoch schlecht. Höhere Beiträge für die Krankenversicherung, weniger Geld für Pendler, steigende Strompreise – dazu der dreiprozentige Aufschlag auf die Mehrwertsteuer: Schon 2007 könnte die neue Lust am Konsum wieder vorbei sein. Kaum zu glauben, dass die Regierung trotz der nun fließenden Steuermilliarden offenbar nur einen Weg kennt, die Löcher im Staatshaushalt zu stopfen – durch höhere Einnahmen aus der Mehrwertsteuer.",http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true
186,-2,-1,-2,19,6,"Vergangenheit, Gegenwart","missraten Gesundheitskompromiss, umstritten Unternehmenssteuerreform, Koalitionsvertrag-Gro e-Koalition","Vergangenheit, Gegenwart","missratener Gesundheitskompromiss, umstrittene Unternehmensteuer-Reform, Koalitionsvertrag, glaubw?rdige Rahmenbedingung-?nderung, steigendes Haushalts-Defizit, ignorierte Realit?t","Gegenwart, Vergangenheit","unstoppbar Erh”hung, Verl„sslichekeit-Frage, Glaubwrdigkeit-Frage, missratenen Gesundheitskompromiss, umstrittenen Unternehmensteuernreform, klammert Festgeschriebene, ge„ndert Rahmenbedingungen, anpasst Politik",Aufschwung: Dafür kann sie nichts ,"Man könne diese Erhöhung nicht stoppen, sie stehe doch im Koalitionsvertrag, heißt es in Berlin. Es geht um Verlässlichkeit und Glaubwürdigkeit, und die Debatte darüber erwischt das Kabinett Merkel zur Unzeit: nach dem missratenen Gesundheitskompromiss, vor der umstrittenen Reform der Unternehmensteuern. Also klammert man sich ans Festgeschriebene. Dabei wäre es doch viel glaubwürdiger, wenn die Regierung einräumte, dass sich einfach die Rahmenbedingungen geändert haben. Zu Merkels Amtsantritt steuerte das Haushaltsdefizit auf vier Prozent zu, Wachstum gab es keines. Müsste es nicht so sein, dass sich die Politik an die neue Realität anpasst, statt diese beharrlich zu ignorieren?",http://www.zeit.de/2006/34/Leiter-2-34/komplettansicht?print=true
