"",BBEX3.D.TRY.EUR.BB.AC.000,BBEX3.D.TRY.EUR.BB.AC.000_FLAGS
2010-11-04,1.9830,
2010-11-05,1.9674,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,1.9621,
2010-11-09,1.9623,
2010-11-10,1.9488,
2010-11-11,1.9540,
2010-11-12,1.9620,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,1.9726,
2010-11-16,1.9801,
2010-11-17,1.9691,
2010-11-18,1.9747,
2010-11-19,1.9785,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,1.9718,
2010-11-23,1.9920,
2010-11-24,1.9755,
2010-11-25,1.9660,
2010-11-26,1.9707,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,1.9745,
2010-11-30,1.9645,
2010-12-01,1.9610,
2010-12-02,1.9600,
2010-12-03,1.9813,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,1.9722,
2010-12-07,1.9714,
2010-12-08,1.9735,
2010-12-09,1.9883,
2010-12-10,1.9847,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,1.9970,
2010-12-14,2.0196,
2010-12-15,2.0277,
2010-12-16,2.0223,
2010-12-17,2.0371,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,2.0470,
2010-12-21,2.0479,
2010-12-22,2.0355,
2010-12-23,2.0302,
2010-12-24,2.0289,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,2.0356,
2010-12-28,2.0564,
2010-12-29,2.0545,
2010-12-30,2.0636,
2010-12-31,2.0694,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,2.0807,
2011-01-04,2.0744,
2011-01-05,2.0490,
2011-01-06,2.0251,
2011-01-07,2.0344,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,2.0524,
2011-01-11,2.0465,
2011-01-12,2.0377,
2011-01-13,2.0455,
2011-01-14,2.0730,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,2.0554,
2011-01-18,2.0545,
2011-01-19,2.0792,
2011-01-20,2.1278,
2011-01-21,2.1309,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,2.1262,
2011-01-25,2.1294,
2011-01-26,2.1589,
2011-01-27,2.1660,
2011-01-28,2.1859,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,2.1972,
2011-02-01,2.1873,
2011-02-02,2.1824,
2011-02-03,2.1885,
2011-02-04,2.1736,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,2.1387,
2011-02-08,2.1509,
2011-02-09,2.1650,
2011-02-10,2.1770,
2011-02-11,2.1575,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,2.1460,
2011-02-15,2.1504,
2011-02-16,2.1425,
2011-02-17,2.1390,
2011-02-18,2.1509,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,2.1609,
2011-02-22,2.1824,
2011-02-23,2.1878,
2011-02-24,2.2132,
2011-02-25,2.1975,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,2.2122,
2011-03-01,2.2214,
2011-03-02,2.2353,
2011-03-03,2.2243,
2011-03-04,2.2303,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,2.2473,
2011-03-08,2.2152,
2011-03-09,2.2069,
2011-03-10,2.1823,
2011-03-11,2.1861,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,2.2024,
2011-03-15,2.2034,
2011-03-16,2.2126,
2011-03-17,2.2182,
2011-03-18,2.2303,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,2.2398,
2011-03-22,2.2311,
2011-03-23,2.2022,
2011-03-24,2.1930,
2011-03-25,2.1955,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,2.1869,
2011-03-29,2.1982,
2011-03-30,2.1920,
2011-03-31,2.1947,
2011-04-01,2.1766,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,2.1848,
2011-04-05,2.1721,
2011-04-06,2.1762,
2011-04-07,2.1620,
2011-04-08,2.1646,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,2.1855,
2011-04-12,2.1938,
2011-04-13,2.1921,
2011-04-14,2.1947,
2011-04-15,2.1932,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,2.1788,
2011-04-19,2.1936,
2011-04-20,2.2056,
2011-04-21,2.2102,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,2.2289,
2011-04-27,2.2329,
2011-04-28,2.2487,
2011-04-29,2.2580,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,2.2569,
2011-05-03,2.2642,
2011-05-04,2.2877,
2011-05-05,2.2888,
2011-05-06,2.2400,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,2.2202,
2011-05-10,2.2398,
2011-05-11,2.2644,
2011-05-12,2.2440,
2011-05-13,2.2592,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,2.2477,
2011-05-17,2.2484,
2011-05-18,2.2534,
2011-05-19,2.2438,
2011-05-20,2.2610,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,2.2534,
2011-05-24,2.2547,
2011-05-25,2.2603,
2011-05-26,2.2655,
2011-05-27,2.2895,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,2.2871,
2011-05-31,2.2955,
2011-06-01,2.2837,
2011-06-02,2.2978,
2011-06-03,2.2959,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,2.3102,
2011-06-07,2.3188,
2011-06-08,2.3183,
2011-06-09,2.3102,
2011-06-10,2.2828,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,2.2614,
2011-06-14,2.2820,
2011-06-15,2.2811,
2011-06-16,2.2858,
2011-06-17,2.2779,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,2.2940,
2011-06-21,2.3090,
2011-06-22,2.3255,
2011-06-23,2.3215,
2011-06-24,2.3207,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,2.3352,
2011-06-28,2.3461,
2011-06-29,2.3604,
2011-06-30,2.3500,
2011-07-01,2.3362,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,2.3444,
2011-07-05,2.3533,
2011-07-06,2.3394,
2011-07-07,2.3342,
2011-07-08,2.3124,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,2.3104,
2011-07-12,2.3101,
2011-07-13,2.3250,
2011-07-14,2.3376,
2011-07-15,2.3344,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,2.3468,
2011-07-19,2.3517,
2011-07-20,2.3575,
2011-07-21,2.3793,
2011-07-22,2.4180,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,2.4719,
2011-07-26,2.4783,
2011-07-27,2.4399,
2011-07-28,2.3955,
2011-07-29,2.3973,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,2.4116,
2011-08-02,2.4136,
2011-08-03,2.4336,
2011-08-04,2.4567,
2011-08-05,2.4556,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,2.4837,
2011-08-09,2.5164,
2011-08-10,2.5171,
2011-08-11,2.5350,
2011-08-12,2.5346,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,2.5386,
2011-08-16,2.5604,
2011-08-17,2.5566,
2011-08-18,2.5519,
2011-08-19,2.5700,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,2.5770,
2011-08-23,2.5783,
2011-08-24,2.5665,
2011-08-25,2.5396,
2011-08-26,2.5275,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,2.5217,
2011-08-30,2.5036,
2011-08-31,2.4879,
2011-09-01,2.4584,
2011-09-02,2.4860,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,2.4890,
2011-09-06,2.4955,
2011-09-07,2.4647,
2011-09-08,2.4815,
2011-09-09,2.4563,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,2.4485,
2011-09-13,2.4280,
2011-09-14,2.4287,
2011-09-15,2.4540,
2011-09-16,2.4575,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,2.4537,
2011-09-20,2.4431,
2011-09-21,2.4719,
2011-09-22,2.4636,
2011-09-23,2.4797,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,2.5002,
2011-09-27,2.5066,
2011-09-28,2.5178,
2011-09-29,2.5249,
2011-09-30,2.5100,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,2.4885,
2011-10-04,2.5056,
2011-10-05,2.4980,
2011-10-06,2.4587,
2011-10-07,2.4828,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,2.4921,
2011-10-11,2.5075,
2011-10-12,2.5188,
2011-10-13,2.5174,
2011-10-14,2.5391,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,2.5514,
2011-10-18,2.5568,
2011-10-19,2.5637,
2011-10-20,2.5696,
2011-10-21,2.5513,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,2.5253,
2011-10-25,2.4955,
2011-10-26,2.4577,
2011-10-27,2.4798,
2011-10-28,2.4716,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,2.4563,
2011-11-01,2.4508,
2011-11-02,2.4528,
2011-11-03,2.4230,
2011-11-04,2.4225,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,2.4477,
2011-11-08,2.4494,
2011-11-09,2.4428,
2011-11-10,2.4303,
2011-11-11,2.4283,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,2.4336,
2011-11-15,2.4299,
2011-11-16,2.4335,
2011-11-17,2.4465,
2011-11-18,2.4686,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,2.4812,
2011-11-22,2.5043,
2011-11-23,2.4997,
2011-11-24,2.4911,
2011-11-25,2.4946,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,2.4817,
2011-11-29,2.4692,
2011-11-30,2.4622,
2011-12-01,2.4718,
2011-12-02,2.4567,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,2.4585,
2011-12-06,2.4618,
2011-12-07,2.4529,
2011-12-08,2.4566,
2011-12-09,2.4700,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,2.4687,
2011-12-13,2.4641,
2011-12-14,2.4467,
2011-12-15,2.4455,
2011-12-16,2.4520,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,2.4690,
2011-12-20,2.4760,
2011-12-21,2.4594,
2011-12-22,2.4650,
2011-12-23,2.4765,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,2.4831,
2011-12-28,2.4840,
2011-12-29,2.4650,
2011-12-30,2.4432,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,2.4376,
2012-01-03,2.4505,
2012-01-04,2.4275,
2012-01-05,2.4185,
2012-01-06,2.3955,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,2.3844,
2012-01-10,2.3921,
2012-01-11,2.3671,
2012-01-12,2.3545,
2012-01-13,2.3642,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,2.3482,
2012-01-17,2.3523,
2012-01-18,2.3610,
2012-01-19,2.3620,
2012-01-20,2.3640,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,2.3690,
2012-01-24,2.3767,
2012-01-25,2.3660,
2012-01-26,2.3580,
2012-01-27,2.3389,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,2.3478,
2012-01-31,2.3330,
2012-02-01,2.3232,
2012-02-02,2.3140,
2012-02-03,2.3112,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,2.3017,
2012-02-07,2.3076,
2012-02-08,2.3191,
2012-02-09,2.3331,
2012-02-10,2.3305,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,2.3312,
2012-02-14,2.3307,
2012-02-15,2.3101,
2012-02-16,2.3048,
2012-02-17,2.3094,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,2.3094,
2012-02-21,2.3182,
2012-02-22,2.3173,
2012-02-23,2.3460,
2012-02-24,2.3639,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,2.3697,
2012-02-28,2.3580,
2012-02-29,2.3450,
2012-03-01,2.3343,
2012-03-02,2.3277,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,2.3355,
2012-03-06,2.3485,
2012-03-07,2.3459,
2012-03-08,2.3514,
2012-03-09,2.3493,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,2.3585,
2012-03-13,2.3450,
2012-03-14,2.3459,
2012-03-15,2.3555,
2012-03-16,2.3583,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,2.3801,
2012-03-20,2.4000,
2012-03-21,2.3989,
2012-03-22,2.3890,
2012-03-23,2.3862,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,2.3767,
2012-03-27,2.3809,
2012-03-28,2.3763,
2012-03-29,2.3677,
2012-03-30,2.3774,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,2.3760,
2012-04-03,2.3677,
2012-04-04,2.3584,
2012-04-05,2.3468,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,2.3624,
2012-04-11,2.3711,
2012-04-12,2.3664,
2012-04-13,2.3536,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,2.3453,
2012-04-17,2.3515,
2012-04-18,2.3456,
2012-04-19,2.3444,
2012-04-20,2.3620,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,2.3570,
2012-04-24,2.3510,
2012-04-25,2.3417,
2012-04-26,2.3359,
2012-04-27,2.3280,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,2.3234,
2012-05-01,.,No value available
2012-05-02,2.3134,
2012-05-03,2.3125,
2012-05-04,2.3053,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,2.3000,
2012-05-08,2.2994,
2012-05-09,2.3236,
2012-05-10,2.3135,
2012-05-11,2.3135,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,2.3250,
2012-05-15,2.3210,
2012-05-16,2.3180,
2012-05-17,2.3199,
2012-05-18,2.3270,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,2.3371,
2012-05-22,2.3314,
2012-05-23,2.3409,
2012-05-24,2.3180,
2012-05-25,2.3106,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,2.3074,
2012-05-29,2.3008,
2012-05-30,2.2930,
2012-05-31,2.2960,
2012-06-01,2.3048,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,2.3024,
2012-06-05,2.3002,
2012-06-06,2.2996,
2012-06-07,2.2964,
2012-06-08,2.2848,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,2.2827,
2012-06-12,2.2860,
2012-06-13,2.2870,
2012-06-14,2.2890,
2012-06-15,2.2910,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,2.2883,
2012-06-19,2.2756,
2012-06-20,2.2797,
2012-06-21,2.2735,
2012-06-22,2.2661,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,2.2703,
2012-06-26,2.2683,
2012-06-27,2.2587,
2012-06-28,2.2691,
2012-06-29,2.2834,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,2.2775,
2012-07-03,2.2660,
2012-07-04,2.2677,
2012-07-05,2.2467,
2012-07-06,2.2527,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,2.2441,
2012-07-10,2.2353,
2012-07-11,2.2191,
2012-07-12,2.2141,
2012-07-13,2.2165,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,2.2115,
2012-07-17,2.2253,
2012-07-18,2.2131,
2012-07-19,2.2129,
2012-07-20,2.2075,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,2.2043,
2012-07-24,2.2105,
2012-07-25,2.2140,
2012-07-26,2.2317,
2012-07-27,2.2386,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,2.2110,
2012-07-31,2.1990,
2012-08-01,2.2112,
2012-08-02,2.2147,
2012-08-03,2.1897,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,2.2035,
2012-08-07,2.2142,
2012-08-08,2.2094,
2012-08-09,2.1959,
2012-08-10,2.1942,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,2.2099,
2012-08-14,2.2147,
2012-08-15,2.2137,
2012-08-16,2.2088,
2012-08-17,2.2247,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,2.2161,
2012-08-21,2.2334,
2012-08-22,2.2360,
2012-08-23,2.2520,
2012-08-24,2.2508,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,2.2555,
2012-08-28,2.2595,
2012-08-29,2.2768,
2012-08-30,2.2921,
2012-08-31,2.2921,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,2.2878,
2012-09-04,2.2881,
2012-09-05,2.2905,
2012-09-06,2.2951,
2012-09-07,2.2918,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,2.3025,
2012-09-11,2.3065,
2012-09-12,2.3284,
2012-09-13,2.3386,
2012-09-14,2.3501,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,2.3542,
2012-09-18,2.3486,
2012-09-19,2.3323,
2012-09-20,2.3335,
2012-09-21,2.3314,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,2.3259,
2012-09-25,2.3194,
2012-09-26,2.3053,
2012-09-27,2.3038,
2012-09-28,2.3203,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,2.3117,
2012-10-02,2.3170,
2012-10-03,2.3127,
2012-10-04,2.3386,
2012-10-05,2.3375,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,2.3494,
2012-10-09,2.3490,
2012-10-10,2.3375,
2012-10-11,2.3407,
2012-10-12,2.3437,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,2.3463,
2012-10-16,2.3585,
2012-10-17,2.3629,
2012-10-18,2.3570,
2012-10-19,2.3445,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,2.3449,
2012-10-23,2.3437,
2012-10-24,2.3365,
2012-10-25,2.3369,
2012-10-26,2.3288,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,2.3237,
2012-10-30,2.3307,
2012-10-31,2.3312,
2012-11-01,2.3251,
2012-11-02,2.2975,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,2.2793,
2012-11-06,2.2741,
2012-11-07,2.2713,
2012-11-08,2.2730,
2012-11-09,2.2760,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,2.2900,
2012-11-13,2.2885,
2012-11-14,2.2965,
2012-11-15,2.2982,
2012-11-16,2.2944,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,2.3007,
2012-11-20,2.3016,
2012-11-21,2.3097,
2012-11-22,2.3194,
2012-11-23,2.3201,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,2.3270,
2012-11-27,2.3240,
2012-11-28,2.3101,
2012-11-29,2.3241,
2012-11-30,2.3213,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,2.3329,
2012-12-04,2.3367,
2012-12-05,2.3350,
2012-12-06,2.3388,
2012-12-07,2.3118,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,2.3167,
2012-12-11,2.3173,
2012-12-12,2.3198,
2012-12-13,2.3280,
2012-12-14,2.3306,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,2.3472,
2012-12-18,2.3476,
2012-12-19,2.3682,
2012-12-20,2.3670,
2012-12-21,2.3709,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,2.3769,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,2.3757,
2012-12-28,2.3584,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,2.3551,
2013-01-01,.,No value available
2013-01-02,2.3594,
2013-01-03,2.3354,
2013-01-04,2.3287,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,2.3239,
2013-01-08,2.3281,
2013-01-09,2.3212,
2013-01-10,2.3275,
2013-01-11,2.3489,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,2.3622,
2013-01-15,2.3623,
2013-01-16,2.3500,
2013-01-17,2.3499,
2013-01-18,2.3460,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,2.3500,
2013-01-22,2.3593,
2013-01-23,2.3591,
2013-01-24,2.3661,
2013-01-25,2.3787,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,2.3734,
2013-01-29,2.3805,
2013-01-30,2.3959,
2013-01-31,2.3876,
2013-02-01,2.3936,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,2.3790,
2013-02-05,2.3837,
2013-02-06,2.3858,
2013-02-07,2.3940,
2013-02-08,2.3707,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,2.3744,
2013-02-12,2.3859,
2013-02-13,2.3788,
2013-02-14,2.3605,
2013-02-15,2.3572,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,2.3587,
2013-02-19,2.3720,
2013-02-20,2.3792,
2013-02-21,2.3656,
2013-02-22,2.3639,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,2.3879,
2013-02-26,2.3637,
2013-02-27,2.3640,
2013-02-28,2.3580,
2013-03-01,2.3457,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,2.3444,
2013-03-05,2.3391,
2013-03-06,2.3365,
2013-03-07,2.3407,
2013-03-08,2.3490,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,2.3438,
2013-03-12,2.3517,
2013-03-13,2.3510,
2013-03-14,2.3456,
2013-03-15,2.3666,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,2.3466,
2013-03-19,2.3509,
2013-03-20,2.3560,
2013-03-21,2.3425,
2013-03-22,2.3558,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,2.3528,
2013-03-26,2.3386,
2013-03-27,2.3271,
2013-03-28,2.3212,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,2.3170,
2013-04-03,2.3205,
2013-04-04,2.3176,
2013-04-05,2.3294,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,2.3292,
2013-04-09,2.3248,
2013-04-10,2.3370,
2013-04-11,2.3464,
2013-04-12,2.3353,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,2.3414,
2013-04-16,2.3524,
2013-04-17,2.3549,
2013-04-18,2.3422,
2013-04-19,2.3568,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,2.3515,
2013-04-23,2.3478,
2013-04-24,2.3476,
2013-04-25,2.3540,
2013-04-26,2.3420,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,2.3521,
2013-04-30,2.3520,
2013-05-01,.,No value available
2013-05-02,2.3633,
2013-05-03,2.3543,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,2.3543,
2013-05-07,2.3594,
2013-05-08,2.3570,
2013-05-09,2.3583,
2013-05-10,2.3403,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,2.3450,
2013-05-14,2.3506,
2013-05-15,2.3464,
2013-05-16,2.3591,
2013-05-17,2.3646,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,2.3736,
2013-05-21,2.3788,
2013-05-22,2.3791,
2013-05-23,2.3872,
2013-05-24,2.3913,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,2.3871,
2013-05-28,2.3912,
2013-05-29,2.4129,
2013-05-30,2.4274,
2013-05-31,2.4456,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,2.4605,
2013-06-04,2.4518,
2013-06-05,2.4592,
2013-06-06,2.4773,
2013-06-07,2.4980,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,2.5053,
2013-06-11,2.5172,
2013-06-12,2.4906,
2013-06-13,2.4897,
2013-06-14,2.4674,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,2.4906,
2013-06-18,2.5167,
2013-06-19,2.5238,
2013-06-20,2.5324,
2013-06-21,2.5515,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,2.5445,
2013-06-25,2.5315,
2013-06-26,2.5208,
2013-06-27,2.5070,
2013-06-28,2.5210,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,2.5099,
2013-07-02,2.5062,
2013-07-03,2.5264,
2013-07-04,2.5343,
2013-07-05,2.5110,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,2.5025,
2013-07-09,2.4955,
2013-07-10,2.4938,
2013-07-11,2.5359,
2013-07-12,2.5599,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,2.5303,
2013-07-16,2.5231,
2013-07-17,2.5299,
2013-07-18,2.5122,
2013-07-19,2.5227,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,2.5244,
2013-07-23,2.5195,
2013-07-24,2.5278,
2013-07-25,2.5424,
2013-07-26,2.5493,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,2.5535,
2013-07-30,2.5570,
2013-07-31,2.5623,
2013-08-01,2.5635,
2013-08-02,2.5711,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,2.5630,
2013-08-06,2.5620,
2013-08-07,2.5713,
2013-08-08,2.5708,
2013-08-09,2.5657,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,2.5566,
2013-08-13,2.5624,
2013-08-14,2.5664,
2013-08-15,2.5700,
2013-08-16,2.5844,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,2.6055,
2013-08-20,2.6091,
2013-08-21,2.6185,
2013-08-22,2.6463,
2013-08-23,2.6640,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,2.6698,
2013-08-27,2.7082,
2013-08-28,2.7650,
2013-08-29,2.6943,
2013-08-30,2.6868,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,2.6641,
2013-09-03,2.6985,
2013-09-04,2.7040,
2013-09-05,2.7421,
2013-09-06,2.7031,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,2.6955,
2013-09-10,2.6766,
2013-09-11,2.6690,
2013-09-12,2.6875,
2013-09-13,2.6955,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,2.6592,
2013-09-17,2.6839,
2013-09-18,2.6704,
2013-09-19,2.6491,
2013-09-20,2.6800,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,2.6880,
2013-09-24,2.6961,
2013-09-25,2.7087,
2013-09-26,2.7210,
2013-09-27,2.7566,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,2.7510,
2013-10-01,2.7270,
2013-10-02,2.7275,
2013-10-03,2.7241,
2013-10-04,2.7152,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,2.7087,
2013-10-08,2.6939,
2013-10-09,2.6857,
2013-10-10,2.6800,
