"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1995-11,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,117.14,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85,119.85
1995-12,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,106.64,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,116.09,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78,118.78
1996-01,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,105.42,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,114.76,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42,117.42
1996-02,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,114.36,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01,117.01
1996-03,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,104.80,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,114.09,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74,116.74
1996-04,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,104.32,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,113.57,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20
1996-05,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,113.32,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94,115.94
1996-06,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,113.16,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78
1996-07,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82,115.82
1996-08,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,113.19,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81
1996-09,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,103.85,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,113.06,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68,115.68
1996-10,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,112.36,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97,114.97
1996-11,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,102.84,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,111.96,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55,114.55
1996-12,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,102.16,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80,113.80
1997-01,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,109.74,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29
1997-02,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,100.68,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15,112.15
1997-03,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,109.53,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07,112.07
1997-04,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82
1997-05,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,100.23,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,109.11,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64,111.64
1997-06,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,100.41,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,109.31,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84,111.84
1997-07,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,100.69,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,109.62,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16
1997-08,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,100.96,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,109.92,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46,112.46
1997-09,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,101.11,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63,112.63
1997-10,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,100.81,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29,112.29
1997-11,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,100.66,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,109.59,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13
1997-12,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,109.01,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54,111.54
1998-01,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,99.52,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,108.35,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86,110.86
1998-02,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,108.44,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95,110.95
1998-03,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,108.80,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32
1998-04,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,108.85,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37,111.37
1998-05,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,108.90,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42,111.42
1998-06,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,100.39,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,109.29,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82
