"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1995-12,107.85,107.85,107.85,107.85,107.85,107.78,107.78,107.78,107.78,107.78,107.78,107.77,107.81,107.81,107.81,107.81,107.81,107.81,107.87,107.87,107.87,107.87,107.92,107.92,107.85,107.85,107.85,107.79,107.79,107.79,107.67,107.67,107.67,107.67,107.67,107.67,107.67,107.67,107.67,107.67,107.67,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,117.49,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33,120.33
1996-01,107.81,107.81,107.81,107.81,107.81,107.83,107.83,107.83,107.83,107.83,107.83,107.84,107.88,107.88,107.88,107.88,107.88,107.88,107.95,107.95,107.95,107.95,107.95,107.95,107.96,107.96,107.96,107.99,107.99,107.99,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,107.75,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,117.58,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42,120.42
1996-02,106.91,106.91,106.91,106.91,106.91,107.00,107.00,107.00,107.00,107.00,107.00,107.01,107.01,107.01,107.01,107.01,107.01,107.01,107.13,107.13,107.13,107.13,107.12,107.12,107.13,107.13,107.13,107.13,107.13,107.13,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,116.80,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62
1996-03,106.92,106.92,106.92,106.92,106.92,106.91,106.91,106.91,106.91,106.91,106.91,106.88,106.84,106.84,106.84,106.84,106.84,106.84,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.94,106.92,106.92,106.92,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,106.91,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48
1996-04,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.89,105.93,105.94,105.94,105.94,105.94,105.94,105.97,105.97,105.97,105.97,105.97,105.97,105.99,105.99,105.99,105.99,105.99,105.99,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,115.54,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33,118.33
1996-05,105.76,105.76,105.76,105.76,105.76,105.77,105.77,105.77,105.77,105.77,105.77,105.77,105.76,105.76,105.76,105.76,105.76,105.76,105.83,105.83,105.83,105.83,105.81,105.81,105.81,105.81,105.81,105.80,105.80,105.80,105.66,105.66,105.66,105.66,105.66,105.66,105.66,105.66,105.66,105.66,105.66,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09,118.09
1996-06,105.19,105.19,105.19,105.19,105.19,105.18,105.18,105.18,105.18,105.18,105.18,105.17,105.11,105.10,105.10,105.10,105.10,105.10,105.21,105.21,105.21,105.21,105.20,105.20,105.20,105.20,105.20,105.18,105.18,105.18,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,114.81,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59,117.59
1996-07,104.53,104.53,104.53,104.53,104.53,104.56,104.56,104.56,104.56,104.56,104.56,104.57,104.60,104.60,104.60,104.60,104.60,104.60,104.69,104.69,104.69,104.69,104.68,104.68,104.67,104.67,104.67,104.68,104.68,104.68,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78,116.78
1996-08,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.92,104.92,104.92,104.92,104.92,104.92,104.96,104.96,104.96,104.96,104.96,104.96,104.96,104.96,104.96,104.96,104.96,104.96,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,114.43,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20,117.20
1996-09,104.54,104.54,104.54,104.54,104.54,104.53,104.53,104.53,104.53,104.53,104.53,104.52,104.49,104.49,104.49,104.49,104.49,104.49,104.57,104.57,104.57,104.57,104.57,104.57,104.57,104.57,104.57,104.57,104.57,104.57,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,114.05,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81,116.81
1996-10,103.36,103.36,103.36,103.36,103.36,103.37,103.37,103.37,103.37,103.37,103.37,103.38,103.39,103.39,103.39,103.39,103.39,103.39,103.45,103.45,103.45,103.45,103.45,103.45,103.46,103.46,103.46,103.47,103.47,103.47,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,103.29,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,112.71,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43,115.43
1996-11,104.20,104.20,104.20,104.20,104.20,104.20,104.20,104.20,104.20,104.20,104.20,104.20,104.19,104.19,104.19,104.19,104.19,104.19,104.29,104.29,104.29,104.29,104.29,104.29,104.29,104.29,104.29,104.31,104.31,104.31,104.19,104.19,104.19,104.19,104.19,104.19,104.19,104.19,104.19,104.19,104.19,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,113.69,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44,116.44
1996-12,103.56,103.56,103.56,103.56,103.56,103.36,103.36,103.36,103.36,103.36,103.36,103.35,103.41,103.41,103.41,103.41,103.41,103.41,103.44,103.44,103.44,103.44,103.50,103.50,103.48,103.48,103.48,103.21,103.21,103.21,103.08,103.08,103.08,103.08,103.08,103.08,103.08,103.08,103.08,103.08,103.08,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,112.48,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20,115.20
1997-01,102.33,102.33,102.33,102.33,102.33,102.33,102.33,102.33,102.33,102.33,102.33,102.34,102.36,102.36,102.36,102.36,102.36,102.36,102.45,102.45,102.45,102.45,102.44,102.44,102.45,102.45,102.45,102.47,102.47,102.47,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,102.28,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,111.61,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31,114.31
1997-02,102.51,102.51,102.51,102.51,102.51,102.48,102.48,102.48,102.48,102.48,102.48,102.48,102.48,102.48,102.48,102.48,102.48,102.48,102.56,102.56,102.56,102.56,102.56,102.56,102.56,102.56,102.56,102.57,102.57,102.57,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,111.80,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50,114.50
1997-03,102.90,102.90,102.90,102.90,102.90,102.85,102.85,102.85,102.85,102.85,102.85,102.81,102.70,102.70,102.70,102.70,102.70,102.70,102.85,102.85,102.85,102.85,102.84,102.84,102.82,102.82,102.82,102.78,102.78,102.78,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,102.99,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,112.39,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.11
1997-04,101.63,101.63,101.63,101.63,101.63,101.65,101.65,101.65,101.65,101.65,101.65,101.67,101.82,101.83,101.83,101.83,101.83,101.83,101.79,101.79,101.79,101.79,101.80,101.80,101.82,101.82,101.82,101.86,101.86,101.86,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,101.54,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,110.80,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48
1997-05,99.05,99.05,99.05,99.05,99.05,99.11,99.11,99.11,99.11,99.11,99.11,99.10,98.94,98.94,98.94,98.94,98.94,98.94,99.03,99.03,99.03,99.03,99.01,99.01,98.99,98.99,98.99,98.97,98.97,98.97,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,99.10,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,108.14,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75,110.75
1997-06,102.20,102.20,102.20,102.20,102.20,102.21,102.21,102.21,102.21,102.21,102.21,102.21,102.22,102.21,102.21,102.21,102.21,102.21,102.30,102.30,102.30,102.30,102.29,102.29,102.30,102.30,102.30,102.30,102.30,102.30,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,102.13,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,111.45,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14,114.14
1997-07,103.25,103.25,103.25,103.25,103.25,103.27,103.27,103.27,103.27,103.27,103.27,103.28,103.31,103.32,103.32,103.32,103.32,103.32,103.38,103.38,103.38,103.38,103.38,103.38,103.37,103.37,103.37,103.38,103.38,103.38,103.17,103.17,103.17,103.17,103.17,103.17,103.17,103.17,103.17,103.17,103.17,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,112.58,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30,115.30
1997-08,100.11,100.11,100.11,100.11,100.11,100.09,100.09,100.09,100.09,100.09,100.09,100.09,100.04,100.03,100.03,100.03,100.03,100.03,100.13,100.13,100.13,100.13,100.13,100.13,100.12,100.12,100.12,100.11,100.11,100.11,100.12,100.12,100.12,100.12,100.12,100.12,100.12,100.12,100.12,100.12,100.12,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89,111.89
1997-09,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.14,101.15,101.16,101.16,101.16,101.16,101.16,101.16,101.22,101.22,101.22,101.22,101.22,101.22,101.23,101.23,101.23,101.24,101.24,101.24,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,110.29,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96,112.96
1997-10,102.23,102.23,102.23,102.23,102.23,102.20,102.20,102.20,102.20,102.20,102.20,102.21,102.23,102.23,102.23,102.23,102.23,102.23,102.33,102.33,102.33,102.33,102.33,102.33,102.34,102.34,102.34,102.35,102.35,102.35,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,111.49,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18
1997-11,101.80,101.80,101.80,101.80,101.80,101.79,101.79,101.79,101.79,101.79,101.79,101.78,101.76,101.76,101.76,101.76,101.76,101.76,101.86,101.86,101.86,101.86,101.86,101.86,101.85,101.85,101.85,101.88,101.88,101.88,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,111.07,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75,113.75
1997-12,102.36,102.36,102.36,102.36,102.36,102.30,102.30,102.30,102.30,102.30,102.30,102.30,102.37,102.37,102.37,102.37,102.37,102.37,102.38,102.38,102.38,102.38,102.44,102.44,102.45,102.45,102.45,102.32,102.32,102.32,102.19,102.19,102.19,102.19,102.19,102.19,102.19,102.19,102.19,102.19,102.19,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,111.51,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21
1998-01,101.00,101.00,101.00,101.00,101.00,100.98,100.98,100.98,100.98,100.98,100.98,100.98,100.97,100.97,100.97,100.97,100.97,100.97,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.04,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,100.94,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81,112.81
1998-02,102.12,102.12,102.12,102.12,102.12,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.01,102.01,102.01,102.01,102.01,102.01,102.01,102.01,102.01,102.01,102.01,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01
1998-03,101.97,101.97,101.97,101.97,101.97,101.96,101.96,101.96,101.96,101.96,101.96,101.95,101.96,101.96,101.96,101.96,101.96,101.96,102.03,102.03,102.03,102.03,102.03,102.03,102.04,102.04,102.04,102.03,102.03,102.03,101.92,101.92,101.92,101.92,101.92,101.92,101.92,101.92,101.92,101.92,101.92,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.22,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91,113.91
1998-04,102.02,102.02,102.02,102.02,102.02,102.01,102.01,102.01,102.01,102.01,102.01,102.01,102.13,102.13,102.13,102.13,102.13,102.13,102.08,102.08,102.08,102.08,102.09,102.09,102.09,102.09,102.09,102.11,102.11,102.11,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02,114.02
1998-05,101.65,101.65,101.65,101.65,101.65,101.81,101.81,101.81,101.81,101.81,101.81,101.80,101.58,101.58,101.58,101.58,101.58,101.58,101.65,101.65,101.65,101.65,101.62,101.62,101.61,101.61,101.61,101.60,101.60,101.60,101.76,101.76,101.76,101.76,101.76,101.76,101.76,101.76,101.76,101.76,101.76,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,111.04,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72
1998-06,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.66,101.65,101.65,101.65,101.65,101.65,101.72,101.72,101.72,101.72,101.71,101.71,101.71,101.71,101.71,101.72,101.72,101.72,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,101.53,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,110.79,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47
1998-07,102.60,102.60,102.60,102.60,102.60,102.62,102.62,102.62,102.62,102.62,102.62,102.62,102.66,102.66,102.66,102.66,102.66,102.66,102.68,102.68,102.68,102.68,102.68,102.68,102.66,102.66,102.66,102.68,102.68,102.68,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,102.46,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,111.81,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51,114.51
