"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1995-12,98.32,97.81,97.81,97.71,97.71,97.71,98.14,98.14,98.14,98.14,98.14,98.14,98.13,98.13,98.14,98.14,98.14,98.14,98.16,98.16,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.23,98.23,98.23,98.23,98.23,98.23,98.25,98.25,98.25,98.25,98.25,98.25,98.25,98.25,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35,91.35
1996-01,97.47,97.92,97.92,97.93,97.93,97.93,98.08,98.08,98.08,98.08,98.08,98.08,98.08,98.08,98.07,98.07,98.07,98.07,98.11,98.11,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.14,98.14,98.14,98.14,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26
1996-02,97.06,97.93,97.93,97.94,97.94,97.94,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.78,97.78,97.80,97.80,97.80,97.80,97.80,97.80,97.80,97.78,97.78,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,97.77,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90
1996-03,96.13,96.32,96.32,96.31,96.31,96.31,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.20,96.21,96.21,96.21,96.21,96.21,96.21,96.21,96.21,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,94.63,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45,89.45
1996-04,95.81,96.21,96.21,96.22,96.22,96.22,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.09,96.13,96.13,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.27,96.27,96.27,96.27,96.27,96.27,96.12,96.12,96.12,96.12,96.12,96.12,96.12,96.12,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37
1996-05,95.87,96.17,96.17,96.19,96.19,96.19,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.94,95.94,95.94,95.94,95.97,95.97,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.61,95.61,95.61,95.61,95.61,95.61,95.63,95.63,95.63,95.63,95.63,95.63,95.63,95.63,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,94.06,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91,88.91
1996-06,95.61,95.75,95.75,95.74,95.74,95.74,95.91,95.91,95.91,95.91,95.91,95.91,95.92,95.92,95.91,95.91,95.91,95.91,95.96,95.96,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.95,95.97,95.97,95.97,95.97,95.97,95.97,95.97,95.97,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22
1996-07,95.86,95.55,95.55,95.58,95.58,95.58,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.41,95.40,95.40,95.40,95.40,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.43,95.43,95.43,95.43,95.43,95.43,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,93.88,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74
1996-08,95.93,95.75,95.75,95.76,95.76,95.76,95.75,95.75,95.75,95.75,95.75,95.75,95.76,95.76,95.75,95.75,95.75,95.75,95.78,95.78,95.78,95.78,95.78,95.80,95.80,95.80,95.80,95.77,95.77,95.77,95.77,95.77,95.77,95.79,95.79,95.79,95.79,95.79,95.79,95.79,95.79,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06,89.06
1996-09,96.17,95.90,95.90,95.91,95.91,95.91,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.04,96.04,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.07,96.08,96.08,96.08,96.08,96.08,96.08,96.08,96.08,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33,89.33
1996-10,95.36,95.14,95.14,95.17,95.17,95.17,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.05,95.08,95.08,95.11,95.11,95.11,95.11,95.11,95.11,95.11,95.15,95.15,95.15,95.15,95.15,95.15,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,93.60,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48
1996-11,95.39,95.13,95.13,95.14,95.14,95.14,95.22,95.22,95.22,95.22,95.22,95.22,95.21,95.21,95.22,95.22,95.22,95.22,95.26,95.26,95.28,95.28,95.28,95.27,95.27,95.27,95.27,95.26,95.26,95.27,95.27,95.27,95.27,95.28,95.28,95.28,95.28,95.28,95.28,95.28,95.28,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58,88.58
1996-12,95.09,94.81,94.81,94.65,94.65,94.65,94.97,94.97,94.97,94.97,94.97,94.97,94.96,94.96,94.98,94.98,94.98,94.98,95.01,95.01,95.04,95.04,95.04,95.04,95.04,95.04,95.04,95.07,95.07,95.07,95.07,95.07,95.07,95.08,95.08,95.08,95.08,95.08,95.08,95.08,95.08,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,93.52,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40,88.40
1997-01,94.48,94.66,94.66,94.68,94.68,94.68,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.79,94.79,94.79,94.79,94.82,94.82,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.84,94.84,94.83,94.83,94.83,94.83,94.84,94.84,94.84,94.84,94.84,94.84,94.84,94.84,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,93.28,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17,88.17
1997-02,95.21,95.54,95.54,95.55,95.55,95.55,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.54,95.54,95.54,95.54,95.54,95.53,95.53,95.53,95.53,95.54,95.54,95.53,95.53,95.53,95.53,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81,88.81
1997-03,94.37,94.57,94.57,94.57,94.57,94.57,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.53,94.53,94.52,94.52,94.51,94.51,94.51,94.51,94.51,94.51,94.51,94.51,94.51,94.51,94.51,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88
1997-04,94.28,94.52,94.52,94.54,94.54,94.54,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.44,94.47,94.47,94.56,94.56,94.56,94.55,94.55,94.55,94.55,94.56,94.56,94.56,94.56,94.56,94.56,94.46,94.46,94.46,94.46,94.46,94.46,94.46,94.46,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,92.91,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82,87.82
1997-05,93.91,94.05,94.05,94.07,94.07,94.07,93.97,93.97,93.97,93.97,93.97,93.97,93.97,93.97,93.96,93.96,93.96,93.96,93.99,93.99,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.91,93.91,93.90,93.90,93.90,93.90,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32,87.32
1997-06,94.42,94.51,94.51,94.52,94.52,94.52,94.51,94.51,94.51,94.51,94.51,94.51,94.52,94.52,94.51,94.51,94.51,94.51,94.55,94.55,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.53,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,92.99,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90,87.90
1997-07,94.22,94.15,94.15,94.18,94.18,94.18,94.06,94.06,94.06,94.06,94.06,94.06,94.07,94.07,94.06,94.06,94.06,94.06,94.10,94.10,94.09,94.09,94.10,94.09,94.09,94.09,94.09,94.09,94.09,94.10,94.10,94.10,94.10,94.11,94.11,94.11,94.11,94.11,94.11,94.11,94.11,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49
1997-08,93.97,93.91,93.91,93.93,93.93,93.93,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.06,94.06,94.02,94.02,94.02,94.05,94.05,94.05,94.05,94.00,94.00,94.01,94.01,94.01,94.01,94.02,94.02,94.02,94.02,94.02,94.02,94.02,94.02,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,92.48,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42,87.42
1997-09,93.96,93.80,93.80,93.83,93.83,93.83,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.77,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.79,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.80,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,92.26,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21,87.21
1997-10,94.40,94.28,94.28,94.31,94.31,94.31,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.18,94.22,94.22,94.21,94.21,94.21,94.21,94.21,94.21,94.21,94.22,94.22,94.21,94.21,94.21,94.21,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,92.67,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60,87.60
1997-11,95.22,95.09,95.09,95.10,95.10,95.10,95.29,95.29,95.29,95.29,95.29,95.29,95.28,95.28,95.29,95.29,95.29,95.29,95.32,95.32,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.31,95.31,95.31,95.31,95.31,95.31,95.31,95.31,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61
1997-12,94.65,94.50,94.50,94.26,94.26,94.26,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.53,94.53,94.53,94.53,94.56,94.56,94.58,94.58,94.58,94.58,94.58,94.58,94.58,94.61,94.61,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98,87.98
1998-01,94.47,94.51,94.51,94.52,94.52,94.52,94.72,94.72,94.72,94.72,94.72,94.72,94.72,94.72,94.74,94.74,94.74,94.74,94.76,94.76,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.77,94.77,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,93.20,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10,88.10
1998-02,95.21,95.35,95.35,95.37,95.37,95.37,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.32,95.35,95.35,95.31,95.31,95.31,95.31,95.31,95.31,95.31,95.32,95.32,95.31,95.31,95.31,95.31,95.31,95.31,95.31,95.31,95.31,95.31,95.31,95.31,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,93.74,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61,88.61
1998-03,94.77,94.93,94.93,94.96,94.96,94.96,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.81,94.80,94.80,94.80,94.80,94.82,94.82,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,94.78,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12
1998-04,95.44,95.58,95.58,95.61,95.61,95.61,95.52,95.52,95.52,95.52,95.52,95.52,95.53,95.53,95.53,95.53,95.53,95.53,95.55,95.55,95.59,95.59,95.59,95.59,95.59,95.59,95.59,95.61,95.61,95.61,95.61,95.61,95.61,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,93.99,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85
1998-05,95.59,95.60,95.60,95.62,95.62,95.62,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.62,95.62,95.62,95.62,95.65,95.65,95.87,95.87,95.87,95.86,95.86,95.86,95.86,95.84,95.84,95.84,95.84,95.84,95.84,95.85,95.85,95.85,95.85,95.85,95.85,95.85,95.85,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12,89.12
1998-06,96.42,96.46,96.46,96.49,96.49,96.49,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.35,96.35,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.33,96.33,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,96.34,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57,89.57
1998-07,95.97,95.95,95.95,95.98,95.98,95.98,95.89,95.89,95.89,95.89,95.89,95.89,95.90,95.90,95.90,95.90,95.90,95.90,95.93,95.93,95.91,95.91,95.91,95.91,95.91,95.91,95.91,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,95.93,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,94.35,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19,89.19
