"",2006-03-30,2006-04-27,2006-05-31,2006-06-29,2006-08-01,2006-08-31,2006-09-28,2006-11-02,2006-11-30,2007-01-03,2007-01-31,2007-02-28,2007-03-29,2007-05-02,2007-05-31,2007-06-28,2007-07-31,2007-08-30,2007-09-27,2007-10-30,2007-11-29,2008-01-03,2008-01-31,2008-02-28,2008-04-01,2008-04-30,2008-05-29,2008-07-01,2008-07-31,2008-08-28,2008-09-30,2008-10-30,2008-11-27,2009-01-07,2009-01-29,2009-02-26,2009-03-31,2009-04-30,2009-05-28,2009-06-30,2009-07-30,2009-09-01,2009-09-30,2009-10-29,2009-12-01,2010-01-05,2010-01-28,2010-02-25,2010-03-31,2010-04-29,2010-06-01,2010-06-30,2010-07-29,2010-08-31,2010-09-30,2010-10-28,2010-11-30,2011-01-04,2011-02-01,2011-03-01,2011-03-31,2011-04-28,2011-05-31,2011-06-30,2011-07-28,2011-08-31,2011-09-29,2011-11-02,2011-11-30,2012-01-03,2012-01-31,2012-02-29,2012-03-29,2012-05-02,2012-05-31,2012-06-28,2012-07-31,2012-08-30,2012-09-27,2012-10-30,2012-11-29,2013-01-03,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-29,2013-06-27,2013-07-31,2013-08-29,2013-10-01,2013-10-30,2013-11-28,2014-01-07,2014-01-30,2014-02-27,2014-04-01,2014-04-30,2014-05-28,2014-07-01,2014-07-31,2014-08-28,2014-09-30,2014-10-30,2014-11-27,2015-01-07,2015-01-29,2015-02-26
2005-06,26225,26222,26218,26217,26211,26209,26215,26216,26217,26217,26211,26216,26212,26213,26211,26211,26206,26209,26216,26219,26219,26221,26219,26218,26218,26217,26219,26220,26220,26221,26221,26220,26221,26221,26221,26221,26222,26222,26222,26223,26223,26223,26224,26225,26223,26223,26223,26223,26223,26223,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26222,26223,26223,26223,26222,26224,26224,26224,26224,26224,26224,26224,26224,26224,26224,26224,26224,26223,26223,26223,26224,26224,26224,26224,26224,26224,26224,26224,26223,26223,26223,26223,26325,26340,26325,26340,26340,26340,26340
2005-07,26211,26208,26204,26201,26199,26199,26194,26188,26190,26192,26200,26195,26190,26193,26191,26191,26200,26189,26188,26194,26195,26195,26194,26194,26193,26193,26196,26197,26196,26196,26197,26196,26197,26197,26196,26195,26196,26197,26197,26198,26199,26199,26199,26199,26198,26199,26199,26199,26199,26199,26198,26198,26198,26198,26198,26198,26198,26198,26197,26197,26196,26196,26196,26196,26196,26196,26196,26196,26196,26196,26199,26199,26199,26196,26200,26200,26200,26200,26200,26200,26200,26200,26200,26200,26200,26200,26199,26199,26199,26200,26200,26200,26200,26200,26200,26200,26200,26200,26200,26200,26200,26303,26323,26303,26323,26323,26323,26323
2005-08,26216,26211,26209,26208,26203,26201,26197,26192,26193,26198,26194,26202,26200,26202,26201,26200,26199,26201,26199,26198,26201,26203,26200,26201,26202,26202,26205,26206,26205,26206,26207,26207,26207,26206,26204,26204,26204,26204,26205,26207,26208,26207,26208,26208,26206,26208,26208,26209,26209,26208,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26206,26210,26210,26210,26206,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26211,26211,26211,26211,26330,26348,26330,26348,26348,26348,26348
2005-09,26190,26184,26182,26183,26180,26177,26173,26173,26169,26174,26187,26176,26190,26191,26189,26188,26199,26192,26188,26187,26188,26194,26191,26194,26194,26195,26196,26197,26197,26197,26199,26199,26206,26198,26195,26194,26194,26194,26195,26197,26197,26197,26197,26198,26204,26204,26205,26206,26205,26205,26205,26204,26204,26204,26204,26204,26205,26205,26205,26205,26205,26205,26205,26205,26205,26205,26205,26205,26206,26206,26210,26210,26210,26206,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26209,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26346,26366,26346,26367,26367,26367,26367
2005-10,26213,26198,26198,26201,26198,26198,26192,26191,26188,26181,26177,26180,26185,26207,26205,26204,26199,26210,26203,26203,26204,26203,26200,26204,26208,26205,26205,26204,26204,26204,26206,26207,26207,26208,26205,26203,26202,26202,26203,26204,26205,26204,26204,26204,26204,26204,26204,26206,26205,26204,26204,26204,26204,26205,26205,26204,26205,26205,26204,26204,26204,26204,26204,26205,26204,26204,26204,26204,26204,26204,26210,26210,26210,26204,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26211,26211,26211,26211,26353,26370,26353,26370,26370,26370,26370
2005-11,26210,26185,26198,26204,26201,26201,26196,26197,26194,26191,26166,26191,26201,26203,26214,26213,26198,26221,26211,26208,26209,26207,26208,26213,26218,26219,26221,26220,26220,26220,26221,26222,26222,26223,26224,26223,26222,26222,26220,26220,26222,26221,26220,26220,26221,26221,26221,26221,26221,26222,26221,26222,26222,26221,26222,26222,26221,26221,26224,26224,26224,26224,26224,26224,26224,26224,26224,26224,26224,26224,26230,26230,26230,26224,26231,26231,26231,26231,26231,26231,26231,26231,26231,26231,26231,26231,26230,26230,26230,26231,26231,26231,26231,26231,26231,26231,26231,26231,26231,26231,26231,26379,26393,26379,26393,26393,26393,26393
2005-12,26176,26150,26147,26186,26184,26183,26180,26183,26182,26180,26160,26178,26198,26201,26201,26204,26198,26215,26201,26198,26196,26199,26200,26199,26202,26204,26199,26205,26204,26204,26204,26204,26203,26205,26207,26207,26205,26204,26204,26201,26202,26201,26200,26199,26200,26200,26199,26200,26199,26199,26201,26201,26201,26201,26201,26201,26201,26202,26201,26201,26201,26202,26202,26202,26202,26202,26202,26202,26202,26202,26209,26209,26209,26202,26210,26209,26209,26209,26209,26209,26209,26210,26210,26210,26210,26210,26209,26209,26209,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26210,26359,26374,26359,26374,26374,26374,26374
2006-01,26162,26125,26124,26160,26137,26135,26132,26136,26136,26134,26161,26132,26122,26103,26105,26107,26204,26111,26109,26105,26104,26102,26105,26102,26100,26103,26096,26091,26092,26094,26093,26092,26090,26094,26095,26095,26096,26094,26092,26091,26091,26090,26089,26088,26088,26088,26087,26087,26087,26087,26089,26090,26090,26089,26090,26090,26091,26091,26090,26090,26090,26090,26090,26089,26090,26090,26090,26090,26090,26090,26085,26085,26085,26090,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26085,26086,26086,26086,26086,26272,26293,26272,26293,26293,26293,26293
2006-02,,26136,26108,26152,26166,26152,26150,26155,26157,26156,26179,26155,26144,26129,26133,26135,26220,26130,26140,26136,26133,26130,26134,26132,26131,26130,26127,26122,26124,26118,26117,26117,26114,26117,26118,26119,26119,26119,26117,26114,26113,26115,26114,26113,26112,26112,26112,26111,26111,26111,26112,26114,26114,26113,26114,26114,26113,26114,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26113,26097,26097,26097,26113,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26097,26096,26096,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26299,26313,26299,26313,26313,26313,26313
2006-03,,,26134,26183,26199,26206,26189,26195,26200,26199,26215,26198,26195,26186,26186,26184,26251,26175,26187,26183,26179,26177,26179,26177,26176,26174,26175,26169,26169,26169,26165,26165,26162,26163,26165,26167,26167,26167,26167,26164,26162,26163,26164,26163,26162,26162,26161,26160,26161,26161,26162,26163,26163,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26162,26153,26153,26153,26162,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26154,26153,26153,26153,26153,26154,26154,26153,26153,26153,26153,26153,26153,26153,26153,26153,26336,26348,26336,26348,26348,26348,26348
2006-04,,,,26225,26231,26241,26233,26264,26269,26270,26267,26268,26259,26261,26258,26258,26294,26245,26251,26261,26257,26253,26255,26251,26249,26249,26249,26251,26248,26249,26250,26248,26247,26247,26249,26250,26251,26251,26252,26252,26249,26250,26250,26250,26250,26250,26249,26248,26249,26249,26249,26249,26249,26249,26248,26249,26249,26249,26248,26248,26248,26247,26247,26247,26247,26247,26247,26247,26247,26247,26243,26243,26243,26247,26244,26244,26244,26244,26244,26244,26244,26244,26244,26244,26244,26244,26243,26243,26243,26244,26244,26244,26244,26244,26244,26244,26244,26244,26244,26244,26244,26419,26436,26419,26436,26436,26436,26436
2006-05,,,,,26275,26319,26314,26332,26348,26351,26325,26349,26341,26344,26342,26343,26343,26336,26343,26345,26350,26346,26347,26345,26343,26342,26343,26344,26345,26348,26350,26348,26348,26348,26349,26350,26351,26352,26352,26353,26353,26354,26355,26355,26354,26354,26353,26353,26353,26353,26352,26352,26352,26352,26351,26352,26352,26352,26351,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26350,26528,26542,26528,26542,26542,26542,26542
2006-06,,,,,,26332,26346,26364,26378,26389,26384,26388,26384,26386,26383,26382,26393,26381,26391,26395,26395,26396,26396,26395,26393,26392,26395,26396,26397,26397,26398,26397,26398,26398,26398,26399,26400,26400,26402,26403,26403,26403,26405,26405,26404,26404,26404,26404,26405,26404,26403,26401,26401,26402,26400,26402,26401,26401,26401,26401,26400,26400,26400,26400,26400,26400,26400,26400,26400,26400,26402,26402,26402,26400,26402,26402,26402,26402,26403,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26402,26563,26577,26563,26577,26577,26577,26577
2006-07,,,,,,,26387,26422,26434,26450,26438,26446,26440,26444,26441,26441,26437,26438,26436,26444,26445,26446,26445,26445,26444,26444,26447,26449,26449,26448,26448,26447,26449,26449,26447,26446,26447,26448,26449,26452,26453,26452,26453,26454,26453,26453,26453,26454,26455,26454,26452,26451,26451,26451,26451,26451,26450,26450,26450,26450,26450,26450,26450,26450,26449,26449,26450,26450,26450,26450,26453,26453,26453,26450,26454,26454,26454,26454,26454,26454,26454,26454,26454,26454,26454,26454,26453,26453,26453,26454,26454,26454,26454,26454,26454,26454,26454,26454,26454,26454,26454,26599,26615,26599,26615,26615,26615,26615
2006-08,,,,,,,,26442,26458,26478,26483,26473,26470,26472,26470,26470,26475,26471,26467,26464,26470,26471,26468,26469,26471,26471,26473,26477,26476,26477,26477,26479,26480,26477,26475,26474,26475,26475,26476,26480,26480,26480,26481,26481,26480,26480,26481,26482,26482,26481,26479,26478,26478,26479,26478,26478,26477,26477,26478,26478,26478,26477,26477,26478,26477,26477,26477,26477,26477,26477,26482,26482,26482,26477,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26482,26483,26483,26483,26483,26616,26631,26616,26630,26630,26630,26630
2006-09,,,,,,,,,26477,26504,26525,26510,26490,26490,26487,26486,26512,26492,26487,26484,26486,26498,26492,26496,26495,26497,26499,26501,26500,26501,26503,26505,26509,26501,26497,26494,26495,26495,26497,26499,26501,26500,26500,26502,26506,26506,26508,26509,26509,26508,26507,26505,26505,26506,26506,26506,26506,26506,26506,26507,26507,26507,26507,26507,26507,26507,26507,26507,26507,26507,26512,26512,26512,26507,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26512,26634,26649,26634,26650,26650,26650,26650
2006-10,,,,,,,,,,26559,26561,26576,26586,26549,26545,26545,26554,26552,26544,26545,26544,26543,26539,26545,26549,26544,26543,26543,26543,26543,26545,26547,26547,26549,26544,26541,26537,26538,26540,26541,26543,26542,26543,26543,26544,26544,26545,26547,26546,26548,26547,26545,26545,26546,26546,26546,26546,26546,26546,26547,26547,26547,26547,26548,26547,26547,26547,26547,26547,26547,26552,26552,26552,26547,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26552,26553,26553,26553,26553,26681,26693,26681,26693,26693,26693,26693
2006-11,,,,,,,,,,,26593,26603,26620,26623,26595,26594,26606,26605,26592,26589,26589,26588,26588,26595,26601,26604,26608,26606,26606,26607,26607,26609,26609,26611,26616,26612,26611,26611,26607,26610,26611,26610,26609,26609,26611,26610,26610,26612,26610,26611,26612,26613,26613,26612,26613,26612,26613,26613,26614,26614,26615,26616,26616,26617,26616,26616,26616,26616,26616,26616,26622,26622,26622,26616,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26622,26737,26746,26737,26746,26746,26746,26746
2006-12,,,,,,,,,,,,26629,26649,26653,26647,26638,26665,26653,26637,26631,26631,26633,26636,26632,26637,26640,26633,26643,26641,26643,26642,26643,26642,26644,26648,26648,26644,26644,26643,26637,26639,26637,26635,26635,26636,26636,26635,26634,26632,26632,26635,26636,26636,26636,26637,26637,26638,26638,26637,26637,26638,26639,26639,26639,26639,26639,26639,26639,26639,26639,26646,26646,26646,26639,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26646,26775,26788,26775,26788,26788,26788,26788
2007-01,,,,,,,,,,,,,26758,26734,26731,26724,26726,26751,26749,26744,26742,26741,26743,26741,26737,26740,26731,26722,26726,26728,26727,26725,26723,26727,26728,26729,26729,26725,26724,26722,26722,26720,26718,26716,26717,26717,26715,26714,26714,26716,26720,26721,26721,26720,26721,26721,26722,26722,26721,26722,26722,26722,26722,26721,26722,26722,26722,26722,26722,26722,26717,26717,26717,26722,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26717,26876,26893,26876,26893,26893,26893,26893
2007-02,,,,,,,,,,,,,,26790,26786,26780,26785,26812,26826,26820,26817,26813,26818,26816,26814,26812,26809,26801,26804,26795,26794,26792,26788,26791,26794,26795,26797,26795,26791,26788,26785,26788,26786,26783,26784,26784,26781,26780,26780,26781,26787,26789,26789,26786,26789,26789,26788,26789,26788,26788,26788,26788,26788,26787,26788,26788,26788,26788,26788,26788,26772,26772,26772,26788,26770,26770,26770,26770,26769,26770,26770,26770,26770,26770,26770,26769,26771,26771,26771,26770,26769,26769,26770,26770,26770,26770,26769,26769,26769,26769,26769,26942,26956,26942,26956,26956,26956,26956
2007-03,,,,,,,,,,,,,,,26820,26828,26835,26856,26868,26863,26859,26856,26860,26855,26854,26852,26854,26843,26844,26846,26838,26837,26832,26835,26837,26839,26840,26840,26840,26835,26832,26833,26834,26833,26832,26832,26829,26828,26828,26828,26829,26832,26832,26831,26830,26831,26832,26832,26830,26831,26831,26830,26830,26829,26830,26830,26830,26830,26830,26829,26821,26822,26821,26829,26822,26822,26821,26821,26821,26821,26822,26822,26822,26822,26821,26821,26821,26821,26821,26821,26821,26821,26821,26821,26821,26821,26821,26821,26822,26821,26821,26980,26990,26980,26990,26990,26990,26990
2007-04,,,,,,,,,,,,,,,,26860,26876,26892,26920,26888,26883,26880,26881,26876,26874,26872,26874,26877,26872,26873,26874,26873,26870,26870,26872,26874,26876,26876,26876,26877,26873,26874,26874,26874,26874,26874,26873,26871,26871,26871,26871,26871,26871,26871,26870,26871,26871,26871,26870,26870,26869,26869,26869,26867,26869,26868,26868,26868,26868,26867,26864,26864,26864,26867,26865,26865,26865,26865,26865,26865,26865,26865,26865,26865,26865,26865,26864,26864,26864,26865,26865,26865,26865,26865,26865,26865,26865,26865,26865,26865,26865,27023,27035,27023,27035,27035,27035,27035
2007-05,,,,,,,,,,,,,,,,,26909,26899,26929,26919,26894,26890,26890,26887,26884,26883,26884,26887,26889,26893,26896,26894,26894,26893,26894,26896,26898,26899,26899,26901,26901,26905,26906,26906,26904,26904,26904,26903,26904,26904,26902,26901,26901,26899,26899,26899,26900,26900,26898,26898,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,26897,27059,27073,27059,27073,27073,27073,27073
2007-06,,,,,,,,,,,,,,,,,,26906,26935,26928,26913,26900,26900,26898,26895,26895,26899,26900,26901,26900,26903,26901,26904,26902,26902,26903,26905,26906,26908,26910,26911,26910,26913,26915,26912,26913,26913,26913,26915,26914,26911,26910,26910,26910,26908,26909,26908,26909,26908,26908,26907,26907,26907,26907,26907,26907,26907,26907,26906,26906,26908,26908,26908,26907,26909,26909,26909,26909,26910,26909,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26908,26909,26909,26909,26909,27079,27100,27079,27100,27100,27100,27100
2007-07,,,,,,,,,,,,,,,,,,,26988,26982,26967,26956,26954,26954,26952,26952,26956,26959,26958,26957,26956,26956,26960,26959,26956,26956,26957,26958,26960,26964,26964,26963,26966,26969,26966,26968,26968,26969,26970,26969,26965,26964,26964,26964,26964,26964,26963,26963,26963,26963,26962,26962,26962,26962,26962,26962,26962,26962,26961,26962,26966,26965,26965,26962,26966,26967,26967,26967,26967,26967,26966,26967,26967,26967,26966,26967,26966,26966,26966,26967,26967,26967,26967,26967,26967,26967,26967,26966,26966,26966,26966,27161,27172,27161,27172,27172,27172,27172
2007-08,,,,,,,,,,,,,,,,,,,,27044,27015,27004,27003,27008,27009,27009,27013,27017,27017,27017,27019,27021,27023,27020,27017,27015,27016,27017,27019,27023,27024,27024,27024,27026,27024,27024,27027,27028,27028,27027,27023,27021,27021,27022,27022,27021,27020,27019,27020,27021,27019,27019,27019,27021,27019,27019,27019,27019,27019,27019,27023,27023,27023,27019,27024,27025,27025,27025,27025,27025,27025,27025,27024,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27025,27223,27235,27223,27235,27235,27235,27235
2007-09,,,,,,,,,,,,,,,,,,,,,27057,27031,27028,27032,27047,27050,27053,27056,27056,27055,27059,27061,27065,27055,27048,27045,27048,27048,27050,27053,27056,27054,27055,27056,27059,27060,27063,27064,27066,27063,27060,27057,27057,27059,27059,27057,27057,27057,27060,27059,27059,27060,27060,27061,27059,27060,27060,27060,27060,27060,27065,27065,27065,27061,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27065,27265,27277,27265,27278,27278,27278,27278
2007-10,,,,,,,,,,,,,,,,,,,,,,27108,27092,27100,27111,27137,27136,27136,27136,27135,27137,27141,27141,27144,27136,27131,27124,27127,27129,27132,27135,27134,27133,27135,27136,27137,27140,27144,27141,27145,27143,27141,27141,27142,27143,27142,27142,27142,27144,27145,27146,27146,27146,27147,27145,27146,27145,27146,27145,27145,27150,27150,27150,27146,27150,27150,27150,27150,27150,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27151,27356,27365,27356,27365,27365,27365,27365
2007-11,,,,,,,,,,,,,,,,,,,,,,,27126,27151,27165,27183,27162,27160,27159,27160,27160,27163,27165,27166,27175,27171,27168,27169,27163,27167,27169,27167,27165,27166,27169,27168,27166,27171,27168,27167,27173,27171,27171,27172,27173,27172,27171,27173,27173,27174,27176,27177,27177,27178,27177,27177,27177,27177,27177,27176,27182,27182,27182,27177,27182,27182,27182,27182,27181,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27182,27393,27401,27393,27401,27401,27401,27401
2007-12,,,,,,,,,,,,,,,,,,,,,,,,27223,27256,27283,27277,27239,27236,27238,27237,27237,27237,27238,27243,27247,27240,27240,27240,27230,27231,27229,27226,27225,27228,27228,27225,27223,27220,27218,27222,27224,27224,27227,27228,27228,27228,27228,27228,27228,27230,27231,27231,27233,27233,27233,27233,27233,27233,27232,27238,27238,27238,27233,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27237,27439,27450,27440,27450,27450,27450,27450
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,27351,27389,27378,27362,27345,27348,27345,27344,27341,27346,27348,27349,27348,27341,27341,27338,27338,27336,27332,27329,27331,27330,27328,27325,27325,27329,27336,27338,27338,27335,27337,27337,27338,27338,27337,27338,27338,27338,27338,27336,27340,27339,27339,27339,27339,27339,27335,27335,27335,27339,27335,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27334,27555,27567,27555,27567,27567,27567,27567
2008-02,,,,,,,,,,,,,,,,,,,,,,,,,,27482,27441,27425,27402,27428,27426,27423,27419,27422,27426,27427,27430,27427,27421,27415,27411,27418,27414,27410,27410,27409,27407,27404,27404,27406,27416,27419,27419,27415,27418,27419,27419,27420,27418,27419,27418,27418,27418,27416,27417,27417,27417,27417,27418,27418,27405,27405,27405,27417,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27404,27403,27403,27403,27403,27403,27639,27646,27639,27646,27646,27646,27646
2008-03,,,,,,,,,,,,,,,,,,,,,,,,,,,27492,27469,27443,27445,27462,27460,27455,27456,27460,27462,27463,27465,27464,27457,27452,27452,27455,27451,27450,27450,27448,27445,27446,27446,27444,27450,27450,27450,27448,27450,27450,27450,27449,27448,27448,27448,27448,27445,27447,27446,27446,27446,27446,27445,27439,27439,27439,27445,27439,27439,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27438,27663,27674,27663,27674,27674,27674,27674
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,27482,27460,27461,27463,27467,27464,27463,27465,27468,27470,27470,27472,27473,27466,27467,27467,27468,27467,27466,27466,27463,27464,27465,27463,27461,27461,27462,27461,27462,27461,27462,27460,27460,27459,27457,27457,27457,27460,27458,27458,27457,27458,27457,27454,27454,27454,27457,27455,27455,27454,27454,27455,27454,27454,27454,27454,27454,27453,27453,27454,27454,27454,27453,27454,27454,27454,27454,27454,27453,27453,27454,27454,27454,27454,27682,27691,27682,27691,27691,27691,27691
2008-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27469,27462,27465,27470,27471,27469,27471,27473,27476,27478,27477,27481,27483,27488,27488,27489,27486,27486,27486,27485,27487,27486,27484,27483,27483,27478,27477,27479,27480,27479,27478,27478,27476,27476,27476,27476,27476,27474,27474,27474,27474,27474,27473,27473,27473,27473,27474,27474,27474,27474,27474,27474,27474,27474,27474,27473,27473,27473,27473,27473,27473,27474,27474,27473,27473,27473,27473,27473,27474,27473,27473,27473,27473,27695,27706,27695,27706,27706,27706,27706
2008-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500,27504,27510,27513,27510,27510,27511,27514,27515,27518,27521,27522,27521,27527,27528,27525,27525,27526,27527,27529,27527,27523,27522,27522,27523,27518,27520,27520,27520,27520,27519,27517,27516,27516,27516,27515,27515,27516,27515,27516,27516,27518,27517,27518,27516,27518,27519,27519,27519,27519,27519,27518,27518,27517,27517,27517,27517,27518,27518,27518,27518,27519,27518,27518,27518,27518,27518,27518,27518,27518,27518,27518,27741,27750,27741,27750,27750,27750,27750
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27542,27549,27554,27549,27547,27547,27549,27550,27553,27558,27558,27557,27559,27566,27563,27563,27564,27566,27568,27566,27561,27558,27558,27561,27560,27560,27559,27558,27559,27558,27557,27557,27557,27557,27556,27556,27557,27557,27556,27557,27560,27559,27560,27557,27560,27562,27562,27562,27562,27562,27561,27561,27561,27561,27561,27561,27562,27561,27561,27562,27562,27561,27561,27561,27561,27561,27561,27561,27561,27561,27561,27789,27799,27788,27800,27800,27800,27800
2008-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27569,27586,27582,27575,27571,27572,27573,27576,27581,27582,27582,27583,27584,27582,27583,27585,27587,27588,27585,27581,27577,27577,27579,27579,27578,27576,27574,27576,27576,27576,27575,27575,27577,27574,27575,27575,27575,27574,27575,27578,27578,27578,27575,27579,27580,27581,27581,27581,27581,27581,27581,27580,27580,27580,27580,27581,27581,27581,27581,27581,27581,27581,27581,27581,27582,27581,27581,27580,27581,27581,27806,27820,27806,27820,27820,27820,27820
2008-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27637,27632,27622,27615,27611,27612,27615,27619,27622,27619,27621,27622,27624,27625,27629,27632,27633,27629,27625,27621,27621,27624,27623,27621,27622,27620,27624,27624,27625,27626,27626,27627,27625,27625,27625,27625,27625,27626,27629,27629,27628,27625,27629,27629,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27631,27861,27874,27861,27874,27874,27874,27874
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27649,27628,27619,27629,27622,27626,27629,27632,27630,27631,27632,27635,27635,27639,27644,27641,27649,27646,27642,27642,27645,27646,27644,27644,27645,27650,27650,27652,27652,27652,27653,27651,27652,27651,27652,27651,27651,27655,27656,27656,27650,27655,27655,27655,27655,27655,27655,27656,27656,27655,27656,27657,27657,27657,27657,27657,27656,27656,27657,27657,27657,27657,27657,27657,27657,27657,27657,27657,27877,27901,27877,27901,27901,27901,27901
2008-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27618,27598,27594,27589,27609,27614,27617,27615,27613,27613,27617,27617,27615,27621,27616,27613,27623,27620,27620,27621,27624,27621,27622,27622,27622,27623,27626,27627,27629,27630,27628,27629,27629,27629,27628,27628,27633,27633,27633,27631,27631,27631,27632,27632,27631,27632,27632,27632,27632,27632,27633,27632,27632,27632,27632,27632,27632,27632,27632,27632,27633,27633,27633,27633,27633,27633,27633,27855,27879,27855,27879,27879,27879,27879
2008-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27607,27605,27601,27608,27641,27644,27640,27637,27635,27639,27638,27635,27630,27626,27622,27628,27631,27631,27634,27636,27636,27636,27637,27635,27635,27638,27642,27641,27645,27644,27644,27644,27644,27645,27644,27647,27647,27647,27644,27646,27645,27645,27645,27644,27644,27646,27646,27646,27646,27646,27646,27645,27645,27645,27644,27644,27645,27644,27644,27645,27644,27645,27645,27645,27645,27645,27873,27892,27874,27892,27892,27892,27892
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27597,27606,27613,27628,27630,27627,27623,27619,27621,27620,27617,27614,27613,27620,27628,27632,27632,27626,27630,27630,27630,27631,27629,27630,27629,27631,27630,27627,27634,27633,27633,27634,27635,27634,27631,27631,27631,27633,27629,27629,27629,27628,27627,27629,27630,27629,27630,27629,27629,27629,27628,27629,27628,27628,27628,27628,27628,27628,27629,27627,27629,27628,27629,27628,27628,27849,27863,27849,27863,27863,27863,27863
