"",2005-11-18,2005-12-16,2006-01-24,2006-02-17,2006-03-29,2006-04-24,2006-05-19,2006-06-23,2006-07-14,2006-08-21,2006-09-15,2006-10-23,2006-11-17,2006-12-18,2007-01-22,2007-02-19,2007-03-26,2007-04-23,2007-05-21,2007-06-18,2007-07-20,2007-08-13,2007-08-20,2007-09-18,2007-10-19,2007-11-16,2007-12-17,2008-01-28,2008-02-18,2008-03-17,2008-04-21,2008-05-19,2008-06-23,2008-07-21,2008-08-18,2008-09-22,2008-10-20,2008-11-19,2009-01-19,2009-03-24,2009-04-20,2009-05-19,2009-06-20,2009-08-20,2009-09-21,2009-10-19,2009-11-19,2010-01-18,2010-02-18,2010-03-22,2010-08-19,2010-09-20,2010-10-18,2010-11-18,2011-01-17,2011-02-21,2011-03-21,2011-04-18,2011-05-20,2011-06-20,2011-07-18,2011-08-22,2011-09-19,2011-10-17,2011-11-21,2011-12-19,2012-01-23,2012-02-20,2012-03-19,2012-04-23,2012-05-23,2012-06-18,2012-07-23,2012-08-20,2012-09-24,2012-10-22,2012-11-19,2012-12-17,2013-01-21,2013-02-18,2013-03-18,2013-04-22,2013-05-21,2013-06-17,2013-07-22,2013-08-19,2013-09-23,2013-10-21,2013-11-18,2013-12-16,2014-01-27,2014-02-17,2014-03-24,2014-04-28,2014-05-19,2014-06-16,2014-07-21,2014-08-18,2014-09-22,2014-10-20,2014-11-17,2014-12-15,2015-01-19,2015-02-16
2000-10,91.880,91.880,91.880,91.880,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.87,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.870,91.790,91.790,91.790,91.790,91.770,91.770,91.770,91.770,91.770,91.770,91.770,91.770,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,91.900,83.110,83.110,83.070,83.070,83.070,83.060,83.040,83.030,83.030,83.030,83.030,83.030,83.030,83.030,83.030,83.030,83.030,83.040,83.040,82.800,82.990,82.990,83.070,83.130,83.130,83.140,83.140,83.140,83.140,83.130,83.130,83.130,83.140,83.140,83.140,83.140,73.820,73.820,73.820,73.820,73.820,73.840
2000-11,147.860,147.860,147.860,147.860,147.790,147.790,147.790,147.790,147.790,147.780,147.780,147.780,147.780,147.780,147.78,147.780,147.780,147.770,147.770,147.770,147.770,147.770,147.770,147.780,147.780,147.780,147.890,147.890,147.890,147.890,148.040,148.010,148.010,148.010,148.010,148.010,148.010,148.010,148.790,148.770,148.770,148.770,148.770,148.770,148.770,148.770,148.770,148.760,148.760,148.760,148.770,148.770,148.770,148.770,148.770,148.790,148.790,148.790,148.790,148.790,148.890,148.890,134.650,134.650,134.510,134.510,134.500,134.490,134.460,134.420,134.420,134.420,134.420,134.420,134.420,134.420,134.420,134.420,134.420,134.430,134.430,134.030,134.860,134.860,135.030,134.730,134.730,134.740,134.740,134.740,134.740,134.740,134.740,134.870,134.880,134.890,134.890,134.880,119.770,119.770,119.770,119.770,119.770,119.850
2000-12,92.160,92.160,92.160,92.160,92.130,92.130,92.130,92.130,92.130,92.140,92.140,92.140,92.140,92.140,92.14,92.140,92.140,92.140,92.140,92.140,92.140,92.140,92.140,92.140,92.140,92.140,92.060,92.060,92.060,92.060,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,92.200,83.380,83.380,83.340,83.340,83.340,83.320,83.310,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.300,83.310,83.310,83.070,83.260,83.260,83.330,83.400,83.400,83.410,83.410,83.410,83.410,83.400,83.400,83.400,83.400,83.400,83.400,83.400,74.060,74.060,74.060,74.060,74.060,74.070
2001-01,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.010,92.010,92.010,92.010,92.010,92.01,92.010,92.010,92.010,92.010,92.010,92.010,92.010,92.010,92.010,92.010,92.010,91.920,91.920,91.920,91.920,91.910,91.900,91.900,91.900,91.900,91.900,91.900,91.900,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,92.050,83.240,83.240,83.200,83.200,83.200,83.190,83.170,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,83.160,82.920,83.120,83.120,83.200,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,83.280,73.950,73.950,73.950,73.950,73.950,73.960
2001-02,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.93,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.930,91.860,91.860,91.860,91.860,91.850,91.840,91.840,91.840,91.840,91.840,91.840,91.840,91.980,91.980,91.970,91.970,91.970,91.970,91.970,91.970,91.970,91.970,91.970,91.970,91.980,91.980,91.970,91.970,91.970,91.970,91.970,91.970,91.970,91.970,91.970,91.970,83.170,83.180,83.130,83.130,83.130,83.120,83.110,83.090,83.100,83.100,83.100,83.100,83.100,83.100,83.100,83.100,83.100,83.100,83.100,82.850,83.050,83.050,83.130,83.210,83.210,83.220,83.220,83.220,83.220,83.210,83.210,83.210,83.220,83.210,83.210,83.220,73.890,73.890,73.890,73.890,73.890,73.910
2001-03,91.940,91.940,91.940,91.940,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.95,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.950,91.880,91.880,91.880,91.880,91.870,91.860,91.860,91.860,91.860,91.860,91.860,91.860,92.000,92.000,91.990,91.990,91.990,91.990,91.990,91.990,91.990,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,92.000,91.990,91.990,83.190,83.200,83.150,83.150,83.150,83.140,83.120,83.110,83.110,83.110,83.110,83.110,83.110,83.110,83.110,83.110,83.110,83.110,83.110,82.870,83.070,83.070,83.150,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,83.230,73.910,73.910,73.910,73.910,73.910,73.920
2001-04,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.04,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.040,92.050,92.050,92.050,91.970,91.970,91.970,91.970,91.960,91.950,91.950,91.950,91.950,91.950,91.950,91.950,92.110,92.110,92.100,92.100,92.100,92.100,92.100,92.100,92.100,92.100,92.100,92.100,92.110,92.110,92.110,92.110,92.110,92.110,92.110,92.110,92.110,92.110,92.110,92.110,83.300,83.300,83.260,83.260,83.260,83.250,83.230,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,83.220,82.970,83.170,83.170,83.250,83.330,83.330,83.330,83.330,83.330,83.330,83.330,83.330,83.330,83.340,83.340,83.340,83.340,74.000,74.000,74.000,74.000,74.000,74.010
2001-05,93.770,93.770,93.770,93.770,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.78,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.780,93.740,93.740,93.740,93.740,93.720,93.720,93.720,93.720,93.720,93.720,93.720,93.720,93.790,93.800,93.800,93.800,93.800,93.800,93.800,93.790,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,93.800,84.820,84.830,84.790,84.790,84.790,84.780,84.760,84.750,84.750,84.750,84.750,84.750,84.750,84.750,84.750,84.750,84.750,84.750,84.750,84.500,84.670,84.670,84.750,84.850,84.850,84.850,84.850,84.850,84.850,84.850,84.850,84.840,84.850,84.850,84.850,84.850,75.340,75.340,75.340,75.340,75.340,75.350
2001-06,93.170,93.170,93.170,93.170,93.170,93.170,93.170,93.170,93.170,93.180,93.180,93.180,93.180,93.180,93.18,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.120,93.120,93.120,93.120,93.110,93.090,93.090,93.090,93.090,93.090,93.090,93.090,93.110,93.110,93.110,93.110,93.110,93.110,93.110,93.110,93.110,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,93.120,84.210,84.210,84.170,84.180,84.170,84.160,84.140,84.130,84.130,84.130,84.130,84.130,84.130,84.130,84.130,84.130,84.130,84.130,84.130,83.880,84.090,84.090,84.170,84.230,84.230,84.230,84.230,84.230,84.230,84.230,84.230,84.230,84.240,84.240,84.240,84.240,74.800,74.800,74.800,74.800,74.800,74.790
2001-07,140.170,140.170,140.170,140.170,140.330,140.330,140.330,140.330,140.330,140.320,140.310,140.310,140.310,140.310,140.32,140.320,140.320,140.330,140.330,140.330,140.310,140.310,140.310,140.310,140.310,140.310,140.940,140.940,140.940,140.940,140.900,140.920,140.920,140.920,140.920,140.920,140.920,140.920,139.180,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.200,139.180,139.180,139.180,139.180,139.180,139.130,139.130,125.820,125.800,125.830,125.600,125.310,125.290,125.270,125.280,125.300,125.300,125.300,125.300,125.300,125.300,125.300,125.290,125.290,125.300,125.300,124.930,124.870,124.870,124.950,125.350,125.350,125.350,125.360,125.360,125.360,125.330,125.330,125.140,125.090,125.080,125.080,125.080,111.070,111.070,111.070,111.070,111.060,111.080
2001-08,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.380,93.39,93.390,93.390,93.380,93.380,93.380,93.390,93.390,93.390,93.390,93.390,93.390,93.340,93.340,93.340,93.340,93.320,93.320,93.320,93.320,93.320,93.320,93.320,93.320,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.360,93.370,93.370,84.430,84.440,84.400,84.400,84.400,84.380,84.370,84.360,84.360,84.360,84.360,84.360,84.360,84.360,84.360,84.360,84.360,84.360,84.360,84.110,84.320,84.320,84.400,84.460,84.460,84.470,84.470,84.470,84.470,84.460,84.460,84.470,84.470,84.470,84.470,84.470,75.010,75.010,75.010,75.010,75.010,75.000
2001-09,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.440,93.440,93.440,93.440,93.440,93.44,93.440,93.440,93.440,93.440,93.440,93.440,93.440,93.440,93.440,93.440,93.440,93.400,93.400,93.400,93.400,93.380,93.370,93.370,93.370,93.370,93.370,93.370,93.370,93.420,93.420,93.420,93.420,93.420,93.420,93.420,93.420,93.420,93.420,93.420,93.420,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.430,93.430,84.490,84.490,84.460,84.460,84.460,84.450,84.430,84.420,84.420,84.420,84.420,84.420,84.420,84.420,84.420,84.420,84.420,84.420,84.420,84.170,84.380,84.380,84.460,84.520,84.520,84.530,84.530,84.530,84.530,84.520,84.520,84.530,84.530,84.530,84.530,84.530,75.060,75.060,75.060,75.060,75.060,75.060
2001-10,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.510,93.52,93.520,93.520,93.510,93.510,93.510,93.510,93.510,93.510,93.520,93.520,93.520,93.470,93.470,93.470,93.470,93.460,93.450,93.450,93.450,93.450,93.450,93.450,93.450,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.500,84.560,84.560,84.530,84.530,84.520,84.510,84.500,84.480,84.490,84.490,84.490,84.490,84.490,84.490,84.490,84.490,84.490,84.490,84.490,84.240,84.450,84.450,84.530,84.590,84.590,84.590,84.590,84.590,84.590,84.590,84.590,84.590,84.600,84.600,84.600,84.600,75.120,75.120,75.120,75.120,75.120,75.120
2001-11,151.200,151.200,151.200,151.200,151.190,151.190,151.190,151.190,151.190,151.180,151.180,151.180,151.180,151.180,151.20,151.200,151.200,151.190,151.190,151.190,151.190,151.190,151.190,151.200,151.200,151.200,151.380,151.380,151.380,151.380,151.530,151.460,151.460,151.460,151.460,151.460,151.460,151.460,152.210,152.200,152.190,152.170,152.170,152.170,152.170,152.170,152.180,152.170,152.170,152.170,152.170,152.170,152.170,152.170,152.170,152.190,152.190,152.190,152.190,152.190,152.300,152.300,137.740,137.750,137.590,137.590,137.590,137.590,137.560,137.520,137.500,137.500,137.500,137.500,137.500,137.500,137.500,137.510,137.510,137.500,137.500,137.080,137.940,137.940,138.150,137.830,137.830,137.830,137.830,137.830,137.830,137.840,137.830,137.970,137.980,137.980,137.980,137.970,122.510,122.510,122.510,122.510,122.510,122.490
2001-12,93.560,93.560,93.560,93.560,93.540,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.55,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.560,93.560,93.560,93.510,93.510,93.510,93.520,93.510,93.500,93.500,93.500,93.500,93.500,93.500,93.500,93.560,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.550,93.560,93.560,93.560,93.560,93.560,93.560,93.560,93.560,93.560,93.560,93.560,93.560,84.610,84.610,84.580,84.580,84.580,84.570,84.560,84.540,84.540,84.540,84.540,84.540,84.540,84.540,84.540,84.540,84.540,84.540,84.540,84.290,84.500,84.500,84.580,84.650,84.650,84.650,84.650,84.650,84.650,84.640,84.650,84.650,84.660,84.650,84.650,84.660,75.170,75.170,75.170,75.170,75.170,75.170
2002-01,93.590,93.590,93.590,93.590,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.58,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.590,93.590,93.590,93.550,93.550,93.550,93.550,93.530,93.520,93.520,93.520,93.520,93.520,93.520,93.520,93.590,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,93.580,84.630,84.630,84.600,84.600,84.610,84.590,84.580,84.570,84.570,84.570,84.570,84.570,84.570,84.570,84.570,84.570,84.570,84.570,84.570,84.320,84.530,84.530,84.610,84.680,84.680,84.690,84.690,84.690,84.690,84.680,84.680,84.690,84.690,84.690,84.690,84.690,75.200,75.200,75.200,75.200,75.200,75.200
2002-02,93.630,93.630,93.630,93.630,93.610,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.62,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.590,93.590,93.590,93.590,93.570,93.560,93.560,93.560,93.560,93.560,93.560,93.560,93.630,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.620,93.630,93.630,93.620,93.620,93.620,93.630,93.630,93.630,93.630,93.630,93.630,93.630,84.670,84.670,84.640,84.640,84.640,84.630,84.620,84.600,84.610,84.610,84.610,84.610,84.610,84.610,84.610,84.610,84.610,84.610,84.610,84.360,84.570,84.570,84.650,84.720,84.720,84.720,84.720,84.720,84.720,84.720,84.720,84.730,84.730,84.730,84.730,84.730,75.240,75.240,75.240,75.240,75.240,75.230
2002-03,94.070,94.070,94.070,94.070,94.080,94.080,94.080,94.080,94.080,94.080,94.080,94.080,94.080,94.080,94.09,94.090,94.090,94.080,94.080,94.080,94.090,94.090,94.090,94.090,94.090,94.090,94.060,94.060,94.060,94.060,94.050,94.020,94.020,94.020,94.020,94.020,94.020,94.020,93.820,93.810,93.810,93.810,93.810,93.810,93.810,93.810,93.810,93.810,93.810,93.810,93.820,93.820,93.810,93.810,93.810,93.820,93.820,93.820,93.820,93.820,93.820,93.820,84.840,84.840,84.810,84.810,84.820,84.800,84.790,84.780,84.780,84.780,84.780,84.780,84.780,84.780,84.780,84.780,84.780,84.780,84.780,84.530,84.750,84.750,84.840,84.870,84.870,84.880,84.880,84.880,84.880,84.870,84.870,84.880,84.880,84.880,84.880,84.880,75.370,75.370,75.370,75.370,75.370,75.370
2002-04,94.250,94.250,94.250,94.250,94.260,94.260,94.260,94.260,94.260,94.260,94.270,94.270,94.270,94.270,94.27,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.240,94.240,94.240,94.240,94.230,94.220,94.220,94.220,94.220,94.220,94.220,94.220,94.030,94.020,94.020,94.020,94.020,94.020,94.020,94.020,94.020,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,94.030,85.030,85.030,85.000,85.010,85.010,85.000,85.010,84.990,84.990,84.990,84.990,84.990,84.990,84.990,84.990,84.990,84.990,84.990,84.990,84.740,84.970,84.970,85.050,85.060,85.060,85.070,85.070,85.070,85.070,85.060,85.060,85.050,85.060,85.060,85.060,85.060,75.530,75.530,75.530,75.530,75.530,75.520
2002-05,97.960,97.960,97.960,97.960,97.970,97.970,97.970,97.970,97.970,97.970,97.970,97.970,97.970,97.970,97.98,97.980,97.980,97.980,97.980,97.980,97.990,97.990,97.990,97.990,97.990,97.990,98.010,98.010,98.010,98.010,98.010,98.010,98.010,98.010,98.010,98.010,98.010,98.010,97.670,97.660,97.660,97.660,97.660,97.660,97.660,97.660,97.660,97.660,97.660,97.660,97.670,97.670,97.670,97.670,97.670,97.660,97.660,97.660,97.660,97.660,97.660,97.660,88.320,88.320,88.310,88.310,88.310,88.300,88.310,88.300,88.300,88.300,88.300,88.300,88.300,88.300,88.300,88.300,88.300,88.300,88.300,88.040,88.210,88.210,88.280,88.350,88.350,88.360,88.360,88.360,88.360,88.350,88.350,88.330,88.340,88.340,88.340,88.340,78.440,78.440,78.440,78.440,78.440,78.370
2002-06,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.280,96.280,96.280,96.280,96.280,96.280,96.28,96.280,96.280,96.280,96.280,96.280,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.280,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.050,96.040,96.040,96.040,96.040,96.040,96.040,96.040,96.040,96.040,96.040,96.040,96.050,96.050,96.040,96.040,96.040,96.040,96.040,96.040,96.040,96.040,96.050,96.050,86.860,86.860,86.840,86.840,86.840,86.840,86.840,86.830,86.830,86.830,86.830,86.830,86.830,86.830,86.830,86.830,86.830,86.830,86.830,86.580,86.770,86.770,86.850,86.900,86.900,86.910,86.910,86.910,86.910,86.900,86.900,86.890,86.890,86.890,86.890,86.890,77.160,77.160,77.160,77.160,77.160,77.150
2002-07,146.430,146.430,146.430,146.430,146.590,146.600,146.600,146.600,146.600,146.580,146.580,146.580,146.580,146.580,146.59,146.590,146.590,146.600,146.600,146.600,146.610,146.610,146.610,146.610,146.610,146.610,147.340,147.340,147.340,147.340,147.300,147.360,147.360,147.360,147.360,147.360,147.360,147.360,144.990,144.980,144.980,144.980,144.980,144.980,144.980,144.980,144.980,144.980,144.980,144.980,144.990,144.990,144.990,144.990,144.990,144.970,144.980,144.980,144.980,144.980,144.910,144.910,131.050,131.030,131.110,130.920,130.700,130.690,130.690,130.700,130.720,130.720,130.720,130.720,130.720,130.720,130.720,130.710,130.710,130.720,130.720,130.350,130.250,130.250,130.330,130.760,130.760,130.770,130.770,130.770,130.770,130.740,130.740,130.530,130.470,130.460,130.460,130.460,115.840,115.840,115.840,115.840,115.840,115.930
2002-08,96.140,96.140,96.140,96.140,96.150,96.150,96.150,96.150,96.150,96.150,96.150,96.150,96.150,96.150,96.15,96.150,96.150,96.150,96.150,96.150,96.160,96.160,96.160,96.160,96.160,96.160,96.090,96.090,96.090,96.090,96.080,96.070,96.070,96.070,96.070,96.070,96.070,96.070,95.720,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,95.710,86.560,86.560,86.540,86.540,86.540,86.540,86.540,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.530,86.280,86.480,86.480,86.560,86.600,86.600,86.600,86.600,86.600,86.600,86.600,86.600,86.590,86.590,86.590,86.590,86.590,76.890,76.890,76.890,76.890,76.890,76.890
2002-09,96.260,96.260,96.260,96.260,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.28,96.280,96.280,96.270,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.220,96.220,96.220,96.220,96.210,96.200,96.200,96.200,96.200,96.200,96.200,96.200,95.850,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.850,95.850,86.680,86.680,86.660,86.660,86.660,86.660,86.660,86.650,86.650,86.650,86.650,86.650,86.650,86.650,86.650,86.650,86.650,86.650,86.650,86.400,86.600,86.600,86.680,86.720,86.720,86.720,86.720,86.720,86.720,86.720,86.720,86.710,86.710,86.710,86.710,86.710,77.000,77.000,77.000,77.000,77.000,76.990
2002-10,96.480,96.480,96.480,96.480,96.480,96.480,96.480,96.480,96.490,96.490,96.490,96.490,96.490,96.490,96.49,96.490,96.490,96.490,96.490,96.490,96.490,96.490,96.490,96.500,96.500,96.500,96.440,96.440,96.440,96.440,96.430,96.420,96.420,96.420,96.420,96.420,96.420,96.420,96.140,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.130,96.140,96.140,86.940,86.940,86.920,86.930,86.930,86.920,86.930,86.920,86.920,86.920,86.920,86.920,86.920,86.920,86.920,86.920,86.920,86.920,86.920,86.660,86.860,86.860,86.930,86.980,86.980,86.980,86.980,86.980,86.980,86.980,86.980,86.970,86.970,86.970,86.970,86.970,77.230,77.230,77.230,77.230,77.230,77.220
2002-11,156.550,156.550,156.550,156.550,156.570,156.570,156.570,156.570,156.570,156.560,156.560,156.560,156.550,156.550,156.57,156.570,156.570,156.560,156.560,156.560,156.570,156.570,156.570,156.580,156.580,156.580,156.810,156.810,156.810,156.810,156.970,156.870,156.870,156.870,156.870,156.870,156.870,156.870,156.910,156.890,156.890,156.890,156.890,156.890,156.890,156.890,156.890,156.880,156.880,156.880,156.880,156.880,156.870,156.870,156.870,156.890,156.890,156.890,156.890,156.890,157.010,157.010,141.990,142.010,141.840,141.840,141.850,141.850,141.840,141.800,141.780,141.780,141.780,141.780,141.780,141.780,141.780,141.780,141.780,141.780,141.780,141.360,142.140,142.140,142.300,141.930,141.930,141.940,141.940,141.940,141.940,141.950,141.940,142.070,142.080,142.060,142.060,142.050,126.130,126.130,126.130,126.140,126.130,126.110
2002-12,96.560,96.560,96.560,96.560,96.560,96.570,96.570,96.570,96.570,96.570,96.570,96.570,96.570,96.570,96.57,96.570,96.570,96.570,96.570,96.570,96.570,96.570,96.570,96.580,96.580,96.580,96.520,96.520,96.520,96.550,96.540,96.530,96.530,96.530,96.530,96.530,96.530,96.530,96.260,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,96.250,87.050,87.050,87.030,87.030,87.030,87.030,87.030,87.020,87.020,87.020,87.020,87.020,87.020,87.020,87.020,87.020,87.020,87.020,87.020,86.770,86.960,86.960,87.030,87.090,87.090,87.100,87.100,87.100,87.100,87.090,87.100,87.080,87.090,87.080,87.080,87.080,77.320,77.320,77.320,77.320,77.320,77.320
2003-01,96.590,96.590,96.590,96.590,96.600,96.620,96.620,96.620,96.620,96.620,96.620,96.620,96.630,96.630,96.63,96.630,96.630,96.620,96.620,96.620,96.630,96.630,96.630,96.640,96.640,96.640,96.580,96.580,96.580,96.580,96.570,96.560,96.560,96.560,96.560,96.560,96.560,96.560,96.290,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,96.290,87.080,87.080,87.060,87.060,87.060,87.060,87.060,87.050,87.050,87.050,87.050,87.050,87.050,87.050,87.050,87.050,87.050,87.050,87.050,86.800,86.990,86.990,87.060,87.120,87.120,87.120,87.120,87.120,87.120,87.120,87.120,87.110,87.110,87.100,87.100,87.100,77.350,77.350,77.350,77.350,77.350,77.340
2003-02,96.570,96.570,96.570,96.570,96.570,96.600,96.600,96.600,96.600,96.600,96.600,96.600,96.600,96.600,96.61,96.610,96.610,96.600,96.600,96.600,96.610,96.610,96.610,96.610,96.610,96.610,96.560,96.560,96.560,96.560,96.550,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.270,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.260,96.270,87.060,87.060,87.040,87.040,87.040,87.040,87.040,87.030,87.030,87.030,87.030,87.030,87.030,87.030,87.030,87.030,87.030,87.030,87.030,86.780,86.970,86.970,87.040,87.100,87.100,87.100,87.100,87.100,87.100,87.100,87.100,87.090,87.090,87.080,87.080,87.080,77.330,77.330,77.330,77.330,77.330,77.320
2003-03,96.580,96.580,96.580,96.580,96.580,96.610,96.610,96.610,96.610,96.610,96.620,96.620,96.620,96.620,96.62,96.620,96.620,96.610,96.610,96.610,96.620,96.620,96.620,96.630,96.630,96.630,96.570,96.570,96.570,96.570,96.560,96.550,96.550,96.550,96.550,96.550,96.550,96.550,96.280,96.270,96.270,96.270,96.270,96.270,96.270,96.270,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,96.280,87.070,87.070,87.050,87.050,87.060,87.050,87.050,87.040,87.040,87.040,87.040,87.040,87.040,87.040,87.040,87.040,87.040,87.040,87.040,86.790,86.980,86.980,87.050,87.110,87.110,87.110,87.110,87.110,87.110,87.110,87.110,87.100,87.110,87.090,87.090,87.100,77.340,77.340,77.340,77.340,77.340,77.330
2003-04,98.650,98.650,98.650,98.650,98.650,98.680,98.680,98.680,98.680,98.680,98.690,98.690,98.690,98.690,98.70,98.700,98.700,98.690,98.690,98.690,98.700,98.700,98.700,98.690,98.690,98.690,98.660,98.660,98.660,98.660,98.650,98.640,98.640,98.640,98.640,98.640,98.640,98.640,98.220,98.220,98.210,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,98.220,88.830,88.830,88.820,88.820,88.830,88.820,88.820,88.810,88.810,88.810,88.810,88.810,88.810,88.810,88.810,88.810,88.810,88.810,88.810,88.560,88.730,88.730,88.800,88.860,88.860,88.860,88.860,88.860,88.860,88.860,88.860,88.850,88.850,88.840,88.840,88.840,78.890,78.890,78.890,78.890,78.890,78.860
