"",2005-11-22,2005-12-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23,2015-02-25
2000-09,1028610,1028500,1028500,1028500,1028500,1028500,1028500,1028500,1028500,1028500,1028500,1028500,1028500,1028294,1028294,1028294,1028294,1028294,1028294,1028294,1028294,1028294,1028294,1028294,1028294,1028348,1028348,1028348,1028348,1028348,1028348,1028348,1028348,1028348,1028348,1028348,1028348,1028451,1028451,1028451,1029843,1029843,1029843,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1031045,1030867,1030867,1030867,1030867,1030451,1030451,1030451,1030451,1030451,1030451,1030451,1030451,1030451,1030451,1030451,1030862,1030862,1030862,1030862,1030862,1030862,1030372,1030372,1030372,1030372,1030372,1030372,1030372,1030323,1030323,1030323,1030323,1030331,1030331,1030331,1030331,1030301,1030301,1030301,1030301,1030301,1030301,1030586,1030586,1030586,1030586,1030586,1030586,1030321,1030321,1030321
2000-10,1022274,1022059,1022059,1022059,1022059,1022059,1022059,1022059,1022059,1022059,1022059,1022059,1022059,1021884,1021884,1021884,1021884,1021884,1021884,1021884,1021884,1021884,1021884,1021884,1021884,1021938,1021938,1021938,1021938,1021938,1021938,1021938,1021938,1021938,1021938,1021940,1021940,1021986,1021986,1021986,1022352,1022352,1022352,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1022581,1021382,1021382,1021382,1021382,1021470,1021470,1021470,1021470,1021470,1021470,1021470,1021470,1021470,1021470,1021470,1021393,1021393,1021393,1021393,1021393,1021393,1022878,1022878,1022878,1022878,1022878,1022878,1022878,1022842,1022842,1022842,1022842,1022855,1022855,1022855,1022855,1022822,1022822,1022822,1022822,1022822,1022822,1022825,1022825,1022825,1022825,1022825,1022825,1022848,1022848,1022848
2000-11,1016528,1016320,1016320,1016320,1016320,1016320,1016320,1016320,1016320,1016320,1016320,1016320,1016320,1016210,1016210,1016210,1016210,1016210,1016210,1016210,1016210,1016210,1016210,1016210,1016210,1016234,1016234,1016234,1016234,1016234,1016234,1016234,1016234,1016234,1016234,1016237,1016237,1016252,1016252,1016252,1016302,1016302,1016302,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015691,1015570,1015570,1015570,1015570,1015629,1015629,1015629,1015629,1015629,1015629,1015629,1015629,1015629,1015629,1015629,1015582,1015582,1015582,1015582,1015582,1015582,1016966,1016966,1016966,1016966,1016966,1016966,1016966,1016949,1016949,1016949,1016949,1016971,1016971,1016971,1016971,1016923,1016923,1016923,1016923,1016923,1016923,1016899,1016899,1016899,1016899,1016899,1016899,1016949,1016949,1016949
2000-12,1010699,1010570,1010570,1010570,1010570,1010570,1010570,1010570,1010570,1010570,1010570,1010570,1010570,1010549,1010549,1010549,1010549,1010549,1010549,1010549,1010549,1010549,1010549,1010549,1010549,1010539,1010539,1010539,1010539,1010539,1010539,1010539,1010539,1010539,1010539,1010539,1010539,1010523,1010523,1010523,1010491,1010491,1010491,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1009473,1010843,1010843,1010843,1010843,1011111,1011111,1011111,1011111,1011111,1011111,1011111,1011111,1011111,1011111,1011111,1010844,1010844,1010844,1010844,1010844,1010844,1010590,1010590,1010590,1010590,1010590,1010590,1010590,1010755,1010755,1010755,1010755,1010771,1010771,1010771,1010771,1010694,1010694,1010694,1010694,1010694,1010694,1010688,1010688,1010688,1010688,1010688,1010688,1010708,1010708,1010708
2001-01,1008575,1008145,1008145,1008145,1008145,1008145,1008145,1008145,1008145,1008145,1008145,1008145,1008145,1008642,1008642,1008642,1008642,1008642,1008642,1008642,1008642,1008642,1008642,1008642,1008642,1008525,1008525,1008525,1008525,1008525,1008525,1008525,1008525,1008525,1008525,1008522,1008522,1008277,1008277,1008277,1005664,1005664,1005664,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1004002,1008398,1008398,1008398,1008398,1006360,1006360,1006360,1006360,1006360,1006360,1006360,1006360,1006360,1006360,1006360,1008370,1008370,1008370,1008370,1008370,1008370,1008045,1008045,1008045,1008045,1008045,1008045,1008045,1008107,1008107,1008107,1008107,1008077,1008077,1008077,1008077,1008258,1008258,1008258,1008258,1008258,1008258,1008124,1008124,1008124,1008124,1008124,1008124,1008222,1008222,1008222
2001-02,999770,999689,999689,999689,999689,999689,999689,999689,999689,999689,999689,999689,999689,1000312,1000312,1000312,1000312,1000312,1000312,1000312,1000312,1000312,1000312,1000312,1000312,1000142,1000142,1000142,1000142,1000142,1000142,1000142,1000142,1000142,1000142,1000137,1000137,999827,999827,999827,995673,995673,995673,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,992539,995695,995695,995695,995695,996131,996131,996131,996131,996131,996131,996131,996131,996131,996131,996131,995672,995672,995672,995672,995672,995672,995424,995424,995424,995424,995424,995424,995424,995389,995389,995389,995389,995389,995389,995389,995389,995323,995323,995323,995323,995323,995323,995338,995338,995338,995338,995338,995338,995311,995311,995311
2001-03,973558,973865,973865,973865,973865,973865,973865,973865,973865,973865,973865,973865,973865,973951,973951,973951,973951,973951,973951,973951,973951,973951,973951,973951,973951,973885,973885,973885,973885,973885,973885,973885,973885,973885,973885,973880,973880,973552,973552,973552,975262,975262,975262,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,975091,973076,973076,973076,973076,973484,973484,973484,973484,973484,973484,973484,973484,973484,973484,973484,973010,973010,973010,973010,973010,973010,973830,973830,973830,973830,973830,973830,973830,973802,973802,973802,973802,973782,973782,973782,973782,973795,973795,973795,973795,973795,973795,973794,973794,973794,973794,973794,973794,973754,973754,973754
2001-04,964590,964965,964965,964965,964965,964965,964965,964965,964965,964965,964965,964965,964965,964986,964986,964986,964986,964986,964986,964986,964986,964986,964986,964986,964986,964936,964936,964936,964936,964936,964936,964936,964936,964936,964936,964935,964935,964923,964923,964923,966021,966021,966021,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,967345,962659,962659,962659,962659,964109,964109,964109,964109,964109,964109,964109,964109,964109,964109,964109,962725,962725,962725,962725,962725,962725,963602,963602,963602,963602,963602,963602,963602,963517,963517,963517,963517,963454,963454,963454,963454,963636,963636,963636,963636,963636,963636,963527,963527,963527,963527,963527,963527,963591,963591,963591
2001-05,960544,960605,960605,960605,960605,960605,960605,960605,960605,960605,960605,960605,960605,960756,960756,960756,960756,960756,960756,960756,960756,960756,960756,960756,960756,960695,960695,960695,960695,960695,960695,960695,960695,960695,960695,960701,960701,960732,960732,960732,961022,961022,961022,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961916,961277,961277,961277,961277,961294,961294,961294,961294,961294,961294,961294,961294,961294,961294,961294,961414,961414,961414,961414,961414,961414,960995,960995,960995,960995,960995,960995,960995,961008,961008,961008,961008,961015,961015,961015,961015,960999,960999,960999,960999,960999,960999,961010,961010,961010,961010,961010,961010,960993,960993,960993
2001-06,953322,953580,953580,953580,953580,953580,953580,953580,953580,953580,953580,953580,953580,953392,953392,953392,953392,953392,953392,953392,953392,953392,953392,953392,953392,953405,953405,953405,953405,953405,953405,953405,953405,953405,953405,953417,953417,953701,953701,953701,954197,954197,954197,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,955031,954932,954932,954932,954932,954916,954916,954916,954916,954916,954916,954916,954916,954916,954916,954916,954906,954906,954906,954906,954906,954906,954372,954372,954372,954372,954372,954372,954372,954386,954386,954386,954386,954394,954394,954394,954394,954368,954368,954368,954368,954368,954368,954381,954381,954381,954381,954381,954381,954371,954371,954371
2001-07,948179,948325,948325,948325,948325,948325,948325,948325,948325,948325,948325,948325,948325,948243,948243,948243,948243,948243,948243,948243,948243,948243,948243,948243,948243,948313,948313,948313,948313,948313,948313,948313,948313,948313,948313,948331,948331,948616,948616,948616,948617,948617,948617,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,949445,950019,950019,950019,950019,949624,949624,949624,949624,949624,949624,949624,949624,949624,949624,949624,950004,950004,950004,950004,950004,950004,948354,948354,948354,948354,948354,948354,948354,948364,948364,948364,948364,948378,948378,948378,948378,948316,948316,948316,948316,948316,948316,948365,948365,948365,948365,948365,948365,948334,948334,948334
2001-08,942618,942414,942414,942414,942414,942414,942414,942414,942414,942414,942414,942414,942414,942097,942097,942097,942097,942097,942097,942097,942097,942097,942097,942097,942097,942191,942191,942191,942191,942191,942191,942191,942191,942191,942191,942210,942210,942324,942324,942324,942622,942622,942622,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943201,943546,943546,943546,943546,943479,943479,943479,943479,943479,943479,943479,943479,943479,943479,943479,943522,943522,943522,943522,943522,943522,942968,942968,942968,942968,942968,942968,942968,942950,942950,942950,942950,942955,942955,942955,942955,942951,942951,942951,942951,942951,942951,942970,942970,942970,942970,942970,942970,942963,942963,942963
2001-09,936004,935500,935500,935500,935500,935500,935500,935500,935500,935500,935500,935500,935500,935180,935180,935180,935180,935180,935180,935180,935180,935180,935180,935180,935180,935315,935315,935315,935315,935315,935315,935315,935315,935315,935315,935328,935328,935423,935423,935423,935899,935899,935899,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936156,936453,936453,936453,936453,936327,936327,936327,936327,936327,936327,936327,936327,936327,936327,936327,936425,936425,936425,936425,936425,936425,936195,936195,936195,936195,936195,936195,936195,936175,936175,936175,936175,936192,936192,936192,936192,936181,936181,936181,936181,936181,936181,936190,936190,936190,936190,936190,936190,936202,936202,936202
2001-10,930869,930201,930201,930201,930201,930201,930201,930201,930201,930201,930201,930201,930201,929947,929947,929947,929947,929947,929947,929947,929947,929947,929947,929947,929947,930074,930074,930074,930074,930074,930074,930074,930074,930074,930074,930078,930078,930121,930121,930121,930185,930185,930185,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,930466,929448,929448,929448,929448,929352,929352,929352,929352,929352,929352,929352,929352,929352,929352,929352,929440,929440,929440,929440,929440,929440,930527,930527,930527,930527,930527,930527,930527,930519,930519,930519,930519,930545,930545,930545,930545,930521,930521,930521,930521,930521,930521,930520,930520,930520,930520,930520,930520,930555,930555,930555
2001-11,925591,924910,924910,924910,924910,924910,924910,924910,924910,924910,924910,924910,924910,924815,924815,924815,924815,924815,924815,924815,924815,924815,924815,924815,924815,924859,924859,924859,924859,924859,924859,924859,924859,924859,924859,924847,924847,924828,924828,924828,924823,924823,924823,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924994,924246,924246,924246,924246,924116,924116,924116,924116,924116,924116,924116,924116,924116,924116,924116,924253,924253,924253,924253,924253,924253,925288,925288,925288,925288,925288,925288,925288,925301,925301,925301,925301,925333,925333,925333,925333,925290,925290,925290,925290,925290,925290,925275,925275,925275,925275,925275,925275,925328,925328,925328
2001-12,919409,918800,918800,918800,918800,918800,918800,918800,918800,918800,918800,918800,918800,918919,918919,918919,918919,918919,918919,918919,918919,918919,918919,918919,918919,918847,918847,918847,918847,918847,918847,918847,918847,918847,918847,918820,918820,918726,918726,918726,918875,918875,918875,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,918274,919196,919196,919196,919196,919148,919148,919148,919148,919148,919148,919148,919148,919148,919148,919148,919196,919196,919196,919196,919196,919196,919015,919015,919015,919015,919015,919015,919015,919059,919059,919059,919059,919084,919084,919084,919084,918994,918994,918994,918994,918994,918994,918986,918986,918986,918986,918986,918986,919016,919016,919016
2002-01,917803,916966,916966,916966,916966,916966,916966,916966,916966,916966,916966,916966,916966,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917420,917382,917382,917033,917033,917033,916191,916191,916191,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,914622,917903,917903,917903,917903,916642,916642,916642,916642,916642,916642,916642,916642,916642,916642,916642,917884,917884,917884,917884,917884,917884,917604,917604,917604,917604,917604,917604,917604,917696,917696,917696,917696,917671,917671,917671,917671,917769,917769,917769,917769,917769,917769,917708,917708,917708,917708,917708,917708,917741,917741,917741
2002-02,913042,914410,914410,914410,914410,914410,914410,914410,914410,914410,914410,914410,914410,915061,915061,915061,915061,915061,915061,915061,915061,915061,915061,915061,915061,914758,914758,914758,914758,914758,914758,914758,914758,914758,914758,914716,914716,914273,914273,914273,913897,913897,913897,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,912633,913848,913848,913848,913848,914297,914297,914297,914297,914297,914297,914297,914297,914297,914297,914297,913838,913838,913838,913838,913838,913838,913714,913714,913714,913714,913714,913714,913714,913714,913714,913714,913714,913682,913682,913682,913682,913668,913668,913668,913668,913668,913668,913721,913721,913721,913721,913721,913721,913634,913634,913634
2002-03,903441,905479,905479,905479,905479,905479,905479,905479,905479,905479,905479,905479,905479,905852,905852,905852,905852,905852,905852,905852,905852,905852,905852,905852,905852,905609,905609,905609,905609,905609,905609,905609,905609,905609,905609,905578,905578,905657,905657,905657,905246,905246,905246,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,905343,903515,903515,903515,903515,904419,904419,904419,904419,904419,904419,904419,904419,904419,904419,904419,903496,903496,903496,903496,903496,903496,904412,904412,904412,904412,904412,904412,904412,904361,904361,904361,904361,904322,904322,904322,904322,904355,904355,904355,904355,904355,904355,904414,904414,904414,904414,904414,904414,904291,904291,904291
2002-04,899504,900276,900276,900276,900276,900276,900276,900276,900276,900276,900276,900276,900276,900518,900518,900518,900518,900518,900518,900518,900518,900518,900518,900518,900518,900319,900319,900319,900319,900319,900319,900319,900319,900319,900319,900311,900311,900226,900226,900226,900650,900650,900650,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,900482,898504,898504,898504,898504,899460,899460,899460,899460,899460,899460,899460,899460,899460,899460,899460,898537,898537,898537,898537,898537,898537,899480,899480,899480,899480,899480,899480,899480,899386,899386,899386,899386,899373,899373,899373,899373,899469,899469,899469,899469,899469,899469,899399,899399,899399,899399,899399,899399,899421,899421,899421
2002-05,889246,889230,889230,889230,889230,889230,889230,889230,889230,889230,889230,889230,889230,889076,889076,889076,889076,889076,889076,889076,889076,889076,889076,889076,889076,889262,889262,889262,889262,889262,889262,889262,889262,889262,889262,889284,889284,889257,889257,889257,889760,889760,889760,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,890006,889766,889766,889766,889766,889942,889942,889942,889942,889942,889942,889942,889942,889942,889942,889942,889851,889851,889851,889851,889851,889851,889596,889596,889596,889596,889596,889596,889596,889547,889547,889547,889547,889560,889560,889560,889560,889563,889563,889563,889563,889563,889563,889552,889552,889552,889552,889552,889552,889530,889530,889530
2002-06,881288,881409,881409,881409,881409,881409,881409,881409,881409,881409,881409,881409,881409,881140,881140,881140,881140,881140,881140,881140,881140,881140,881140,881140,881140,881088,881088,881088,881088,881088,881088,881088,881088,881088,881088,881136,881136,881377,881377,881377,881644,881644,881644,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882509,882011,882011,882011,882011,882089,882089,882089,882089,882089,882089,882089,882089,882089,882089,882089,881983,881983,881983,881983,881983,881983,881509,881509,881509,881509,881509,881509,881509,881463,881463,881463,881463,881498,881498,881498,881498,881503,881503,881503,881503,881503,881503,881476,881476,881476,881476,881476,881476,881494,881494,881494
2002-07,875083,874938,874938,874938,874938,874938,874938,874938,874938,874938,874938,874938,874938,874344,874344,874344,874344,874344,874344,874344,874344,874344,874344,874344,874344,874621,874621,874621,874621,874621,874621,874621,874621,874621,874621,874685,874685,874986,874986,874986,874491,874491,874491,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,874968,876274,876274,876274,876274,875123,875123,875123,875123,875123,875123,875123,875123,875123,875123,875123,876252,876252,876252,876252,876252,876252,874508,874508,874508,874508,874508,874508,874508,874468,874468,874468,874468,874526,874526,874526,874526,874561,874561,874561,874561,874561,874561,874536,874536,874536,874536,874536,874536,874504,874504,874504
2002-08,867866,867650,867650,867650,867650,867650,867650,867650,867650,867650,867650,867650,867650,866834,866834,866834,866834,866834,866834,866834,866834,866834,866834,866834,866834,867003,867003,867003,867003,867003,867003,867003,867003,867003,867003,867067,867067,867252,867252,867252,867115,867115,867115,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867173,867561,867561,867561,867561,867654,867654,867654,867654,867654,867654,867654,867654,867654,867654,867654,867526,867526,867526,867526,867526,867526,867087,867087,867087,867087,867087,867087,867087,866989,866989,866989,866989,867073,867073,867073,867073,867125,867125,867125,867125,867125,867125,867097,867097,867097,867097,867097,867097,867121,867121,867121
2002-09,862545,862203,862203,862203,862203,862203,862203,862203,862203,862203,862203,862203,862203,861438,861438,861438,861438,861438,861438,861438,861438,861438,861438,861438,861438,861694,861694,861694,861694,861694,861694,861694,861694,861694,861694,861739,861739,861923,861923,861923,861300,861300,861300,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861318,861605,861605,861605,861605,861575,861575,861575,861575,861575,861575,861575,861575,861575,861575,861575,861587,861587,861587,861587,861587,861587,861417,861417,861417,861417,861417,861417,861417,861593,861593,861593,861593,861428,861428,861428,861428,861466,861466,861466,861466,861466,861466,861691,861691,861691,861691,861691,861691,861727,861727,861727
2002-10,857827,857811,857811,857811,857811,857811,857811,857811,857811,857811,857811,857811,857811,857024,857024,857024,857024,857024,857024,857024,857024,857024,857024,857024,857024,857275,857275,857275,857275,857275,857275,857275,857275,857275,857275,857287,857287,857396,857396,857396,856772,856772,856772,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856479,856562,856562,856562,856562,856474,856474,856474,856474,856474,856474,856474,856474,856474,856474,856474,856544,856544,856544,856544,856544,856544,857399,857399,857399,857399,857399,857399,857399,857334,857334,857334,857334,857428,857428,857428,857428,857460,857460,857460,857460,857460,857460,857421,857421,857421,857421,857421,857421,857468,857468,857468
2002-11,851867,851033,851033,851033,851033,851033,851033,851033,851033,851033,851033,851033,851033,851142,851142,851142,851142,851142,851142,851142,851142,851142,851142,851142,851142,851289,851289,851289,851289,851289,851289,851289,851289,851289,851289,851259,851259,851194,851194,851194,851137,851137,851137,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850873,850999,850999,850999,850999,850513,850513,850513,850513,850513,850513,850513,850513,850513,850513,850513,851037,851037,851037,851037,851037,851037,851881,851881,851881,851881,851881,851881,851881,851863,851863,851863,851863,851961,851961,851961,851961,851972,851972,851972,851972,851972,851972,851928,851928,851928,851928,851928,851928,851995,851995,851995
2002-12,846807,846217,846217,846217,846217,846217,846217,846217,846217,846217,846217,846217,846217,846751,846751,846751,846751,846751,846751,846751,846751,846751,846751,846751,846751,846733,846733,846733,846733,846733,846733,846733,846733,846733,846733,846663,846663,846395,846395,846395,846456,846456,846456,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846711,846885,846885,846885,846885,846685,846685,846685,846685,846685,846685,846685,846685,846685,846685,846685,846907,846907,846907,846907,846907,846907,847125,847125,847125,847125,847125,847125,847125,847246,847246,847246,847246,847345,847345,847345,847345,846785,846785,846785,846785,846785,846785,846751,846751,846751,846751,846751,846751,846806,846806,846806
2003-01,837814,837364,837364,837364,837364,837364,837364,837364,837364,837364,837364,837364,837364,838510,838510,838510,838510,838510,838510,838510,838510,838510,838510,838510,838510,838241,838241,838241,838241,838241,838241,838241,838241,838241,838241,838143,838143,837778,837778,837778,838469,838469,838469,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,838707,839446,839446,839446,839446,838816,838816,838816,838816,838816,838816,838816,838816,838816,838816,838816,839445,839445,839445,839445,839445,839445,838532,838532,838532,838532,838532,838532,838532,839193,839193,839193,839193,838645,838645,838645,838645,838671,838671,838671,838671,838671,838671,838648,838648,838648,838648,838648,838648,838622,838622,838622
2003-02,824503,826360,826360,826360,826360,826360,826360,826360,826360,826360,826360,826360,826360,827533,827533,827533,827533,827533,827533,827533,827533,827533,827533,827533,827533,826781,826781,826781,826781,826781,826781,826781,826781,826781,826781,826675,826675,825950,825950,825950,829421,829421,829421,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,830518,829370,829370,829370,829370,829693,829693,829693,829693,829693,829693,829693,829693,829693,829693,829693,829354,829354,829354,829354,829354,829354,829270,829270,829270,829270,829270,829270,829270,829207,829207,829207,829207,829254,829254,829254,829254,829298,829298,829298,829298,829298,829298,829323,829323,829323,829323,829323,829323,829261,829261,829261
2003-03,829104,831408,831408,831408,831408,831408,831408,831408,831408,831408,831408,831408,831408,833008,833008,833008,833008,833008,833008,833008,833008,833008,833008,833008,833008,832717,832717,832717,832717,832717,832717,832717,832717,832717,832717,832637,832637,832450,832450,832450,831675,831675,831675,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,830327,828538,828538,828538,828538,830624,830624,830624,830624,830624,830624,830624,830624,830624,830624,830624,828555,828555,828555,828555,828555,828555,829517,829517,829517,829517,829517,829517,829517,829361,829361,829361,829361,829351,829351,829351,829351,829447,829447,829447,829447,829447,829447,829572,829572,829572,829572,829572,829572,829344,829344,829344
2003-04,825514,825529,825529,825529,825529,825529,825529,825529,825529,825529,825529,825529,825529,825857,825857,825857,825857,825857,825857,825857,825857,825857,825857,825857,825857,825618,825618,825618,825618,825618,825618,825618,825618,825618,825618,825581,825581,825538,825538,825538,825598,825598,825598,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,825536,824258,824258,824258,824258,824698,824698,824698,824698,824698,824698,824698,824698,824698,824698,824698,824214,824214,824214,824214,824214,824214,825388,825388,825388,825388,825388,825388,825388,825045,825045,825045,825045,825139,825139,825139,825139,825186,825186,825186,825186,825186,825186,825112,825112,825112,825112,825112,825112,825137,825137,825137
2003-05,822573,822358,822358,822358,822358,822358,822358,822358,822358,822358,822358,822358,822358,821835,821835,821835,821835,821835,821835,821835,821835,821835,821835,821835,821835,821869,821869,821869,821869,821869,821869,821869,821869,821869,821869,821887,821887,822465,822465,822465,822327,822327,822327,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,823095,822675,822675,822675,822675,822433,822433,822433,822433,822433,822433,822433,822433,822433,822433,822433,822774,822774,822774,822774,822774,822774,822549,822549,822549,822549,822549,822549,822549,822303,822303,822303,822303,822361,822361,822361,822361,822523,822523,822523,822523,822523,822523,822391,822391,822391,822391,822391,822391,822467,822467,822467
2003-06,819450,818677,818677,818677,818677,818677,818677,818677,818677,818677,818677,818677,818677,818378,818378,818378,818378,818378,818378,818378,818378,818378,818378,818378,818378,818219,818219,818219,818219,818219,818219,818219,818219,818219,818219,818288,818288,818470,818470,818470,818210,818210,818210,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818341,818260,818260,818260,818260,818470,818470,818470,818470,818470,818470,818470,818470,818470,818470,818470,818222,818222,818222,818222,818222,818222,817844,817844,817844,817844,817844,817844,817844,817744,817744,817744,817744,817847,817847,817847,817847,817895,817895,817895,817895,817895,817895,817851,817851,817851,817851,817851,817851,817872,817872,817872
2003-07,815993,815561,815561,815561,815561,815561,815561,815561,815561,815561,815561,815561,815561,815101,815101,815101,815101,815101,815101,815101,815101,815101,815101,815101,815101,814961,814961,814961,814961,814961,814961,814961,814961,814961,814961,815092,815092,815542,815542,815542,814298,814298,814298,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,813893,816389,816389,816389,816389,814671,814671,814671,814671,814671,814671,814671,814671,814671,814671,814671,816369,816369,816369,816369,816369,816369,814584,814584,814584,814584,814584,814584,814584,814531,814531,814531,814531,814643,814643,814643,814643,814745,814745,814745,814745,814745,814745,814688,814688,814688,814688,814688,814688,814620,814620,814620
2003-08,811327,810278,810278,810278,810278,810278,810278,810278,810278,810278,810278,810278,810278,809592,809592,809592,809592,809592,809592,809592,809592,809592,809592,809592,809592,809619,809619,809619,809619,809619,809619,809619,809619,809619,809619,809792,809792,810156,810156,810156,809255,809255,809255,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,808978,809744,809744,809744,809744,809975,809975,809975,809975,809975,809975,809975,809975,809975,809975,809975,809712,809712,809712,809712,809712,809712,809308,809308,809308,809308,809308,809308,809308,809162,809162,809162,809162,809313,809313,809313,809313,809391,809391,809391,809391,809391,809391,809323,809323,809323,809323,809323,809323,809387,809387,809387
2003-09,805670,804304,804304,804304,804304,804304,804304,804304,804304,804304,804304,804304,804304,804219,804219,804219,804219,804219,804219,804219,804219,804219,804219,804219,804219,804336,804336,804336,804336,804336,804336,804336,804336,804336,804336,804496,804496,804952,804952,804952,803753,803753,803753,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,802692,803864,803864,803864,803864,804016,804016,804016,804016,804016,804016,804016,804016,804016,804016,804016,803828,803828,803828,803828,803828,803828,803717,803717,803717,803717,803717,803717,803717,804077,804077,804077,804077,803747,803747,803747,803747,803816,803816,803816,803816,803816,803816,804262,804262,804262,804262,804262,804262,804268,804268,804268
